http://purl.obolibrary.org/obo/MP_0001634,internal hemorrhage (MPO),http://purl.obolibrary.org/obo/HP_0011029,Internal hemorrhage (HPO)
http://purl.obolibrary.org/obo/MP_0003769,abnormal lip morphology (MPO),http://purl.obolibrary.org/obo/HP_0000159,Abnormal lip morphology (HPO)
http://purl.obolibrary.org/obo/MP_0005480,increased circulating triiodothyronine level (MPO),http://purl.obolibrary.org/obo/HP_0011788,Increased circulating free T3 (HPO)
http://purl.obolibrary.org/obo/MP_0004686,decreased length of long bones (MPO),http://purl.obolibrary.org/obo/HP_0003026,Short long bone (HPO)
http://purl.obolibrary.org/obo/MP_0001807,decreased IgA level (MPO),http://purl.obolibrary.org/obo/HP_0002720,Decreased circulating IgA level (HPO)
http://purl.obolibrary.org/obo/MP_0004260,enlarged placenta (MPO),http://purl.obolibrary.org/obo/HP_0006267,Large placenta (HPO)
http://purl.obolibrary.org/obo/MP_0003723,abnormal long bone morphology (MPO),http://purl.obolibrary.org/obo/HP_0011314,Abnormality of long bone morphology (HPO)
http://purl.obolibrary.org/obo/MP_0004871,premaxilla hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0010650,Hypoplasia of the premaxilla (HPO)
http://purl.obolibrary.org/obo/MP_0003978,decreased circulating carnitine level (MPO),http://purl.obolibrary.org/obo/HP_0003234,Decreased plasma carnitine (HPO)
http://purl.obolibrary.org/obo/MP_0012085,midface hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0011800,Midface retrusion (HPO)
http://purl.obolibrary.org/obo/MP_0004176,ear telangiectases (MPO),http://purl.obolibrary.org/obo/HP_0009893,Telangiectasia of the ear (HPO)
http://purl.obolibrary.org/obo/MP_0000062,increased bone mineral density (MPO),http://purl.obolibrary.org/obo/HP_0011001,Increased bone mineral density (HPO)
http://purl.obolibrary.org/obo/MP_0002984,retina hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0007770,Hypoplasia of the retina (HPO)
http://purl.obolibrary.org/obo/MP_0020401,argininuria (MPO),http://purl.obolibrary.org/obo/HP_0003268,Argininuria (HPO)
http://purl.obolibrary.org/obo/MP_0008797,facial cleft (MPO),http://purl.obolibrary.org/obo/HP_0002006,Facial cleft (HPO)
http://purl.obolibrary.org/obo/MP_0010090,increased circulating creatine kinase level (MPO),http://purl.obolibrary.org/obo/HP_0003236,Elevated serum creatine kinase (HPO)
http://purl.obolibrary.org/obo/MP_0002160,abnormal reproductive system morphology (MPO),http://purl.obolibrary.org/obo/HP_0012243,Abnormal reproductive system morphology (HPO)
http://purl.obolibrary.org/obo/MP_0000024,lowered ear position (MPO),http://purl.obolibrary.org/obo/HP_0000369,Low-set ears (HPO)
http://purl.obolibrary.org/obo/MP_0010402,ventricular septal defect (MPO),http://purl.obolibrary.org/obo/HP_0001629,Ventricular septal defect (HPO)
http://purl.obolibrary.org/obo/MP_0004344,scapular bone hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0000882,Hypoplastic scapulae (HPO)
http://purl.obolibrary.org/obo/MP_0000457,maxilla hypoplasia (MPO),http://purl.obolibrary.org/obo/HP_0000327,Hypoplasia of the maxilla (HPO)
http://purl.obolibrary.org/obo/MP_0003130,anal atresia (MPO),http://purl.obolibrary.org/obo/HP_0002023,Anal atresia (HPO)
http://purl.obolibrary.org/obo/MP_0004676,wide ribs (MPO),http://purl.obolibrary.org/obo/HP_0000885,Broad ribs (HPO)
http://purl.obolibrary.org/obo/MP_0000194,increased circulating calcium level (MPO),http://purl.obolibrary.org/obo/HP_0003072,Hypercalcemia (HPO)
http://purl.obolibrary.org/obo/MP_0030074,coarse facial features (MPO),http://purl.obolibrary.org/obo/HP_0000280,Coarse facial features (HPO)
http://purl.obolibrary.org/obo/MP_0006044,tricuspid valve regurgitation (MPO),http://purl.obolibrary.org/obo/HP_0005180,Tricuspid regurgitation (HPO)
http://purl.obolibrary.org/obo/MP_0030168,thin upper lip (MPO),http://purl.obolibrary.org/obo/HP_0000219,Thin upper lip vermilion (HPO)
http://purl.obolibrary.org/obo/MP_0002412,increased susceptibility to bacterial infection (MPO),http://purl.obolibrary.org/obo/HP_0002718,Recurrent bacterial infections (HPO)
http://purl.obolibrary.org/obo/MP_0005419,decreased circulating serum albumin level (MPO),http://purl.obolibrary.org/obo/HP_0003073,Hypoalbuminemia (HPO)
http://purl.obolibrary.org/obo/MP_0001193,psoriasis (MPO),http://purl.obolibrary.org/obo/HP_0003765,Psoriasiform dermatitis (HPO)
http://purl.obolibrary.org/obo/MP_0003633,abnormal nervous system physiology (MPO),http://purl.obolibrary.org/obo/HP_0012638,Abnormality of nervous system physiology (HPO)
http://purl.obolibrary.org/obo/MP_0006045,mitral valve regurgitation (MPO),http://purl.obolibrary.org/obo/HP_0001653,Mitral regurgitation (HPO)
