defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/HP_0031380	Abnormal B cell proliferation	http://purl.obolibrary.org/obo/GO_0042100	B cell proliferation
http://purl.obolibrary.org/obo/HP_0011400	Abnormal CNS myelination	http://purl.obolibrary.org/obo/GO_0022010	central nervous system myelination
http://purl.obolibrary.org/obo/HP_0410035	Abnormal T cell activation	http://purl.obolibrary.org/obo/GO_0042110	T cell activation
http://purl.obolibrary.org/obo/HP_0031379	Abnormal T cell proliferation	http://purl.obolibrary.org/obo/GO_0042098	T cell proliferation
http://purl.obolibrary.org/obo/HP_0031377	Abnormal cell proliferation	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation
http://purl.obolibrary.org/obo/HP_0011115	Abnormal circulating chemokine concentration	http://purl.obolibrary.org/obo/GO_0032602	chemokine production
http://purl.obolibrary.org/obo/HP_0011023	Abnormal circulating prostaglandin circulation	http://purl.obolibrary.org/obo/GO_0006693	prostaglandin metabolic process
http://purl.obolibrary.org/obo/HP_0008372	Abnormal circulating vitamin A concentration	http://purl.obolibrary.org/obo/GO_0006776	vitamin A metabolic process
http://purl.obolibrary.org/obo/HP_0100514	Abnormal circulating vitamin E concentration	http://purl.obolibrary.org/obo/GO_0042360	vitamin E metabolic process
http://purl.obolibrary.org/obo/HP_0040202	Abnormal consumption behavior	http://purl.obolibrary.org/obo/NBO_0001845	consumption behavior
http://purl.obolibrary.org/obo/HP_0031406	Abnormal cytokine signaling	http://purl.obolibrary.org/obo/GO_0019221	cytokine-mediated signaling pathway
http://purl.obolibrary.org/obo/HP_0030082	Abnormal drinking behavior	http://purl.obolibrary.org/obo/GO_0042756	drinking behavior
http://purl.obolibrary.org/obo/HP_0100738	Abnormal eating behavior	http://purl.obolibrary.org/obo/GO_0042755	eating behavior
http://purl.obolibrary.org/obo/HP_0012875	Abnormal ejaculation	http://purl.obolibrary.org/obo/GO_0042713	sperm ejaculation
http://purl.obolibrary.org/obo/HP_0100851	Abnormal emotional state	http://purl.obolibrary.org/obo/NBO_0000003	emotional behavior
http://purl.obolibrary.org/obo/HP_0100852	Abnormal fear-induced behavior	http://purl.obolibrary.org/obo/NBO_0000018	fear/anxiety related behavior
http://purl.obolibrary.org/obo/HP_0012359	Abnormal fucosylation of O-linked protein glycosylation	http://purl.obolibrary.org/obo/GO_0036066	protein O-linked fucosylation
http://purl.obolibrary.org/obo/HP_0030895	Abnormal gastrointestinal motility	http://purl.obolibrary.org/obo/GO_0014831	gastro-intestinal system smooth muscle contraction
http://purl.obolibrary.org/obo/HP_0011014	Abnormal glucose homeostasis	http://purl.obolibrary.org/obo/GO_0042593	glucose homeostasis
http://purl.obolibrary.org/obo/HP_0004343	Abnormal glycosphingolipid metabolism	http://purl.obolibrary.org/obo/GO_0006687	glycosphingolipid metabolic process
http://purl.obolibrary.org/obo/HP_0012345	Abnormal glycosylation	http://purl.obolibrary.org/obo/GO_0070085	glycosylation
http://purl.obolibrary.org/obo/HP_0032367	Abnormal growth hormone level	http://purl.obolibrary.org/obo/GO_0030252	growth hormone secretion
http://purl.obolibrary.org/obo/HP_0012647	Abnormal inflammatory response	http://purl.obolibrary.org/obo/GO_0006954	inflammatory response
http://purl.obolibrary.org/obo/HP_0002101	Abnormal lung lobation	http://purl.obolibrary.org/obo/GO_0060464	lung lobe formation
