defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/MP_0002554	aversion to addictive substance	http://purl.obolibrary.org/obo/NBO_0002234	regulation of consumption of an addictive substance
http://purl.obolibrary.org/obo/MP_0005156	bradykinesia	http://purl.obolibrary.org/obo/NBO_0000449	spontaneous movement behavior
http://purl.obolibrary.org/obo/MP_0001830	decreased activated T cell number	http://purl.obolibrary.org/obo/GO_0050798	activated T cell proliferation
http://purl.obolibrary.org/obo/MP_0005656	decreased aggression	http://purl.obolibrary.org/obo/NBO_0000015	aggressive behavior
http://purl.obolibrary.org/obo/MP_0003862	decreased aggression towards male mice	http://purl.obolibrary.org/obo/NBO_0000110	aggressive behavior towards male mice
http://purl.obolibrary.org/obo/MP_0003863	decreased aggression towards mice	http://purl.obolibrary.org/obo/NBO_0000107	aggressive behavior towards mice
http://purl.obolibrary.org/obo/MP_0003546	decreased alcohol consumption	http://purl.obolibrary.org/obo/NBO_0000131	alcohol consumption
http://purl.obolibrary.org/obo/MP_0001364	decreased anxiety-related response	http://purl.obolibrary.org/obo/NBO_0000092	anxiety-related behavior
http://purl.obolibrary.org/obo/MP_0004993	decreased bone resorption	http://purl.obolibrary.org/obo/GO_0045453	bone resorption
http://purl.obolibrary.org/obo/MP_0003064	decreased coping response	http://purl.obolibrary.org/obo/NBO_0000103	coping behavior
http://purl.obolibrary.org/obo/MP_0012311	decreased defecation amount	http://purl.obolibrary.org/obo/GO_0030421	defecation
http://purl.obolibrary.org/obo/MP_0001417	decreased exploration in new environment	http://purl.obolibrary.org/obo/NBO_0000097	response to novel environment
http://purl.obolibrary.org/obo/MP_0003460	decreased fear-related response	http://purl.obolibrary.org/obo/NBO_0000091	fear-related behavior
http://purl.obolibrary.org/obo/MP_0002711	decreased glucagon secretion	http://purl.obolibrary.org/obo/GO_0070091	glucagon secretion
