defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/MP_0002675	asthenozoospermia	http://purl.obolibrary.org/obo/GO_0030317	flagellated sperm motility
http://purl.obolibrary.org/obo/MP_0004437	decreased cochlear outer hair cell electromotility	http://purl.obolibrary.org/obo/GO_0099129	cochlear outer hair cell electromotile response
http://purl.obolibrary.org/obo/MP_0031436	decreased copulatory plug deposition	http://purl.obolibrary.org/obo/GO_0042628	mating plug formation
http://purl.obolibrary.org/obo/MP_0014441	decreased response to leptin	http://purl.obolibrary.org/obo/GO_0044321	response to leptin
http://purl.obolibrary.org/obo/MP_0009758	impaired behavioral response to cocaine	http://purl.obolibrary.org/obo/NBO_0001987	behavioral response to cocaine
http://purl.obolibrary.org/obo/MP_0013240	impaired cardiac muscle regeneration	http://purl.obolibrary.org/obo/GO_0061026	cardiac muscle tissue regeneration
http://purl.obolibrary.org/obo/MP_0000242	impaired fertilization	http://purl.obolibrary.org/obo/GO_0009566	fertilization
http://purl.obolibrary.org/obo/MP_0005517	impaired liver regeneration	http://purl.obolibrary.org/obo/GO_0097421	liver regeneration
http://purl.obolibrary.org/obo/MP_0003356	impaired luteinization	http://purl.obolibrary.org/obo/GO_0001553	luteinization
http://purl.obolibrary.org/obo/MP_0014443	impaired polar body extrusion	http://purl.obolibrary.org/obo/GO_0040038	polar body extrusion after meiotic divisions
http://purl.obolibrary.org/obo/MP_0013239	impaired skeletal muscle regeneration	http://purl.obolibrary.org/obo/GO_0043403	skeletal muscle tissue regeneration
http://purl.obolibrary.org/obo/MP_0014447	impaired spindle assembly in female meiosis	http://purl.obolibrary.org/obo/GO_0007056	spindle assembly involved in female meiosis
http://purl.obolibrary.org/obo/MP_0031646	impotence	http://purl.obolibrary.org/obo/GO_0043084	penile erection
