defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/MP_0020158	abnormal behavioral response to cocaine	http://purl.obolibrary.org/obo/NBO_0001987	behavioral response to cocaine
http://purl.obolibrary.org/obo/MP_0013238	abnormal cardiac muscle regeneration	http://purl.obolibrary.org/obo/GO_0061026	cardiac muscle tissue regeneration
http://purl.obolibrary.org/obo/MP_0004435	abnormal cochlear outer hair cell electromotility	http://purl.obolibrary.org/obo/GO_0099129	cochlear outer hair cell electromotile response
http://purl.obolibrary.org/obo/MP_0002806	abnormal conditioned emotional response	http://purl.obolibrary.org/obo/NBO_0000221	conditioned emotional response
http://purl.obolibrary.org/obo/MP_0002805	abnormal conditioned taste aversion behavior	http://purl.obolibrary.org/obo/NBO_0000211	conditioned taste aversion
http://purl.obolibrary.org/obo/MP_0005168	abnormal female meiosis	http://purl.obolibrary.org/obo/GO_0007143	female meiotic nuclear division
http://purl.obolibrary.org/obo/MP_0002658	abnormal liver regeneration	http://purl.obolibrary.org/obo/GO_0097421	liver regeneration
http://purl.obolibrary.org/obo/MP_0031252	abnormal physiological response to hypoxia	http://purl.obolibrary.org/obo/GO_0001666	response to hypoxia
http://purl.obolibrary.org/obo/MP_0014442	abnormal polar body extrusion	http://purl.obolibrary.org/obo/GO_0040038	polar body extrusion after meiotic divisions
http://purl.obolibrary.org/obo/MP_0014439	abnormal response to leptin	http://purl.obolibrary.org/obo/GO_0044321	response to leptin
http://purl.obolibrary.org/obo/MP_0013237	abnormal skeletal muscle regeneration	http://purl.obolibrary.org/obo/GO_0043403	skeletal muscle tissue regeneration
http://purl.obolibrary.org/obo/MP_0014445	abnormal spindle assembly in female meiosis	http://purl.obolibrary.org/obo/GO_0007056	spindle assembly involved in female meiosis
