defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/MP_0000414	alopecia	http://purl.obolibrary.org/obo/UBERON_0001037	strand of hair
http://purl.obolibrary.org/obo/MP_0005017	decreased B cell number	http://purl.obolibrary.org/obo/CL_0000236	B cell
http://purl.obolibrary.org/obo/MP_0004978	decreased B-1 B cell number	http://purl.obolibrary.org/obo/CL_0000819	B-1 B cell
http://purl.obolibrary.org/obo/MP_0008168	decreased B-1a cell number	http://purl.obolibrary.org/obo/CL_0000820	B-1a B cell
http://purl.obolibrary.org/obo/MP_0008170	decreased B-1b cell number	http://purl.obolibrary.org/obo/CL_0000821	B-1b B cell
http://purl.obolibrary.org/obo/MP_0008207	decreased B-2 B cell number	http://purl.obolibrary.org/obo/CL_0000822	B-2 B cell
http://purl.obolibrary.org/obo/MP_0010169	decreased CD4-positive, CD25-positive, alpha-beta regulatory T cell number	http://purl.obolibrary.org/obo/CL_0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell
http://purl.obolibrary.org/obo/MP_0008075	decreased CD4-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000624	CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010836	decreased CD4-positive, alpha-beta memory T cell number	http://purl.obolibrary.org/obo/CL_0000897	CD4-positive, alpha-beta memory T cell
http://purl.obolibrary.org/obo/MP_0008359	decreased CD4-positive, gamma-delta intraepithelial T cell number	http://purl.obolibrary.org/obo/CL_0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0008079	decreased CD8-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000625	CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010839	decreased CD8-positive, alpha-beta memory T cell number	http://purl.obolibrary.org/obo/CL_0000909	CD8-positive, alpha-beta memory T cell
http://purl.obolibrary.org/obo/MP_0008363	decreased CD8-positive, gamma-delta intraepithelial T cell number	http://purl.obolibrary.org/obo/CL_0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0013435	decreased CD8-positive, naive alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000900	naive thymus-derived CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0008031	decreased Cajal-Retzius cell number	http://purl.obolibrary.org/obo/CL_0000695	Cajal-Retzius cell
http://purl.obolibrary.org/obo/MP_0008119	decreased Langerhans cell number	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell
