defined_class	defined_class_label	molecular_function	molecular_function_label
http://purl.obolibrary.org/obo/MP_0012644	decreased 5-aminolevulinate synthase activity	http://purl.obolibrary.org/obo/GO_0003870	5-aminolevulinate synthase activity
http://purl.obolibrary.org/obo/MP_0020447	decreased NAD(P)H oxidase activity	http://purl.obolibrary.org/obo/GO_0016174	NAD(P)H oxidase H2O2-forming activity
http://purl.obolibrary.org/obo/MP_0012624	decreased acetylcholinesterase activity	http://purl.obolibrary.org/obo/GO_0003990	acetylcholinesterase activity
http://purl.obolibrary.org/obo/MP_0011585	decreased alkaline phosphatase activity	http://purl.obolibrary.org/obo/GO_0004035	alkaline phosphatase activity
http://purl.obolibrary.org/obo/MP_0011594	decreased catalase activity	http://purl.obolibrary.org/obo/GO_0004096	catalase activity
http://purl.obolibrary.org/obo/MP_0012585	decreased catechol O-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0016206	catechol O-methyltransferase activity
http://purl.obolibrary.org/obo/MP_0012590	decreased choline O-acetyltransferase activity	http://purl.obolibrary.org/obo/GO_0004102	choline O-acetyltransferase activity
http://purl.obolibrary.org/obo/MP_0020034	decreased cholinesterase activity	http://purl.obolibrary.org/obo/GO_0004104	cholinesterase activity
http://purl.obolibrary.org/obo/MP_0020308	decreased creatine kinase activity	http://purl.obolibrary.org/obo/GO_0004111	creatine kinase activity
http://purl.obolibrary.org/obo/MP_0011606	decreased glucokinase activity	http://purl.obolibrary.org/obo/GO_0004340	glucokinase activity
http://purl.obolibrary.org/obo/MP_0012595	decreased glutamate decarboxylase activity	http://purl.obolibrary.org/obo/GO_0004351	glutamate decarboxylase activity
http://purl.obolibrary.org/obo/MP_0011603	decreased glutathione peroxidase activity	http://purl.obolibrary.org/obo/GO_0004602	glutathione peroxidase activity
http://purl.obolibrary.org/obo/MP_0011609	decreased glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	http://purl.obolibrary.org/obo/GO_0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity
http://purl.obolibrary.org/obo/MP_0020311	decreased hydroxymethylbilane synthase activity	http://purl.obolibrary.org/obo/GO_0004418	hydroxymethylbilane synthase activity
http://purl.obolibrary.org/obo/MP_0011579	decreased lipoprotein lipase activity	http://purl.obolibrary.org/obo/GO_0004465	lipoprotein lipase activity
http://purl.obolibrary.org/obo/MP_0012636	decreased monoamine oxidase activity	http://purl.obolibrary.org/obo/GO_0097621	monoamine oxidase activity
http://purl.obolibrary.org/obo/MP_0012598	decreased nicotinamide N-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0008112	nicotinamide N-methyltransferase activity
http://purl.obolibrary.org/obo/MP_0011588	decreased ornithine carbamoyltransferase activity	http://purl.obolibrary.org/obo/GO_0004585	ornithine carbamoyltransferase activity
http://purl.obolibrary.org/obo/MP_0020314	decreased palmitoyl-(protein) hydrolase activity	http://purl.obolibrary.org/obo/GO_0008474	palmitoyl-(protein) hydrolase activity
http://purl.obolibrary.org/obo/MP_0012580	decreased peroxidase activity	http://purl.obolibrary.org/obo/GO_0004601	peroxidase activity
http://purl.obolibrary.org/obo/MP_0020019	decreased phenylalanine decarboxylase activity	http://purl.obolibrary.org/obo/GO_0050174	phenylalanine decarboxylase activity
http://purl.obolibrary.org/obo/MP_0011600	decreased phosphatidylcholine-sterol O-acyltransferase activity	http://purl.obolibrary.org/obo/GO_0004607	phosphatidylcholine-sterol O-acyltransferase activity
http://purl.obolibrary.org/obo/MP_0020052	decreased procollagen-proline 4-dioxygenase activity	http://purl.obolibrary.org/obo/GO_0004656	procollagen-proline 4-dioxygenase activity
http://purl.obolibrary.org/obo/MP_0011597	decreased purine-nucleoside phosphorylase activity	http://purl.obolibrary.org/obo/GO_0004731	purine-nucleoside phosphorylase activity
http://purl.obolibrary.org/obo/MP_0020245	decreased pyruvate kinase activity	http://purl.obolibrary.org/obo/GO_0004743	pyruvate kinase activity
http://purl.obolibrary.org/obo/MP_0020064	decreased thiopurine S-methyltransferase activity	http://purl.obolibrary.org/obo/GO_0008119	thiopurine S-methyltransferase activity
http://purl.obolibrary.org/obo/MP_0011582	decreased triglyceride lipase activity	http://purl.obolibrary.org/obo/GO_0004806	triacylglycerol lipase activity
http://purl.obolibrary.org/obo/MP_0020077	decreased tyrosine 3-monooxygenase activity	http://purl.obolibrary.org/obo/GO_0004511	tyrosine 3-monooxygenase activity
