defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/DDPHENO_0000820	decreased TORC2 signaling	http://purl.obolibrary.org/obo/GO_0038203	TORC2 signaling
http://purl.obolibrary.org/obo/DDPHENO_0001098	increased DIF-1 biosynthesis	http://purl.obolibrary.org/obo/GO_0031148	DIF-1 biosynthetic process
http://purl.obolibrary.org/obo/DDPHENO_0000776	increased G protein-coupled chemorepellent receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0140986	G protein-coupled chemorepellent receptor signaling pathway
http://purl.obolibrary.org/obo/DDPHENO_0000825	increased Rab protein signal transduction	http://purl.obolibrary.org/obo/GO_0032482	Rab protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000833	increased Rac protein signal transduction	http://purl.obolibrary.org/obo/GO_0016601	Rac protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000829	increased Rap protein signal transduction	http://purl.obolibrary.org/obo/GO_0032486	Rap protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000763	increased Ras protein signal transduction	http://purl.obolibrary.org/obo/GO_0007265	Ras protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000132	increased actin filament bundle assembly	http://purl.obolibrary.org/obo/GO_0051017	actin filament bundle assembly
http://purl.obolibrary.org/obo/DDPHENO_0001449	increased actin filament depolymerization	http://purl.obolibrary.org/obo/GO_0030042	actin filament depolymerization
http://purl.obolibrary.org/obo/DDPHENO_0000459	increased actin filament polymerization	http://purl.obolibrary.org/obo/GO_0030041	actin filament polymerization
http://purl.obolibrary.org/obo/DDPHENO_0001202	increased actin filament sliding	http://purl.obolibrary.org/obo/GO_0033275	actin-myosin filament sliding
http://purl.obolibrary.org/obo/DDPHENO_0001265	increased autophagic cell death	http://purl.obolibrary.org/obo/GO_0048102	autophagic cell death
http://purl.obolibrary.org/obo/DDPHENO_0000006	increased autophagy	http://purl.obolibrary.org/obo/GO_0006914	autophagy
