defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/DDPHENO_0001095	aberrant DIF-1 biosynthesis	http://purl.obolibrary.org/obo/GO_0031148	DIF-1 biosynthetic process
http://purl.obolibrary.org/obo/DDPHENO_0000242	aberrant DNA repair	http://purl.obolibrary.org/obo/GO_0006281	DNA repair
http://purl.obolibrary.org/obo/DDPHENO_0000774	aberrant G protein-coupled chemorepellent receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0140986	G protein-coupled chemorepellent receptor signaling pathway
http://purl.obolibrary.org/obo/DDPHENO_0000689	aberrant G protein-coupled receptor signaling	http://purl.obolibrary.org/obo/GO_0007186	G protein-coupled receptor signaling pathway
http://purl.obolibrary.org/obo/DDPHENO_0001433	aberrant GABA signaling pathway	http://purl.obolibrary.org/obo/GO_0007214	gamma-aminobutyric acid signaling pathway
http://purl.obolibrary.org/obo/DDPHENO_0001219	aberrant Golgi localization	http://purl.obolibrary.org/obo/GO_0051645	Golgi localization
http://purl.obolibrary.org/obo/DDPHENO_0000823	aberrant Rab protein signal transduction	http://purl.obolibrary.org/obo/GO_0032482	Rab protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000831	aberrant Rac protein signal transduction	http://purl.obolibrary.org/obo/GO_0016601	Rac protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000827	aberrant Rap protein signal transduction	http://purl.obolibrary.org/obo/GO_0032486	Rap protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000761	aberrant Ras protein signal transduction	http://purl.obolibrary.org/obo/GO_0007265	Ras protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000756	aberrant STAT signaling pathway	http://purl.obolibrary.org/obo/GO_0097696	cell surface receptor signaling pathway via STAT
http://purl.obolibrary.org/obo/DDPHENO_0000819	aberrant TORC2 signaling	http://purl.obolibrary.org/obo/GO_0038203	TORC2 signaling
http://purl.obolibrary.org/obo/DDPHENO_0001481	aberrant actin cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0030036	actin cytoskeleton organization
http://purl.obolibrary.org/obo/DDPHENO_0001446	aberrant actin filament depolymerization	http://purl.obolibrary.org/obo/GO_0030042	actin filament depolymerization
http://purl.obolibrary.org/obo/DDPHENO_0000151	aberrant actin filament organization	http://purl.obolibrary.org/obo/GO_0007015	actin filament organization
http://purl.obolibrary.org/obo/DDPHENO_0001445	aberrant actin filament polymerization	http://purl.obolibrary.org/obo/GO_0030041	actin filament polymerization
http://purl.obolibrary.org/obo/DDPHENO_0001262	aberrant adaptation of signaling pathway	http://purl.obolibrary.org/obo/GO_0023058	adaptation of signaling pathway
http://purl.obolibrary.org/obo/DDPHENO_0000483	aberrant aggregation	http://purl.obolibrary.org/obo/GO_0031152	aggregation involved in sorocarp development
http://purl.obolibrary.org/obo/DDPHENO_0001263	aberrant autophagic cell death	http://purl.obolibrary.org/obo/GO_0048102	autophagic cell death
http://purl.obolibrary.org/obo/DDPHENO_0000803	aberrant autophagosome maturation	http://purl.obolibrary.org/obo/GO_0097352	autophagosome maturation
http://purl.obolibrary.org/obo/DDPHENO_0000005	aberrant autophagy	http://purl.obolibrary.org/obo/GO_0006914	autophagy
http://purl.obolibrary.org/obo/DDPHENO_0001049	aberrant bleb assembly	http://purl.obolibrary.org/obo/GO_0032060	bleb assembly
http://purl.obolibrary.org/obo/DDPHENO_0000694	aberrant cGMP-mediated signaling	http://purl.obolibrary.org/obo/GO_0019934	cGMP-mediated signaling
http://purl.obolibrary.org/obo/DDPHENO_0000349	aberrant calcium-mediated signaling	http://purl.obolibrary.org/obo/GO_0019722	calcium-mediated signaling
http://purl.obolibrary.org/obo/DDPHENO_0001044	aberrant cell adhesion	http://purl.obolibrary.org/obo/GO_0007155	cell adhesion
http://purl.obolibrary.org/obo/DDPHENO_0001418	aberrant cell cycle	http://purl.obolibrary.org/obo/GO_0007049	cell cycle
http://purl.obolibrary.org/obo/DDPHENO_0001267	aberrant cell death	http://purl.obolibrary.org/obo/GO_0008219	cell death
http://purl.obolibrary.org/obo/DDPHENO_0001013	aberrant cell differentiation	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation
http://purl.obolibrary.org/obo/DDPHENO_0001443	aberrant cell fate determination	http://purl.obolibrary.org/obo/GO_0001709	cell fate determination
http://purl.obolibrary.org/obo/DDPHENO_0000236	aberrant cell morphogenesis	http://purl.obolibrary.org/obo/GO_0000902	cell morphogenesis
http://purl.obolibrary.org/obo/DDPHENO_0000264	aberrant cell motility	http://purl.obolibrary.org/obo/GO_0048870	cell motility
http://purl.obolibrary.org/obo/DDPHENO_0000254	aberrant cell motility in response to calcium ion	http://purl.obolibrary.org/obo/GO_0097231	cell motility in response to calcium ion
http://purl.obolibrary.org/obo/DDPHENO_0001048	aberrant cell projection biogenesis	http://purl.obolibrary.org/obo/GO_0030031	cell projection assembly
http://purl.obolibrary.org/obo/DDPHENO_0001416	aberrant cell separation during cytokinesis	http://purl.obolibrary.org/obo/GO_0061952	midbody abscission
http://purl.obolibrary.org/obo/DDPHENO_0000412	aberrant cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0098609	cell-cell adhesion
