defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/DDPHENO_0000193	abolished DIF-1 biosynthesis	http://purl.obolibrary.org/obo/GO_0031148	DIF-1 biosynthetic process
http://purl.obolibrary.org/obo/DDPHENO_0000777	abolished G protein-coupled chemorepellent receptor signaling pathway	http://purl.obolibrary.org/obo/GO_0140986	G protein-coupled chemorepellent receptor signaling pathway
http://purl.obolibrary.org/obo/DDPHENO_0000826	abolished Rab  protein signal transduction	http://purl.obolibrary.org/obo/GO_0032482	Rab protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000834	abolished Rac protein signal transduction	http://purl.obolibrary.org/obo/GO_0016601	Rac protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000830	abolished Rap protein signal transduction	http://purl.obolibrary.org/obo/GO_0032486	Rap protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000764	abolished Ras protein signal transduction	http://purl.obolibrary.org/obo/GO_0007265	Ras protein signal transduction
http://purl.obolibrary.org/obo/DDPHENO_0000757	abolished STAT signaling pathway	http://purl.obolibrary.org/obo/GO_0097696	cell surface receptor signaling pathway via STAT
http://purl.obolibrary.org/obo/DDPHENO_0000821	abolished TORC2 signaling	http://purl.obolibrary.org/obo/GO_0038203	TORC2 signaling
http://purl.obolibrary.org/obo/DDPHENO_0001447	abolished actin filament depolymerization	http://purl.obolibrary.org/obo/GO_0030042	actin filament depolymerization
http://purl.obolibrary.org/obo/DDPHENO_0001057	abolished actin filament polymerization	http://purl.obolibrary.org/obo/GO_0030041	actin filament polymerization
http://purl.obolibrary.org/obo/DDPHENO_0001080	abolished aggregation	http://purl.obolibrary.org/obo/GO_0031152	aggregation involved in sorocarp development
http://purl.obolibrary.org/obo/DDPHENO_0001264	abolished autophagic cell death	http://purl.obolibrary.org/obo/GO_0048102	autophagic cell death
http://purl.obolibrary.org/obo/DDPHENO_0000805	abolished autophagosome maturation	http://purl.obolibrary.org/obo/GO_0097352	autophagosome maturation
http://purl.obolibrary.org/obo/DDPHENO_0000498	abolished autophagosome organizationn	http://purl.obolibrary.org/obo/GO_1905037	autophagosome organization
http://purl.obolibrary.org/obo/DDPHENO_0001050	abolished bleb assembly	http://purl.obolibrary.org/obo/GO_0032060	bleb assembly
http://purl.obolibrary.org/obo/DDPHENO_0000704	abolished cAMP biosynthesis	http://purl.obolibrary.org/obo/GO_0006171	cAMP biosynthetic process
http://purl.obolibrary.org/obo/DDPHENO_0001305	abolished cGMP-mediated signaling	http://purl.obolibrary.org/obo/GO_0019934	cGMP-mediated signaling
http://purl.obolibrary.org/obo/DDPHENO_0001479	abolished calcium-dependent cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules
http://purl.obolibrary.org/obo/DDPHENO_0001480	abolished calcium-independent cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0016338	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules
http://purl.obolibrary.org/obo/DDPHENO_0001176	abolished cell differentiation	http://purl.obolibrary.org/obo/GO_0030154	cell differentiation
http://purl.obolibrary.org/obo/DDPHENO_0001239	abolished cell motility	http://purl.obolibrary.org/obo/GO_0048870	cell motility
http://purl.obolibrary.org/obo/DDPHENO_0000257	abolished cell motility in response to calcium ion	http://purl.obolibrary.org/obo/GO_0097231	cell motility in response to calcium ion
http://purl.obolibrary.org/obo/DDPHENO_0001478	abolished cell-cell adhesion	http://purl.obolibrary.org/obo/GO_0098609	cell-cell adhesion
http://purl.obolibrary.org/obo/DDPHENO_0000125	abolished cell-cell self recognition	http://purl.obolibrary.org/obo/GO_0097656	cell-cell self recognition
http://purl.obolibrary.org/obo/DDPHENO_0000499	abolished cell-substrate adhesion	http://purl.obolibrary.org/obo/GO_0031589	cell-substrate adhesion
http://purl.obolibrary.org/obo/DDPHENO_0000769	abolished cellular DNA damage response	http://purl.obolibrary.org/obo/GO_0006974	DNA damage response
http://purl.obolibrary.org/obo/DDPHENO_0000050	abolished cellular hypotonic response	http://purl.obolibrary.org/obo/GO_0071476	cellular hypotonic response
http://purl.obolibrary.org/obo/DDPHENO_0000110	abolished cellular localization	http://purl.obolibrary.org/obo/GO_0051641	cellular localization
http://purl.obolibrary.org/obo/DDPHENO_0001157	abolished cellulose biosynthesis	http://purl.obolibrary.org/obo/GO_0030244	cellulose biosynthetic process
http://purl.obolibrary.org/obo/DDPHENO_0001101	abolished chemotaxis to cAMP	http://purl.obolibrary.org/obo/GO_0043327	chemotaxis to cAMP
http://purl.obolibrary.org/obo/DDPHENO_0001102	abolished chemotaxis to folate	http://purl.obolibrary.org/obo/GO_0043326	chemotaxis to folate
http://purl.obolibrary.org/obo/DDPHENO_0000010	abolished co-transcriptional gene silencing by RNA interference machinery	http://purl.obolibrary.org/obo/GO_0033562	co-transcriptional gene silencing by RNA interference machinery
http://purl.obolibrary.org/obo/DDPHENO_0000035	abolished contractile vacuole discharge	http://purl.obolibrary.org/obo/GO_0070177	contractile vacuole discharge
http://purl.obolibrary.org/obo/DDPHENO_0000557	abolished contractile vacuole dissociation from plasma membrane	http://purl.obolibrary.org/obo/GO_0140026	contractile vacuole dissociation from plasma membrane
http://purl.obolibrary.org/obo/DDPHENO_0000552	abolished contractile vacuole organization	http://purl.obolibrary.org/obo/GO_0033298	contractile vacuole organization
http://purl.obolibrary.org/obo/DDPHENO_0000555	abolished contractile vacuole tethering involved in discharge	http://purl.obolibrary.org/obo/GO_0140025	contractile vacuole tethering involved in discharge
http://purl.obolibrary.org/obo/DDPHENO_0000019	abolished culmination	http://purl.obolibrary.org/obo/GO_0031154	culmination involved in sorocarp development
http://purl.obolibrary.org/obo/DDPHENO_0000385	abolished cytokinesis	http://purl.obolibrary.org/obo/GO_0000910	cytokinesis
http://purl.obolibrary.org/obo/DDPHENO_0000291	abolished defence response to Gram-negative  bacterium	http://purl.obolibrary.org/obo/GO_0050829	defense response to Gram-negative bacterium
