defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/PHIPO_0000021	increased sensitivity to chemical	http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity
http://purl.obolibrary.org/obo/PHIPO_0000850	sensitive to 4-aminosalicylic acid	http://purl.obolibrary.org/obo/CHEBI_27565	4-aminosalicylic acid
http://purl.obolibrary.org/obo/PHIPO_0000869	sensitive to D-cycloserine	http://purl.obolibrary.org/obo/CHEBI_40009	D-cycloserine
http://purl.obolibrary.org/obo/PHIPO_0000820	sensitive to abamectin	http://purl.obolibrary.org/obo/CHEBI_39214	abamectin
http://purl.obolibrary.org/obo/PHIPO_0000839	sensitive to actinomycin D	http://purl.obolibrary.org/obo/CHEBI_27666	actinomycin D
http://purl.obolibrary.org/obo/PHIPO_0000724	sensitive to alexidine	http://purl.obolibrary.org/obo/CHEBI_53661	alexidine
http://purl.obolibrary.org/obo/PHIPO_0000755	sensitive to amikacin	http://purl.obolibrary.org/obo/CHEBI_2637	amikacin
http://purl.obolibrary.org/obo/PHIPO_0000886	sensitive to amoxicillin	http://purl.obolibrary.org/obo/CHEBI_2676	amoxicillin
http://purl.obolibrary.org/obo/PHIPO_0000801	sensitive to amphotericin B	http://purl.obolibrary.org/obo/CHEBI_2682	amphotericin B
http://purl.obolibrary.org/obo/PHIPO_0000771	sensitive to ampicillin	http://purl.obolibrary.org/obo/CHEBI_28971	ampicillin
http://purl.obolibrary.org/obo/PHIPO_0000793	sensitive to anidulafungin	http://purl.obolibrary.org/obo/CHEBI_55346	anidulafungin
http://purl.obolibrary.org/obo/PHIPO_0000822	sensitive to antimycin A	http://purl.obolibrary.org/obo/CHEBI_22584	
http://purl.obolibrary.org/obo/PHIPO_0000835	sensitive to aureobasidin A	http://purl.obolibrary.org/obo/CHEBI_61739	aureobasidin A
http://purl.obolibrary.org/obo/PHIPO_0000901	sensitive to azithromycin	http://purl.obolibrary.org/obo/CHEBI_2955	azithromycin
http://purl.obolibrary.org/obo/PHIPO_0000396	sensitive to azoxystrobin	http://purl.obolibrary.org/obo/CHEBI_40909	azoxystrobin
http://purl.obolibrary.org/obo/PHIPO_0000750	sensitive to aztreonam	http://purl.obolibrary.org/obo/CHEBI_161680	aztreonam
http://purl.obolibrary.org/obo/PHIPO_0000843	sensitive to bacitracin	http://purl.obolibrary.org/obo/CHEBI_28669	bacitracin
http://purl.obolibrary.org/obo/PHIPO_0000398	sensitive to benomyl	http://purl.obolibrary.org/obo/CHEBI_3015	benomyl
http://purl.obolibrary.org/obo/PHIPO_0000736	sensitive to benznidazole	http://purl.obolibrary.org/obo/CHEBI_133833	benznidazole
http://purl.obolibrary.org/obo/PHIPO_0000865	sensitive to benzylpenicillin	http://purl.obolibrary.org/obo/CHEBI_18208	benzylpenicillin
http://purl.obolibrary.org/obo/PHIPO_0000858	sensitive to bifonazole	http://purl.obolibrary.org/obo/CHEBI_31286	bifonazole
http://purl.obolibrary.org/obo/PHIPO_0000749	sensitive to bleomycin	http://purl.obolibrary.org/obo/CHEBI_22907	bleomycin
http://purl.obolibrary.org/obo/PHIPO_0000892	sensitive to boscalid	http://purl.obolibrary.org/obo/CHEBI_81822	boscalid
http://purl.obolibrary.org/obo/PHIPO_0000747	sensitive to brassinin	http://purl.obolibrary.org/obo/CHEBI_38119	brassinin
http://purl.obolibrary.org/obo/PHIPO_0000720	sensitive to brefeldin A	http://purl.obolibrary.org/obo/CHEBI_48080	brefeldin A
http://purl.obolibrary.org/obo/PHIPO_0001020	sensitive to calcofluor white	http://purl.obolibrary.org/obo/CHEBI_50011	Calcofluor White
http://purl.obolibrary.org/obo/PHIPO_0000863	sensitive to camptothecin	http://purl.obolibrary.org/obo/CHEBI_27656	camptothecin
http://purl.obolibrary.org/obo/PHIPO_0000853	sensitive to capreomycin	http://purl.obolibrary.org/obo/CHEBI_3371	capreomycin
http://purl.obolibrary.org/obo/PHIPO_0000851	sensitive to captan	http://purl.obolibrary.org/obo/CHEBI_34608	captan
http://purl.obolibrary.org/obo/PHIPO_0000819	sensitive to carbapenems	http://purl.obolibrary.org/obo/CHEBI_46633	carbapenems
http://purl.obolibrary.org/obo/PHIPO_0000391	sensitive to carbendazim	http://purl.obolibrary.org/obo/CHEBI_3392	carbendazim
http://purl.obolibrary.org/obo/PHIPO_0000795	sensitive to carbenicillin	http://purl.obolibrary.org/obo/CHEBI_3393	carbenicillin
http://purl.obolibrary.org/obo/PHIPO_0000378	sensitive to carboxin	http://purl.obolibrary.org/obo/CHEBI_3405	carboxin
http://purl.obolibrary.org/obo/PHIPO_0000797	sensitive to caspofungin	http://purl.obolibrary.org/obo/CHEBI_474180	caspofungin
http://purl.obolibrary.org/obo/PHIPO_0000733	sensitive to cefaclor	http://purl.obolibrary.org/obo/CHEBI_3478	cefaclor
http://purl.obolibrary.org/obo/PHIPO_0000884	sensitive to cefazolin	http://purl.obolibrary.org/obo/CHEBI_474053	cefazolin
http://purl.obolibrary.org/obo/PHIPO_0000893	sensitive to cefepime	http://purl.obolibrary.org/obo/CHEBI_478164	cefepime
http://purl.obolibrary.org/obo/PHIPO_0000716	sensitive to cefixime	http://purl.obolibrary.org/obo/CHEBI_472657	cefixime
http://purl.obolibrary.org/obo/PHIPO_0000735	sensitive to cefotaxime	http://purl.obolibrary.org/obo/CHEBI_204928	cefotaxime
http://purl.obolibrary.org/obo/PHIPO_0000772	sensitive to cefotetan	http://purl.obolibrary.org/obo/CHEBI_3499	cefotetan
http://purl.obolibrary.org/obo/PHIPO_0000877	sensitive to cefoxitin	http://purl.obolibrary.org/obo/CHEBI_209807	cefoxitin
http://purl.obolibrary.org/obo/PHIPO_0000758	sensitive to cefpodoxime proxetil	http://purl.obolibrary.org/obo/CHEBI_3505	cefpodoxime proxetil
http://purl.obolibrary.org/obo/PHIPO_0000862	sensitive to ceftazidime	http://purl.obolibrary.org/obo/CHEBI_3508	ceftazidime
http://purl.obolibrary.org/obo/PHIPO_0000753	sensitive to ceftriaxone	http://purl.obolibrary.org/obo/CHEBI_29007	ceftriaxone
http://purl.obolibrary.org/obo/PHIPO_0000841	sensitive to cefuroxime	http://purl.obolibrary.org/obo/CHEBI_3515	cefuroxime
http://purl.obolibrary.org/obo/PHIPO_0000821	sensitive to cefuroximel	http://purl.obolibrary.org/obo/CHEBI_3515	cefuroxime
http://purl.obolibrary.org/obo/PHIPO_0000848	sensitive to cephalexin	http://purl.obolibrary.org/obo/CHEBI_3534	cephalexin
http://purl.obolibrary.org/obo/PHIPO_0000823	sensitive to cercosporamide	http://purl.obolibrary.org/obo/CHEBI_78696	cercosporamide
http://purl.obolibrary.org/obo/PHIPO_0000726	sensitive to chloramphenicol	http://purl.obolibrary.org/obo/CHEBI_17698	chloramphenicol
http://purl.obolibrary.org/obo/PHIPO_0000846	sensitive to chlorothalonil	http://purl.obolibrary.org/obo/CHEBI_3639	chlorothalonil
http://purl.obolibrary.org/obo/PHIPO_0000868	sensitive to chlortetracycline	http://purl.obolibrary.org/obo/CHEBI_27644	chlortetracycline
http://purl.obolibrary.org/obo/PHIPO_0000799	sensitive to ciprofloxacin	http://purl.obolibrary.org/obo/CHEBI_100241	ciprofloxacin
http://purl.obolibrary.org/obo/PHIPO_0000783	sensitive to clarithromycin	http://purl.obolibrary.org/obo/CHEBI_3732	clarithromycin
http://purl.obolibrary.org/obo/PHIPO_0000889	sensitive to clindamycin	http://purl.obolibrary.org/obo/CHEBI_3745	clindamycin
http://purl.obolibrary.org/obo/PHIPO_0000727	sensitive to clofazimine	http://purl.obolibrary.org/obo/CHEBI_3749	clofazimine
http://purl.obolibrary.org/obo/PHIPO_0000814	sensitive to closantel	http://purl.obolibrary.org/obo/CHEBI_77053	closantel
