defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/ZP_0010229	3'-UTR-mediated mRNA stabilization decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0070935	3'-UTR-mediated mRNA stabilization
http://purl.obolibrary.org/obo/ZP_0107024	B cell activation involved in immune response decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0002312	B cell activation involved in immune response
http://purl.obolibrary.org/obo/ZP_0101214	BMP signaling pathway decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0030509	BMP signaling pathway
http://purl.obolibrary.org/obo/ZP_0006121	DNA methylation decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation
http://purl.obolibrary.org/obo/ZP_0005199	DNA methylation on cytosine decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0032776	DNA methylation on cytosine
http://purl.obolibrary.org/obo/ZP_0006122	DNA methylation on cytosine within a CG sequence decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0010424	DNA methylation on cytosine within a CG sequence
http://purl.obolibrary.org/obo/ZP_0131124	G1 to G0 transition involved in cell differentiation decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0070315	G1 to G0 transition involved in cell differentiation
http://purl.obolibrary.org/obo/ZP_0131059	JNK cascade decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade
http://purl.obolibrary.org/obo/ZP_0020273	Notch signaling involved in heart development decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0061314	Notch signaling involved in heart development
http://purl.obolibrary.org/obo/ZP_0011806	Notch signaling pathway decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0007219	Notch signaling pathway
http://purl.obolibrary.org/obo/ZP_0104642	RNA 3' uridylation decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0071076	RNA 3' uridylation
http://purl.obolibrary.org/obo/ZP_0007501	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
http://purl.obolibrary.org/obo/ZP_0015776	T cell apoptotic process decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0070231	T cell apoptotic process
http://purl.obolibrary.org/obo/ZP_0019516	T cell differentiation decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0030217	T cell differentiation
http://purl.obolibrary.org/obo/ZP_0103313	T cell migration decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0072678	T cell migration
http://purl.obolibrary.org/obo/ZP_0102629	TOR signaling decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0031929	TOR signaling
http://purl.obolibrary.org/obo/ZP_0014629	TORC1 signaling decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0038202	TORC1 signaling
http://purl.obolibrary.org/obo/ZP_0014391	Wnt signaling pathway decreased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0016055	Wnt signaling pathway
