defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/ZP_0009190	G1/S transition of mitotic cell cycle decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0000082	G1/S transition of mitotic cell cycle
http://purl.obolibrary.org/obo/ZP_0000229	GTP biosynthetic process decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0006183	GTP biosynthetic process
http://purl.obolibrary.org/obo/ZP_0008838	Mo-molybdopterin cofactor biosynthetic process decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0006777	Mo-molybdopterin cofactor biosynthetic process
http://purl.obolibrary.org/obo/ZP_0011261	NADH oxidation decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0006116	NADH oxidation
http://purl.obolibrary.org/obo/ZP_0000787	actin-myosin filament sliding decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0033275	actin-myosin filament sliding
http://purl.obolibrary.org/obo/ZP_0006970	aerobic respiration decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0009060	aerobic respiration
http://purl.obolibrary.org/obo/ZP_0004484	ammonium transport decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0015696	ammonium transport
http://purl.obolibrary.org/obo/ZP_0005766	anaphase-promoting complex-dependent catabolic process decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0031145	anaphase-promoting complex-dependent catabolic process
http://purl.obolibrary.org/obo/ZP_0017548	axis elongation decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0003401	axis elongation
http://purl.obolibrary.org/obo/ZP_0001531	blood circulation decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0008015	blood circulation
http://purl.obolibrary.org/obo/ZP_0101022	blood coagulation decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0007596	blood coagulation
http://purl.obolibrary.org/obo/ZP_0000228	cAMP biosynthetic process decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0006171	cAMP biosynthetic process
http://purl.obolibrary.org/obo/ZP_0020499	calcium ion import decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0070509	calcium ion import
http://purl.obolibrary.org/obo/ZP_0006618	cardiac conduction decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0061337	cardiac conduction
http://purl.obolibrary.org/obo/ZP_0101388	cardiac muscle cell membrane repolarization decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0099622	cardiac muscle cell membrane repolarization
http://purl.obolibrary.org/obo/ZP_0012214	cardiac muscle cell proliferation decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0060038	cardiac muscle cell proliferation
http://purl.obolibrary.org/obo/ZP_0008586	cardiac muscle contraction decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0060048	cardiac muscle contraction
http://purl.obolibrary.org/obo/ZP_0131216	cardiac muscle tissue regeneration decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0061026	cardiac muscle tissue regeneration
http://purl.obolibrary.org/obo/ZP_0006613	cell cycle decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0007049	cell cycle
http://purl.obolibrary.org/obo/ZP_0017153	cell death decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0008219	cell death
http://purl.obolibrary.org/obo/ZP_0010496	cell division decreased rate, abnormal	http://purl.obolibrary.org/obo/GO_0051301	cell division
