defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/ZP_0009491	DNA damage induced protein phosphorylation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006975	DNA damage induced protein phosphorylation
http://purl.obolibrary.org/obo/ZP_0004635	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
http://purl.obolibrary.org/obo/ZP_0005513	DNA demethylation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0080111	DNA demethylation
http://purl.obolibrary.org/obo/ZP_0021629	DNA methylation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation
http://purl.obolibrary.org/obo/ZP_0010553	DNA methylation on cytosine increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0032776	DNA methylation on cytosine
http://purl.obolibrary.org/obo/ZP_0016101	ERK1 and ERK2 cascade increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0070371	ERK1 and ERK2 cascade
http://purl.obolibrary.org/obo/ZP_0016099	JNK cascade increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade
http://purl.obolibrary.org/obo/ZP_0011957	Notch signaling pathway increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0007219	Notch signaling pathway
http://purl.obolibrary.org/obo/ZP_0007646	RNA 3' uridylation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0071076	RNA 3' uridylation
http://purl.obolibrary.org/obo/ZP_0006791	S phase increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0051320	S phase
http://purl.obolibrary.org/obo/ZP_0014880	T cell apoptotic process increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0070231	T cell apoptotic process
http://purl.obolibrary.org/obo/ZP_0009235	TOR signaling increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0031929	TOR signaling
http://purl.obolibrary.org/obo/ZP_0014390	Wnt signaling pathway increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0016055	Wnt signaling pathway
http://purl.obolibrary.org/obo/ZP_0018762	Wnt signaling pathway involved in dorsal/ventral axis specification increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0044332	Wnt signaling pathway involved in dorsal/ventral axis specification
http://purl.obolibrary.org/obo/ZP_0005043	actin filament polymerization increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0030041	actin filament polymerization
http://purl.obolibrary.org/obo/ZP_0000408	activation of cysteine-type endopeptidase activity involved in apoptotic process increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process
http://purl.obolibrary.org/obo/ZP_0021471	acute inflammatory response increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0002526	acute inflammatory response
http://purl.obolibrary.org/obo/ZP_0100506	aggressive behavior increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0002118	aggressive behavior
http://purl.obolibrary.org/obo/ZP_0006926	angiogenesis increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0001525	angiogenesis
http://purl.obolibrary.org/obo/ZP_0003421	apoptotic chromosome condensation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0030263	apoptotic chromosome condensation
http://purl.obolibrary.org/obo/ZP_0000311	apoptotic process increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process
http://purl.obolibrary.org/obo/ZP_0003435	autophagy increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0006914	autophagy
http://purl.obolibrary.org/obo/ZP_0105946	axon regeneration increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0031103	axon regeneration
http://purl.obolibrary.org/obo/ZP_0003134	axonal defasciculation increased occurrence, abnormal	http://purl.obolibrary.org/obo/GO_0007414	axonal defasciculation
