defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/ZP_0101038	ATP metabolic process process quality, abnormal	http://purl.obolibrary.org/obo/GO_0046034	ATP metabolic process
http://purl.obolibrary.org/obo/ZP_0001320	BMP signaling pathway involved in mesodermal cell fate specification process quality, abnormal	http://purl.obolibrary.org/obo/GO_0060803	BMP signaling pathway involved in mesodermal cell fate specification
http://purl.obolibrary.org/obo/ZP_0007397	BMP signaling pathway process quality, abnormal	http://purl.obolibrary.org/obo/GO_0030509	BMP signaling pathway
http://purl.obolibrary.org/obo/ZP_0018791	DNA damage response, detection of DNA damage process quality, abnormal	http://purl.obolibrary.org/obo/GO_0042769	DNA damage response, detection of DNA damage
http://purl.obolibrary.org/obo/ZP_0020682	DNA damage response, signal transduction by p53 class mediator process quality, abnormal	http://purl.obolibrary.org/obo/GO_0030330	DNA damage response, signal transduction by p53 class mediator
http://purl.obolibrary.org/obo/ZP_0021845	DNA methylation process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation
http://purl.obolibrary.org/obo/ZP_0014684	G-quadruplex DNA formation process quality, abnormal	http://purl.obolibrary.org/obo/GO_0071919	G-quadruplex DNA formation
http://purl.obolibrary.org/obo/ZP_0014357	G1 to G0 transition process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070314	G1 to G0 transition
http://purl.obolibrary.org/obo/ZP_0013586	GABAergic neuron differentiation process quality, abnormal	http://purl.obolibrary.org/obo/GO_0097154	GABAergic neuron differentiation
http://purl.obolibrary.org/obo/ZP_0018136	Golgi vesicle transport process quality, abnormal	http://purl.obolibrary.org/obo/GO_0048193	Golgi vesicle transport
http://purl.obolibrary.org/obo/ZP_0002896	Kupffer's vesicle development process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070121	Kupffer's vesicle development
http://purl.obolibrary.org/obo/ZP_0016619	Notch signaling involved in heart development process quality, abnormal	http://purl.obolibrary.org/obo/GO_0061314	Notch signaling involved in heart development
http://purl.obolibrary.org/obo/ZP_0022252	Notch signaling pathway process quality, abnormal	http://purl.obolibrary.org/obo/GO_0007219	Notch signaling pathway
http://purl.obolibrary.org/obo/ZP_0021180	RNA catabolic process process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006401	RNA catabolic process
http://purl.obolibrary.org/obo/ZP_0016703	SMAD protein signal transduction process quality, abnormal	http://purl.obolibrary.org/obo/GO_0060395	SMAD protein signal transduction
http://purl.obolibrary.org/obo/ZP_0011158	Schwann cell migration process quality, abnormal	http://purl.obolibrary.org/obo/GO_0036135	Schwann cell migration
http://purl.obolibrary.org/obo/ZP_0022990	Schwann cell proliferation process quality, abnormal	http://purl.obolibrary.org/obo/GO_0014010	Schwann cell proliferation
http://purl.obolibrary.org/obo/ZP_0019031	Spemann organizer formation at the embryonic shield process quality, abnormal	http://purl.obolibrary.org/obo/GO_0060063	Spemann organizer formation at the embryonic shield
http://purl.obolibrary.org/obo/ZP_0107038	T cell activation involved in immune response process quality, abnormal	http://purl.obolibrary.org/obo/GO_0002286	T cell activation involved in immune response
