defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0102471	actin-based cell projection peridermal cell decreased size, abnormal	http://purl.obolibrary.org/obo/GO_0098858	actin-based cell projection	http://purl.obolibrary.org/obo/ZFA_0009041	peridermal cell
http://purl.obolibrary.org/obo/ZP_0021327	actinotrichium regenerating fin decreased size, abnormal	http://purl.obolibrary.org/obo/ZFA_0005435	actinotrichium	http://purl.obolibrary.org/obo/ZFA_0001269	regenerating fin
http://purl.obolibrary.org/obo/ZP_0018358	anatomical axis whole organism decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000010	anatomical axis	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0012178	anatomical region hemal arch decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000070	anatomical region	http://purl.obolibrary.org/obo/ZFA_0000519	hemal arch
http://purl.obolibrary.org/obo/ZP_0011417	anatomical region motor nucleus of vagal nerve decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000070	anatomical region	http://purl.obolibrary.org/obo/ZFA_0000387	motor nucleus of vagal nerve
http://purl.obolibrary.org/obo/ZP_0017448	anatomical region statoacoustic (VIII) ganglion decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000070	anatomical region	http://purl.obolibrary.org/obo/ZFA_0000588	statoacoustic (VIII) ganglion
http://purl.obolibrary.org/obo/ZP_0010313	anterior region brain decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0002077	anterior region hindbrain decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain
http://purl.obolibrary.org/obo/ZP_0004402	anterior region neurocranium decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0001580	neurocranium
http://purl.obolibrary.org/obo/ZP_0005535	anterior region neuroectoderm decreased size, abnormal	http://purl.obolibrary.org/obo/BSPO_0000071	anterior region	http://purl.obolibrary.org/obo/ZFA_0001120	neuroectoderm
