defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/ZP_0017740	ATP biosynthetic process decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006754	ATP biosynthetic process
http://purl.obolibrary.org/obo/ZP_0014763	BMP signaling pathway decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0030509	BMP signaling pathway
http://purl.obolibrary.org/obo/ZP_0014525	BMP signaling pathway involved in heart development decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0061312	BMP signaling pathway involved in heart development
http://purl.obolibrary.org/obo/ZP_0016529	BMP signaling pathway involved in heart jogging decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0003303	BMP signaling pathway involved in heart jogging
http://purl.obolibrary.org/obo/ZP_0000312	Cajal body organization decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0030576	Cajal body organization
http://purl.obolibrary.org/obo/ZP_0105654	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest
http://purl.obolibrary.org/obo/ZP_0012546	DNA methylation decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006306	DNA methylation
http://purl.obolibrary.org/obo/ZP_0101754	ERK1 and ERK2 cascade decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070371	ERK1 and ERK2 cascade
http://purl.obolibrary.org/obo/ZP_0011571	JNK cascade decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade
http://purl.obolibrary.org/obo/ZP_0002989	Kupffer's vesicle development decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0070121	Kupffer's vesicle development
http://purl.obolibrary.org/obo/ZP_0012762	Notch signaling pathway decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0007219	Notch signaling pathway
http://purl.obolibrary.org/obo/ZP_0016545	Schwann cell differentiation decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0014037	Schwann cell differentiation
http://purl.obolibrary.org/obo/ZP_0007516	Schwann cell migration decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0036135	Schwann cell migration
http://purl.obolibrary.org/obo/ZP_0007512	Schwann cell proliferation decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0014010	Schwann cell proliferation
http://purl.obolibrary.org/obo/ZP_0104076	T cell migration decreased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0072678	T cell migration
