defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0107277	(20R)-17,20-dihydroxypregn-4-en-3-one testis increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_36723	(20R)-17,20-dihydroxypregn-4-en-3-one	http://purl.obolibrary.org/obo/ZFA_0000598	testis
http://purl.obolibrary.org/obo/ZP_0020712	(5-hydroxyindol-3-yl)acetic acid brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_27823	(5-hydroxyindol-3-yl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0107034	(R)-lactate blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16004	(R)-lactate	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0106336	1-piperideine-6-carboxylate whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16987	1-piperideine-6-carboxylate	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0102710	1-piperideine-6-carboxylic acid whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_49015	1-piperideine-6-carboxylic acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0103083	11-oxotestosterone male organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_34133	11-oxotestosterone	http://purl.obolibrary.org/obo/ZFA_0000242	male organism
http://purl.obolibrary.org/obo/ZP_0103438	11-oxotestosterone whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_34133	11-oxotestosterone	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0100189	12-HETE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_19138	12-HETE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0021822	17beta-estradiol blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16469	17beta-estradiol	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0100857	1H-indol-3-amine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_28626	1H-indol-3-amine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0103131	21-deoxycortisol whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_28697	21-deoxycortisol	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0106513	3',5'-cyclic AMP thrombocyte increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_17489	3',5'-cyclic AMP	http://purl.obolibrary.org/obo/ZFA_0009323	thrombocyte
http://purl.obolibrary.org/obo/ZP_0021827	3,3',5-triiodo-L-thyronine blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0021826	3,3',5-triiodo-L-thyronine female organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	http://purl.obolibrary.org/obo/ZFA_0000303	female organism
http://purl.obolibrary.org/obo/ZP_0100194	5-HETE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_60943	5-HETE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0100192	5-oxo-ETE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_52449	5-oxo-ETE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0131018	6-phospho-D-gluconate head increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16863	6-phospho-D-gluconate	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0100195	9-HODE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_72651	9-HODE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0106030	ADP whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16761	ADP	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0101033	ATP brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_15422	ATP	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0019555	Collagen Meckel's cartilage increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage
http://purl.obolibrary.org/obo/ZP_0019567	Collagen ceratohyal cartilage increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0131026	Collagen muscle increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0005145	muscle
http://purl.obolibrary.org/obo/ZP_0022982	Collagen regenerating tissue increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0005147	regenerating tissue
http://purl.obolibrary.org/obo/ZP_0101253	Collagen trabecular layer increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0005059	trabecular layer
http://purl.obolibrary.org/obo/ZP_0100190	F4-Neuroprostane (4-series) brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_34751	F4-Neuroprostane (4-series)	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0106792	Fibrin regenerating tissue increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_5054	Fibrin	http://purl.obolibrary.org/obo/ZFA_0005147	regenerating tissue
http://purl.obolibrary.org/obo/ZP_0102702	L-saccharopine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16927	L-saccharopine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0021290	Melanin whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_89634	Melanin	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0101034	adenosine 5'-monophosphate brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16027	adenosine 5'-monophosphate	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0102704	allysine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_17027	allysine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0106141	alpha-D-galactose 1-phosphate whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_17973	alpha-D-galactose 1-phosphate	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0104494	alpha-tocopherol liver increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_22470	alpha-tocopherol	http://purl.obolibrary.org/obo/ZFA_0000123	liver
http://purl.obolibrary.org/obo/ZP_0100261	amyloid-beta polypeptide 42 brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_64647	amyloid-beta polypeptide 42	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0102703	beta-alanine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16958	beta-alanine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0100063	calcium carbonate caudal fin increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3311	calcium carbonate	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin
http://purl.obolibrary.org/obo/ZP_0101082	calcium cation scale increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_39123	calcium cation	http://purl.obolibrary.org/obo/ZFA_0000277	scale
http://purl.obolibrary.org/obo/ZP_0101815	calcium(2+) blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_29108	calcium(2+)	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0101098	calcium(2+) cell increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_29108	calcium(2+)	http://purl.obolibrary.org/obo/ZFA_0009000	cell
