defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0018027	DEL decreased rate cell migration, abnormal	http://purl.obolibrary.org/obo/GO_0016477	cell migration	http://purl.obolibrary.org/obo/ZFA_0000711	DEL
http://purl.obolibrary.org/obo/ZP_0019523	Kupffer's vesicle decreased rate cilium movement, abnormal	http://purl.obolibrary.org/obo/GO_0003341	cilium movement	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0104656	Kupffer's vesicle decreased rate vacuolar transport, abnormal	http://purl.obolibrary.org/obo/GO_0007034	vacuolar transport	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0018725	Mauthner neuron decreased rate AMPA selective glutamate receptor signaling pathway, abnormal	http://purl.obolibrary.org/obo/GO_0098990	AMPA selective glutamate receptor signaling pathway	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron
http://purl.obolibrary.org/obo/ZP_0102751	blood island decreased rate hematopoietic stem cell proliferation, abnormal	http://purl.obolibrary.org/obo/GO_0071425	hematopoietic stem cell proliferation	http://purl.obolibrary.org/obo/ZFA_0000094	blood island
http://purl.obolibrary.org/obo/ZP_0131091	brain decreased rate apoptotic process, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0019408	cardiac ventricle decreased rate cardiac muscle tissue growth, abnormal	http://purl.obolibrary.org/obo/GO_0055017	cardiac muscle tissue growth	http://purl.obolibrary.org/obo/ZFA_0000009	cardiac ventricle
http://purl.obolibrary.org/obo/ZP_0105846	caudal fin decreased rate fin regeneration, abnormal	http://purl.obolibrary.org/obo/GO_0031101	fin regeneration	http://purl.obolibrary.org/obo/ZFA_0001058	caudal fin
http://purl.obolibrary.org/obo/ZP_0106270	central artery decreased rate blood vessel endothelial cell migration, abnormal	http://purl.obolibrary.org/obo/GO_0043534	blood vessel endothelial cell migration	http://purl.obolibrary.org/obo/ZFA_0005020	central artery
http://purl.obolibrary.org/obo/ZP_0021017	endothelial tip cell decreased rate blood vessel endothelial cell migration, abnormal	http://purl.obolibrary.org/obo/GO_0043534	blood vessel endothelial cell migration	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell
http://purl.obolibrary.org/obo/ZP_0103184	endothelial tip cell decreased rate cell migration involved in sprouting angiogenesis, abnormal	http://purl.obolibrary.org/obo/GO_0002042	cell migration involved in sprouting angiogenesis	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell
http://purl.obolibrary.org/obo/ZP_0015471	endothelial tip cell decreased rate cell population proliferation, abnormal	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/ZFA_0009303	endothelial tip cell
http://purl.obolibrary.org/obo/ZP_0011540	enteric nervous system decreased rate neuron migration, abnormal	http://purl.obolibrary.org/obo/GO_0001764	neuron migration	http://purl.obolibrary.org/obo/ZFA_0001155	enteric nervous system
http://purl.obolibrary.org/obo/ZP_0102665	epidermis decreased rate mitotic cell cycle, abnormal	http://purl.obolibrary.org/obo/GO_0000278	mitotic cell cycle	http://purl.obolibrary.org/obo/ZFA_0000105	epidermis
