anatomical_entity	orientation	defined_class
http://purl.obolibrary.org/obo/UBERON_0003252	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031320
http://purl.obolibrary.org/obo/UBERON_0035133	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031321
http://purl.obolibrary.org/obo/UBERON_0001438	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031341
http://purl.obolibrary.org/obo/UBERON_0001437	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031298
http://purl.obolibrary.org/obo/UBERON_0001438	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031299
http://purl.obolibrary.org/obo/UBERON_0006865	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031303
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0001468	http://purl.obolibrary.org/obo/UPHENO_0031363
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0002164	http://purl.obolibrary.org/obo/UPHENO_0031740
http://purl.obolibrary.org/obo/UBERON_0001062	http://purl.obolibrary.org/obo/PATO_0045013	http://purl.obolibrary.org/obo/UPHENO_0084201
http://purl.obolibrary.org/obo/UBERON_0015001	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031089
http://purl.obolibrary.org/obo/UBERON_0015003	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031091
http://purl.obolibrary.org/obo/UBERON_0011216	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031092
http://purl.obolibrary.org/obo/UBERON_0003607	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031094
http://purl.obolibrary.org/obo/UBERON_0003608	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031095
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0001649	http://purl.obolibrary.org/obo/UPHENO_0031096
http://purl.obolibrary.org/obo/UBERON_0004251	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031097
http://purl.obolibrary.org/obo/UBERON_0003606	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031098
http://purl.obolibrary.org/obo/UBERON_0004250	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031099
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031100
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031101
http://purl.obolibrary.org/obo/UBERON_0004765	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031102
http://purl.obolibrary.org/obo/UBERON_0002513	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031104
http://purl.obolibrary.org/obo/UBERON_0000064	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031106
http://purl.obolibrary.org/obo/UBERON_0000064	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031107
http://purl.obolibrary.org/obo/UBERON_0010509	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031108
http://purl.obolibrary.org/obo/UBERON_0000062	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031109
http://purl.obolibrary.org/obo/UBERON_0010509	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031110
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031111
http://purl.obolibrary.org/obo/UBERON_0010363	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031112
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031113
http://purl.obolibrary.org/obo/UBERON_0004375	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031114
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0001649	http://purl.obolibrary.org/obo/UPHENO_0031116
http://purl.obolibrary.org/obo/UBERON_0010742	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031117
http://purl.obolibrary.org/obo/UBERON_0013703	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031118
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031119
http://purl.obolibrary.org/obo/UBERON_0010363	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031120
http://purl.obolibrary.org/obo/UBERON_0015019	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031121
http://purl.obolibrary.org/obo/UBERON_0000062	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031122
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031123
http://purl.obolibrary.org/obo/UBERON_0010314	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031124
http://purl.obolibrary.org/obo/UBERON_0010313	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031125
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0001789	http://purl.obolibrary.org/obo/UPHENO_0031126
http://purl.obolibrary.org/obo/UBERON_0004765	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031127
http://purl.obolibrary.org/obo/UBERON_0004529	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031128
http://purl.obolibrary.org/obo/UBERON_0015021	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031131
http://purl.obolibrary.org/obo/UBERON_0015022	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031133
http://purl.obolibrary.org/obo/UBERON_0000064	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031134
http://purl.obolibrary.org/obo/UBERON_0003102	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0031136
http://purl.obolibrary.org/obo/UBERON_0015004	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031141
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031142
http://purl.obolibrary.org/obo/UBERON_0015022	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031143
http://purl.obolibrary.org/obo/UBERON_0004121	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0031144
http://purl.obolibrary.org/obo/UBERON_0005881	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031145
http://purl.obolibrary.org/obo/UBERON_0003461	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031146
http://purl.obolibrary.org/obo/UBERON_0003460	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031147
http://purl.obolibrary.org/obo/UBERON_0015021	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031148
http://purl.obolibrary.org/obo/UBERON_0002513	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031150
http://purl.obolibrary.org/obo/UBERON_0005893	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031153
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0001789	http://purl.obolibrary.org/obo/UPHENO_0031155
http://purl.obolibrary.org/obo/UBERON_0015052	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031156
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031157
http://purl.obolibrary.org/obo/UBERON_0015053	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031158
http://purl.obolibrary.org/obo/UBERON_0003102	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031159
http://purl.obolibrary.org/obo/UBERON_0000075	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031160
http://purl.obolibrary.org/obo/UBERON_0003464	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031161
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0001789	http://purl.obolibrary.org/obo/UPHENO_0031163
http://purl.obolibrary.org/obo/UBERON_0000475	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031166
http://purl.obolibrary.org/obo/UBERON_0000062	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031167
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031168
http://purl.obolibrary.org/obo/UBERON_0015052	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031171
http://purl.obolibrary.org/obo/UBERON_0004529	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031172
http://purl.obolibrary.org/obo/UBERON_0015053	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031173
http://purl.obolibrary.org/obo/UBERON_0011216	http://purl.obolibrary.org/obo/PATO_0001789	http://purl.obolibrary.org/obo/UPHENO_0031174
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031175
http://purl.obolibrary.org/obo/UBERON_0000475	http://purl.obolibrary.org/obo/PATO_0002031	http://purl.obolibrary.org/obo/UPHENO_0031176
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031178
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0031179
http://purl.obolibrary.org/obo/UBERON_0004529	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031180
http://purl.obolibrary.org/obo/UBERON_0001037	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031182
http://purl.obolibrary.org/obo/UBERON_0004375	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031183
http://purl.obolibrary.org/obo/UBERON_0013703	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031184
http://purl.obolibrary.org/obo/UBERON_0004250	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031185
http://purl.obolibrary.org/obo/UBERON_0004251	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031186
http://purl.obolibrary.org/obo/UBERON_0005893	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031187
http://purl.obolibrary.org/obo/UBERON_0013703	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031189
http://purl.obolibrary.org/obo/UBERON_0010314	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031190
http://purl.obolibrary.org/obo/UBERON_0010314	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031191
http://purl.obolibrary.org/obo/UBERON_0010740	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031192
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0031194
http://purl.obolibrary.org/obo/UBERON_0010741	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031196
http://purl.obolibrary.org/obo/UBERON_0016447	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031198
http://purl.obolibrary.org/obo/UBERON_0006003	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031200
http://purl.obolibrary.org/obo/UBERON_0006003	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031201
http://purl.obolibrary.org/obo/UBERON_0000021	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031202
http://purl.obolibrary.org/obo/UBERON_0000021	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031203
http://purl.obolibrary.org/obo/UBERON_0003826	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031204
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0031206
http://purl.obolibrary.org/obo/UBERON_0005881	http://purl.obolibrary.org/obo/PATO_0001649	http://purl.obolibrary.org/obo/UPHENO_0031207
http://purl.obolibrary.org/obo/UBERON_0015061	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031212
http://purl.obolibrary.org/obo/UBERON_0034768	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031213
http://purl.obolibrary.org/obo/UBERON_0002428	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031214
http://purl.obolibrary.org/obo/UBERON_0003464	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031215
http://purl.obolibrary.org/obo/UBERON_0002495	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031216
http://purl.obolibrary.org/obo/UBERON_0003461	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031217
http://purl.obolibrary.org/obo/UBERON_0002513	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031218
http://purl.obolibrary.org/obo/UBERON_0003460	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031219
http://purl.obolibrary.org/obo/UBERON_0001474	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031220
http://purl.obolibrary.org/obo/UBERON_0000021	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031221
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0002031	http://purl.obolibrary.org/obo/UPHENO_0031222
http://purl.obolibrary.org/obo/UBERON_0006003	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031223
http://purl.obolibrary.org/obo/UBERON_0000475	http://purl.obolibrary.org/obo/PATO_0001649	http://purl.obolibrary.org/obo/UPHENO_0031224
http://purl.obolibrary.org/obo/UBERON_0034768	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031225
http://purl.obolibrary.org/obo/UBERON_0010314	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0031226
http://purl.obolibrary.org/obo/UBERON_0010313	http://purl.obolibrary.org/obo/PATO_0001848	http://purl.obolibrary.org/obo/UPHENO_0031227
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031228
http://purl.obolibrary.org/obo/UBERON_0010363	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031229
http://purl.obolibrary.org/obo/UBERON_0003826	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031230
http://purl.obolibrary.org/obo/UBERON_0015061	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031231
http://purl.obolibrary.org/obo/UBERON_0015013	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031232
http://purl.obolibrary.org/obo/UBERON_0008962	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031233
http://purl.obolibrary.org/obo/UBERON_0015019	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031234
http://purl.obolibrary.org/obo/UBERON_0010742	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031235
http://purl.obolibrary.org/obo/UBERON_0000465	http://purl.obolibrary.org/obo/PATO_0002031	http://purl.obolibrary.org/obo/UPHENO_0031236
http://purl.obolibrary.org/obo/UBERON_0004121	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031237
http://purl.obolibrary.org/obo/UBERON_0008202	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031239
http://purl.obolibrary.org/obo/UBERON_0003608	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031240
http://purl.obolibrary.org/obo/UBERON_0004120	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031241
http://purl.obolibrary.org/obo/UBERON_0003607	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031242
http://purl.obolibrary.org/obo/UBERON_0004121	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031243
http://purl.obolibrary.org/obo/UBERON_0003606	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031244
http://purl.obolibrary.org/obo/UBERON_0001474	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031246
http://purl.obolibrary.org/obo/UBERON_0010741	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031247
http://purl.obolibrary.org/obo/UBERON_0010740	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031248
http://purl.obolibrary.org/obo/UBERON_0016447	http://purl.obolibrary.org/obo/PATO_0001593	http://purl.obolibrary.org/obo/UPHENO_0031249
http://purl.obolibrary.org/obo/UBERON_0016447	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031250
http://purl.obolibrary.org/obo/UBERON_0008202	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031251
http://purl.obolibrary.org/obo/UBERON_0015013	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031252
http://purl.obolibrary.org/obo/UBERON_0004121	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031254
http://purl.obolibrary.org/obo/UBERON_0002428	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031255
http://purl.obolibrary.org/obo/UBERON_0004120	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031256
http://purl.obolibrary.org/obo/UBERON_0015003	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031257
http://purl.obolibrary.org/obo/UBERON_0015004	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031258
http://purl.obolibrary.org/obo/UBERON_0015001	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031259
http://purl.obolibrary.org/obo/UBERON_0001474	http://purl.obolibrary.org/obo/PATO_0001592	http://purl.obolibrary.org/obo/UPHENO_0031260
http://purl.obolibrary.org/obo/UBERON_0010000	http://purl.obolibrary.org/obo/PATO_0001649	http://purl.obolibrary.org/obo/UPHENO_0031261
http://purl.obolibrary.org/obo/UBERON_0034768	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031262
http://purl.obolibrary.org/obo/UBERON_0000061	http://purl.obolibrary.org/obo/PATO_0002031	http://purl.obolibrary.org/obo/UPHENO_0031264
http://purl.obolibrary.org/obo/UBERON_0002495	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031266
http://purl.obolibrary.org/obo/UBERON_0010509	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031267
http://purl.obolibrary.org/obo/UBERON_0004765	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031271
http://purl.obolibrary.org/obo/UBERON_0000075	http://purl.obolibrary.org/obo/PATO_0001789	http://purl.obolibrary.org/obo/UPHENO_0031274
http://purl.obolibrary.org/obo/UBERON_0002471	http://purl.obolibrary.org/obo/PATO_0000406	http://purl.obolibrary.org/obo/UPHENO_0031276
http://purl.obolibrary.org/obo/UBERON_0010538	http://purl.obolibrary.org/obo/PATO_0001649	http://purl.obolibrary.org/obo/UPHENO_0031277
http://purl.obolibrary.org/obo/UBERON_0002616	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031278
http://purl.obolibrary.org/obo/UBERON_0002495	http://purl.obolibrary.org/obo/PATO_0002154	http://purl.obolibrary.org/obo/UPHENO_0031279
http://purl.obolibrary.org/obo/UBERON_0004120	http://purl.obolibrary.org/obo/PATO_0001785	http://purl.obolibrary.org/obo/UPHENO_0031282
