molecular_function	defined_class
http://purl.obolibrary.org/obo/GO_0008086	http://purl.obolibrary.org/obo/UPHENO_0031758
http://purl.obolibrary.org/obo/GO_0005096	http://purl.obolibrary.org/obo/UPHENO_0088615
http://purl.obolibrary.org/obo/GO_0016905	http://purl.obolibrary.org/obo/UPHENO_0088616
http://purl.obolibrary.org/obo/GO_0008289	http://purl.obolibrary.org/obo/UPHENO_0083003
http://purl.obolibrary.org/obo/GO_0045499	http://purl.obolibrary.org/obo/UPHENO_0083004
http://purl.obolibrary.org/obo/GO_0031545	http://purl.obolibrary.org/obo/UPHENO_0088617
http://purl.obolibrary.org/obo/GO_0005515	http://purl.obolibrary.org/obo/UPHENO_0080029
http://purl.obolibrary.org/obo/GO_0004725	http://purl.obolibrary.org/obo/UPHENO_0088618
http://purl.obolibrary.org/obo/GO_0030551	http://purl.obolibrary.org/obo/UPHENO_0083002
http://purl.obolibrary.org/obo/GO_0036094	http://purl.obolibrary.org/obo/UPHENO_0083006
http://purl.obolibrary.org/obo/GO_0030695	http://purl.obolibrary.org/obo/UPHENO_0088619
http://purl.obolibrary.org/obo/GO_0042800	http://purl.obolibrary.org/obo/UPHENO_0088620
http://purl.obolibrary.org/obo/GO_0004096	http://purl.obolibrary.org/obo/UPHENO_0031745
http://purl.obolibrary.org/obo/GO_0010854	http://purl.obolibrary.org/obo/UPHENO_0088621
http://purl.obolibrary.org/obo/GO_0004672	http://purl.obolibrary.org/obo/UPHENO_0088622
http://purl.obolibrary.org/obo/GO_0046974	http://purl.obolibrary.org/obo/UPHENO_0088623
http://purl.obolibrary.org/obo/GO_0010856	http://purl.obolibrary.org/obo/UPHENO_0088624
http://purl.obolibrary.org/obo/GO_0005542	http://purl.obolibrary.org/obo/UPHENO_0083005
http://purl.obolibrary.org/obo/GO_0005102	http://purl.obolibrary.org/obo/UPHENO_0088625
http://purl.obolibrary.org/obo/GO_0004671	http://purl.obolibrary.org/obo/UPHENO_0088626
http://purl.obolibrary.org/obo/GO_0030247	http://purl.obolibrary.org/obo/UPHENO_0083007
http://purl.obolibrary.org/obo/GO_0005488	http://purl.obolibrary.org/obo/UPHENO_0083008
http://purl.obolibrary.org/obo/GO_0030248	http://purl.obolibrary.org/obo/UPHENO_0083009
http://purl.obolibrary.org/obo/GO_0004713	http://purl.obolibrary.org/obo/UPHENO_0088627
http://purl.obolibrary.org/obo/GO_0098772	http://purl.obolibrary.org/obo/UPHENO_0088628
http://purl.obolibrary.org/obo/GO_0003886	http://purl.obolibrary.org/obo/UPHENO_0088629
http://purl.obolibrary.org/obo/GO_0016791	http://purl.obolibrary.org/obo/UPHENO_0088630
http://purl.obolibrary.org/obo/GO_0031151	http://purl.obolibrary.org/obo/UPHENO_0088631
http://purl.obolibrary.org/obo/GO_0019887	http://purl.obolibrary.org/obo/UPHENO_0088632
http://purl.obolibrary.org/obo/GO_0044877	http://purl.obolibrary.org/obo/UPHENO_0080364
http://purl.obolibrary.org/obo/GO_0030246	http://purl.obolibrary.org/obo/UPHENO_0080365
http://purl.obolibrary.org/obo/GO_0003723	http://purl.obolibrary.org/obo/UPHENO_0080367
http://purl.obolibrary.org/obo/GO_0003677	http://purl.obolibrary.org/obo/UPHENO_0080368
http://purl.obolibrary.org/obo/GO_0016798	http://purl.obolibrary.org/obo/UPHENO_0086378
http://purl.obolibrary.org/obo/GO_0004576	http://purl.obolibrary.org/obo/UPHENO_0086379
http://purl.obolibrary.org/obo/GO_0004784	http://purl.obolibrary.org/obo/UPHENO_0031749
http://purl.obolibrary.org/obo/GO_0003978	http://purl.obolibrary.org/obo/UPHENO_0080023
