defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/XPO_0141877	abnormal 2-deoxyribose 1-phosphate metabolic process	http://purl.obolibrary.org/obo/GO_0046384	2-deoxyribose 1-phosphate metabolic process
http://purl.obolibrary.org/obo/XPO_0141793	abnormal ATP metabolic process	http://purl.obolibrary.org/obo/GO_0046034	ATP metabolic process
http://purl.obolibrary.org/obo/XPO_0131700	abnormal BMP signaling pathway	http://purl.obolibrary.org/obo/GO_0030509	BMP signaling pathway
http://purl.obolibrary.org/obo/XPO_0141902	abnormal D-methionine transport	http://purl.obolibrary.org/obo/GO_0048473	D-methionine transmembrane transport
http://purl.obolibrary.org/obo/XPO_0141910	abnormal D-ribose metabolic process	http://purl.obolibrary.org/obo/GO_0006014	D-ribose metabolic process
http://purl.obolibrary.org/obo/XPO_0141912	abnormal D-serine metabolic process	http://purl.obolibrary.org/obo/GO_0070178	D-serine metabolic process
http://purl.obolibrary.org/obo/XPO_0131718	abnormal JNK cascade	http://purl.obolibrary.org/obo/GO_0007254	JNK cascade
http://purl.obolibrary.org/obo/XPO_0141913	abnormal L-serine metabolic process	http://purl.obolibrary.org/obo/GO_0006563	L-serine metabolic process
http://purl.obolibrary.org/obo/XPO_0141780	abnormal NAD metabolic process	http://purl.obolibrary.org/obo/GO_0019674	NAD metabolic process
http://purl.obolibrary.org/obo/XPO_0141773	abnormal NADH metabolic process	http://purl.obolibrary.org/obo/GO_0006734	NADH metabolic process
http://purl.obolibrary.org/obo/XPO_0141774	abnormal NADP metabolic process	http://purl.obolibrary.org/obo/GO_0006739	NADP metabolic process
http://purl.obolibrary.org/obo/XPO_0131738	abnormal Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0016055	Wnt signaling pathway
http://purl.obolibrary.org/obo/XPO_0131726	abnormal Wnt signaling pathway, planar cell polarity pathway	http://purl.obolibrary.org/obo/GO_0060071	Wnt signaling pathway, planar cell polarity pathway
http://purl.obolibrary.org/obo/XPO_0131719	abnormal activation of meiosis	http://purl.obolibrary.org/obo/GO_0090427	activation of meiosis
http://purl.obolibrary.org/obo/XPO_0141865	abnormal adenine metabolic process	http://purl.obolibrary.org/obo/GO_0046083	adenine metabolic process
http://purl.obolibrary.org/obo/XPO_0141843	abnormal alanine metabolic process	http://purl.obolibrary.org/obo/GO_0006522	alanine metabolic process
http://purl.obolibrary.org/obo/XPO_0141869	abnormal alpha-amino acid metabolic process	http://purl.obolibrary.org/obo/GO_1901605	alpha-amino acid metabolic process
http://purl.obolibrary.org/obo/XPO_0141845	abnormal alpha-linolenic acid metabolic process	http://purl.obolibrary.org/obo/GO_0036109	alpha-linolenic acid metabolic process
http://purl.obolibrary.org/obo/XPO_0141735	abnormal amino acid homeostasis	http://purl.obolibrary.org/obo/GO_0080144	intracellular amino acid homeostasis
http://purl.obolibrary.org/obo/XPO_0141736	abnormal anatomical structure homeostasis	http://purl.obolibrary.org/obo/GO_0060249	anatomical structure homeostasis
http://purl.obolibrary.org/obo/XPO_0103447	abnormal anterior/posterior axis specification	http://purl.obolibrary.org/obo/GO_0009948	anterior/posterior axis specification
http://purl.obolibrary.org/obo/XPO_0131744	abnormal apical constriction	http://purl.obolibrary.org/obo/GO_0003383	apical constriction
http://purl.obolibrary.org/obo/XPO_0131698	abnormal apical constriction involved in gastrulation	http://purl.obolibrary.org/obo/GO_0003384	apical constriction involved in gastrulation
http://purl.obolibrary.org/obo/XPO_0141867	abnormal arachidonic acid metabolic process	http://purl.obolibrary.org/obo/GO_0019369	arachidonate metabolic process
http://purl.obolibrary.org/obo/XPO_0141847	abnormal arginine metabolic process	http://purl.obolibrary.org/obo/GO_0006525	arginine metabolic process
http://purl.obolibrary.org/obo/XPO_0141868	abnormal asparagine metabolic process	http://purl.obolibrary.org/obo/GO_0006528	asparagine metabolic process
http://purl.obolibrary.org/obo/XPO_0131745	abnormal axis elongation	http://purl.obolibrary.org/obo/GO_0003401	axis elongation
http://purl.obolibrary.org/obo/XPO_0116433	abnormal axis specification	http://purl.obolibrary.org/obo/GO_0009798	axis specification
http://purl.obolibrary.org/obo/XPO_0131699	abnormal axon extension involved in axon guidance	http://purl.obolibrary.org/obo/GO_0048846	axon extension involved in axon guidance
http://purl.obolibrary.org/obo/XPO_0131742	abnormal axon extension involved in regeneration	http://purl.obolibrary.org/obo/GO_0048677	axon extension involved in regeneration
http://purl.obolibrary.org/obo/XPO_0116429	abnormal behavior	http://purl.obolibrary.org/obo/GO_0007610	behavior
http://purl.obolibrary.org/obo/XPO_0131401	abnormal behavioral response to pain	http://purl.obolibrary.org/obo/GO_0048266	behavioral response to pain
http://purl.obolibrary.org/obo/XPO_0116434	abnormal biological process	http://purl.obolibrary.org/obo/GO_0008150	biological process
http://purl.obolibrary.org/obo/XPO_0116434	abnormal biological process	http://purl.obolibrary.org/obo/GO_0008150	biological_process
http://purl.obolibrary.org/obo/XPO_0141778	abnormal biosynthetic process	http://purl.obolibrary.org/obo/GO_0009058	biosynthetic process
http://purl.obolibrary.org/obo/XPO_0141871	abnormal cadaverine transport	http://purl.obolibrary.org/obo/GO_0015839	cadaverine transport
http://purl.obolibrary.org/obo/XPO_0131701	abnormal calcium ion transport	http://purl.obolibrary.org/obo/GO_0006816	calcium ion transport
http://purl.obolibrary.org/obo/XPO_0131702	abnormal canonical Wnt signaling pathway	http://purl.obolibrary.org/obo/GO_0060070	canonical Wnt signaling pathway
http://purl.obolibrary.org/obo/XPO_0141737	abnormal carbohydrate homeostasis	http://purl.obolibrary.org/obo/GO_0033500	carbohydrate homeostasis
http://purl.obolibrary.org/obo/XPO_0141777	abnormal catabolic process	http://purl.obolibrary.org/obo/GO_0009056	catabolic process
http://purl.obolibrary.org/obo/XPO_0133340	abnormal cell adhesion	http://purl.obolibrary.org/obo/GO_0007155	cell adhesion
http://purl.obolibrary.org/obo/XPO_0131703	abnormal cell division	http://purl.obolibrary.org/obo/GO_0051301	cell division
http://purl.obolibrary.org/obo/XPO_0131704	abnormal cell migration	http://purl.obolibrary.org/obo/GO_0016477	cell migration
http://purl.obolibrary.org/obo/XPO_0141739	abnormal cell redox homeostasis	http://purl.obolibrary.org/obo/GO_0045454	cell redox homeostasis
http://purl.obolibrary.org/obo/XPO_0141740	abnormal cell volume homeostasis	http://purl.obolibrary.org/obo/GO_0006884	cell volume homeostasis
http://purl.obolibrary.org/obo/XPO_0141741	abnormal cellular chemical homeostasis	http://purl.obolibrary.org/obo/GO_0055082	intracellular chemical homeostasis
http://purl.obolibrary.org/obo/XPO_0141742	abnormal cellular homeostasis	http://purl.obolibrary.org/obo/GO_0019725	cellular homeostasis
http://purl.obolibrary.org/obo/XPO_0141790	abnormal cellular metabolic process	http://purl.obolibrary.org/obo/GO_0044237	cellular metabolic process
http://purl.obolibrary.org/obo/XPO_0141790	abnormal cellular metabolic process	http://purl.obolibrary.org/obo/GO_0044237	obsolete cellular metabolic process
http://purl.obolibrary.org/obo/XPO_0141744	abnormal chemical homeostasis	http://purl.obolibrary.org/obo/GO_0048878	chemical homeostasis
http://purl.obolibrary.org/obo/XPO_0131705	abnormal chemotaxis	http://purl.obolibrary.org/obo/GO_0006935	chemotaxis
http://purl.obolibrary.org/obo/XPO_0141872	abnormal cholesterol metabolic process	http://purl.obolibrary.org/obo/GO_0008203	cholesterol metabolic process
http://purl.obolibrary.org/obo/XPO_0131706	abnormal ciliary basal body organization	http://purl.obolibrary.org/obo/GO_0032053	ciliary basal body organization
http://purl.obolibrary.org/obo/XPO_0131707	abnormal cilium assembly	http://purl.obolibrary.org/obo/GO_0060271	cilium assembly
