defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0148322	(15Z)-tetracosenoic acid whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_44247	(15Z)-tetracosenoic acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0107277	(20R)-17,20-dihydroxypregn-4-en-3-one testis increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_36723	(20R)-17,20-dihydroxypregn-4-en-3-one	http://purl.obolibrary.org/obo/ZFA_0000598	testis
http://purl.obolibrary.org/obo/ZP_0140111	(3,4-dihydroxyphenyl)acetic acid brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_41941	(3,4-dihydroxyphenyl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0020712	(5-hydroxyindol-3-yl)acetic acid brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_27823	(5-hydroxyindol-3-yl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0140709	(5-hydroxyindol-3-yl)acetic acid diencephalon increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_27823	(5-hydroxyindol-3-yl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0000101	diencephalon
http://purl.obolibrary.org/obo/ZP_0149743	(5-hydroxyindol-3-yl)acetic acid whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_27823	(5-hydroxyindol-3-yl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0146659	(R)-2-hydroxyglutarate(2-) whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_15801	(R)-2-hydroxyglutarate(2-)	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0107034	(R)-lactate blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16004	(R)-lactate	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0142363	1,2-di[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_83778	1,2-di[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0142364	1-palmitoyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_83785	1-palmitoyl-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-sn-glycero-3-phosphate	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0106336	1-piperideine-6-carboxylate whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16987	1-piperideine-6-carboxylate	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0102710	1-piperideine-6-carboxylic acid whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_49015	1-piperideine-6-carboxylic acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0146175	10-formyltetrahydrofolic acid whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_15637	10-formyltetrahydrofolic acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0144343	11,12-Epoxyeicosatrienoic acid trunk musculature increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_171868	11,12-Epoxyeicosatrienoic acid	http://purl.obolibrary.org/obo/ZFA_0000473	trunk musculature
http://purl.obolibrary.org/obo/ZP_0103083	11-oxotestosterone male organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_34133	11-oxotestosterone	http://purl.obolibrary.org/obo/ZFA_0000242	male organism
http://purl.obolibrary.org/obo/ZP_0103438	11-oxotestosterone whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_34133	11-oxotestosterone	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0100189	12-HETE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_19138	12-HETE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0021822	17beta-estradiol blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16469	17beta-estradiol	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0144266	17beta-estradiol ovary increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16469	17beta-estradiol	http://purl.obolibrary.org/obo/ZFA_0000403	ovary
http://purl.obolibrary.org/obo/ZP_0100857	1H-indol-3-amine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_28626	1H-indol-3-amine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0147263	2-methylcitrate(3-) whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_15598	2-methylcitrate(3-)	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0143254	2-methylcitric acid whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_30835	2-methylcitric acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0103131	21-deoxycortisol whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_28697	21-deoxycortisol	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0142013	3',5'-cyclic AMP blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_17489	3',5'-cyclic AMP	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0142667	3',5'-cyclic AMP ovary increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_17489	3',5'-cyclic AMP	http://purl.obolibrary.org/obo/ZFA_0000403	ovary
http://purl.obolibrary.org/obo/ZP_0106513	3',5'-cyclic AMP thrombocyte increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_17489	3',5'-cyclic AMP	http://purl.obolibrary.org/obo/ZFA_0009323	thrombocyte
http://purl.obolibrary.org/obo/ZP_0145699	3',5'-cyclic GMP whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16356	3',5'-cyclic GMP	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0021827	3,3',5-triiodo-L-thyronine blood plasma increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	http://purl.obolibrary.org/obo/ZFA_0005654	blood plasma
http://purl.obolibrary.org/obo/ZP_0021826	3,3',5-triiodo-L-thyronine female organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_18258	3,3',5-triiodo-L-thyronine	http://purl.obolibrary.org/obo/ZFA_0000303	female organism
http://purl.obolibrary.org/obo/ZP_0144456	3-aminoisobutyric acid whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_27389	3-aminoisobutyric acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0131272	3-dehydrosphinganine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_17862	3-dehydrosphinganine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0145865	4-hydroxynon-2-enal brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_32585	4-hydroxynon-2-enal	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0145866	4-hydroxynon-2-enal post-vent region increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_32585	4-hydroxynon-2-enal	http://purl.obolibrary.org/obo/ZFA_0001117	post-vent region
http://purl.obolibrary.org/obo/ZP_0144575	4-hydroxynon-2-enal whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_32585	4-hydroxynon-2-enal	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0100194	5-HETE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_60943	5-HETE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0149139	5-methylcytosine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_27551	5-methylcytosine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0100192	5-oxo-ETE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_52449	5-oxo-ETE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0131018	6-phospho-D-gluconate head increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16863	6-phospho-D-gluconate	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0140155	8-hydroxy-2'-deoxyguanosine heart increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_40304	8-hydroxy-2'-deoxyguanosine	http://purl.obolibrary.org/obo/ZFA_0000114	heart
http://purl.obolibrary.org/obo/ZP_0139859	8-hydroxy-2'-deoxyguanosine liver increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_40304	8-hydroxy-2'-deoxyguanosine	http://purl.obolibrary.org/obo/ZFA_0000123	liver
http://purl.obolibrary.org/obo/ZP_0100195	9-HODE brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_72651	9-HODE	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0106030	ADP whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16761	ADP	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0101033	ATP brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_15422	ATP	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0137410	ATP whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_15422	ATP	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0141255	C9-acylcarnitine whole organism increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_86493	C9-acylcarnitine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0143174	CDP-ribitol gonad increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16022	CDP-ribitol	http://purl.obolibrary.org/obo/ZFA_0000413	gonad
http://purl.obolibrary.org/obo/ZP_0144620	Cer(d34:1) brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_137569	Cer(d34:1)	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0144621	Cer(d37:1) brain increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_142379	Cer(d37:1)	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0144622	Cer(d40:2) liver increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_155814	Cer(d40:2)	http://purl.obolibrary.org/obo/ZFA_0000123	liver
http://purl.obolibrary.org/obo/ZP_0144623	Cer(d40:2) spleen increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_155814	Cer(d40:2)	http://purl.obolibrary.org/obo/ZFA_0000436	spleen
http://purl.obolibrary.org/obo/ZP_0019555	Collagen Meckel's cartilage increased amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage
