defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0140110	(3,4-dihydroxyphenyl)acetic acid brain amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_41941	(3,4-dihydroxyphenyl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0021628	(3,4-dihydroxyphenyl)acetic acid whole organism amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_41941	(3,4-dihydroxyphenyl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0021627	(5-hydroxyindol-3-yl)acetic acid whole organism amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_27823	(5-hydroxyindol-3-yl)acetic acid	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0101499	(R)-adrenaline head amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_28918	(R)-adrenaline	http://purl.obolibrary.org/obo/ZFA_0001114	head
http://purl.obolibrary.org/obo/ZP_0102031	(S)-S-adenosyl-L-methionine whole organism amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_33442	(S)-S-adenosyl-L-methionine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0142823	17beta-estradiol whole organism amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_16469	17beta-estradiol	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0137900	8-hydroxy-2'-deoxyguanosine whole organism amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_40304	8-hydroxy-2'-deoxyguanosine	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0022814	Collagen Meckel's cartilage amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage
http://purl.obolibrary.org/obo/ZP_0022815	Collagen ceratohyal cartilage amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_3815	Collagen	http://purl.obolibrary.org/obo/ZFA_0001400	ceratohyal cartilage
http://purl.obolibrary.org/obo/ZP_0103627	Melanin melanocyte amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_89634	Melanin	http://purl.obolibrary.org/obo/ZFA_0009091	melanocyte
http://purl.obolibrary.org/obo/ZP_0021289	Melanin whole organism amount, abnormal	http://purl.obolibrary.org/obo/CHEBI_89634	Melanin	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
