defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0020571	CaP motoneuron decreased process quality action potential, abnormal	http://purl.obolibrary.org/obo/GO_0001508	action potential	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0020743	CaP motoneuron decreased process quality axon extension involved in axon guidance, abnormal	http://purl.obolibrary.org/obo/GO_0048846	axon extension involved in axon guidance	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0009991	CaP motoneuron decreased process quality axon extension, abnormal	http://purl.obolibrary.org/obo/GO_0048675	axon extension	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0143330	CaP motoneuron decreased process quality axon guidance, abnormal	http://purl.obolibrary.org/obo/GO_0007411	axon guidance	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0003825	CaP motoneuron decreased process quality collateral sprouting, abnormal	http://purl.obolibrary.org/obo/GO_0048668	collateral sprouting	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0144580	CaP motoneuron decreased process quality presynapse assembly, abnormal	http://purl.obolibrary.org/obo/GO_0099054	presynapse assembly	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0020570	CaP motoneuron decreased process quality synaptic vesicle exocytosis, abnormal	http://purl.obolibrary.org/obo/GO_0016079	synaptic vesicle exocytosis	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0019458	CoPA decreased process quality anterior/posterior axon guidance, abnormal	http://purl.obolibrary.org/obo/GO_0033564	anterior/posterior axon guidance	http://purl.obolibrary.org/obo/ZFA_0005175	CoPA
http://purl.obolibrary.org/obo/ZP_0019022	CoPA decreased process quality axon extension involved in axon guidance, abnormal	http://purl.obolibrary.org/obo/GO_0048846	axon extension involved in axon guidance	http://purl.obolibrary.org/obo/ZFA_0005175	CoPA
http://purl.obolibrary.org/obo/ZP_0019460	CoPA decreased process quality dorsal spinal cord interneuron anterior axon guidance, abnormal	http://purl.obolibrary.org/obo/GO_0097380	dorsal spinal cord interneuron anterior axon guidance	http://purl.obolibrary.org/obo/ZFA_0005175	CoPA
