defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0143332	CaP motoneuron delayed axon extension involved in axon guidance, abnormal	http://purl.obolibrary.org/obo/GO_0048846	axon extension involved in axon guidance	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0102204	DEL delayed cell migration involved in gastrulation, abnormal	http://purl.obolibrary.org/obo/GO_0042074	cell migration involved in gastrulation	http://purl.obolibrary.org/obo/ZFA_0000711	DEL
http://purl.obolibrary.org/obo/ZP_0014868	DEL delayed epiboly, abnormal	http://purl.obolibrary.org/obo/GO_0090504	epiboly	http://purl.obolibrary.org/obo/ZFA_0000711	DEL
http://purl.obolibrary.org/obo/ZP_0143672	EVL delayed abscission, abnormal	http://purl.obolibrary.org/obo/GO_0009838	abscission	http://purl.obolibrary.org/obo/ZFA_0000086	EVL
http://purl.obolibrary.org/obo/ZP_0014867	EVL delayed epiboly, abnormal	http://purl.obolibrary.org/obo/GO_0090504	epiboly	http://purl.obolibrary.org/obo/ZFA_0000086	EVL
http://purl.obolibrary.org/obo/ZP_0147012	anterior chamber swim bladder delayed swim bladder inflation, abnormal	http://purl.obolibrary.org/obo/GO_0048798	swim bladder inflation	http://purl.obolibrary.org/obo/ZFA_0001277	anterior chamber swim bladder
http://purl.obolibrary.org/obo/ZP_0144147	aortic arch delayed angiogenesis, abnormal	http://purl.obolibrary.org/obo/GO_0001525	angiogenesis	http://purl.obolibrary.org/obo/ZFA_0005004	aortic arch
http://purl.obolibrary.org/obo/ZP_0140919	artery delayed blood coagulation, abnormal	http://purl.obolibrary.org/obo/GO_0007596	blood coagulation	http://purl.obolibrary.org/obo/ZFA_0000005	artery
http://purl.obolibrary.org/obo/ZP_0147608	basihyal cartilage delayed ossification, abnormal	http://purl.obolibrary.org/obo/GO_0001503	ossification	http://purl.obolibrary.org/obo/ZFA_0001510	basihyal cartilage
http://purl.obolibrary.org/obo/ZP_0000775	blastomere delayed RNA localization, abnormal	http://purl.obolibrary.org/obo/GO_0006403	RNA localization	http://purl.obolibrary.org/obo/ZFA_0000093	blastomere
http://purl.obolibrary.org/obo/ZP_0147661	branchiostegal ray delayed anatomical structure development, abnormal	http://purl.obolibrary.org/obo/GO_0048856	anatomical structure development	http://purl.obolibrary.org/obo/ZFA_0000476	branchiostegal ray
http://purl.obolibrary.org/obo/ZP_0146839	branchiostegal ray delayed intramembranous ossification, abnormal	http://purl.obolibrary.org/obo/GO_0001957	intramembranous ossification	http://purl.obolibrary.org/obo/ZFA_0000476	branchiostegal ray
http://purl.obolibrary.org/obo/ZP_0147618	branchiostegal ray delayed ossification, abnormal	http://purl.obolibrary.org/obo/GO_0001503	ossification	http://purl.obolibrary.org/obo/ZFA_0000476	branchiostegal ray
