defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0013264	anterior lateral plate mesoderm rate apoptotic process, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/ZFA_0005041	anterior lateral plate mesoderm
http://purl.obolibrary.org/obo/ZP_0021238	anterior lateral plate mesoderm rate mitotic cell cycle, abnormal	http://purl.obolibrary.org/obo/GO_0000278	mitotic cell cycle	http://purl.obolibrary.org/obo/ZFA_0005041	anterior lateral plate mesoderm
http://purl.obolibrary.org/obo/ZP_0016956	cardiac muscle cell rate apoptotic process, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/ZFA_0009316	cardiac muscle cell
http://purl.obolibrary.org/obo/ZP_0018122	ceratobranchial 5 replacement  tooth rate odontogenesis, abnormal	http://purl.obolibrary.org/obo/GO_0042476	odontogenesis	http://purl.obolibrary.org/obo/ZFA_0005849	ceratobranchial 5 replacement  tooth
http://purl.obolibrary.org/obo/ZP_0102936	digestive system rate apoptotic process, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/ZFA_0000339	digestive system
http://purl.obolibrary.org/obo/ZP_0101093	liver rate fatty acid beta-oxidation, abnormal	http://purl.obolibrary.org/obo/GO_0006635	fatty acid beta-oxidation	http://purl.obolibrary.org/obo/ZFA_0000123	liver
http://purl.obolibrary.org/obo/ZP_0022693	pancreatic B cell rate regeneration, abnormal	http://purl.obolibrary.org/obo/GO_0031099	regeneration	http://purl.obolibrary.org/obo/ZFA_0009102	pancreatic B cell
http://purl.obolibrary.org/obo/ZP_0023048	pharyngeal arch cartilage rate cell population proliferation, abnormal	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/ZFA_0001460	pharyngeal arch cartilage
http://purl.obolibrary.org/obo/ZP_0023047	pharyngeal arch rate cell population proliferation, abnormal	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/ZFA_0001306	pharyngeal arch
http://purl.obolibrary.org/obo/ZP_0106544	posterior lateral line primordium rate posterior lateral line neuromast primordium migration, abnormal	http://purl.obolibrary.org/obo/GO_0048920	posterior lateral line neuromast primordium migration	http://purl.obolibrary.org/obo/ZFA_0001157	posterior lateral line primordium
http://purl.obolibrary.org/obo/ZP_0013837	retina rate cell death, abnormal	http://purl.obolibrary.org/obo/GO_0008219	cell death	http://purl.obolibrary.org/obo/ZFA_0000152	retina
http://purl.obolibrary.org/obo/ZP_0105755	vH ionocyte rate proton transmembrane transport, abnormal	http://purl.obolibrary.org/obo/GO_1902600	proton transmembrane transport	http://purl.obolibrary.org/obo/ZFA_0005327	vH ionocyte
http://purl.obolibrary.org/obo/ZP_0138649	whole organism rate axonogenesis, abnormal	http://purl.obolibrary.org/obo/GO_0007409	axonogenesis	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0022369	whole organism rate growth, abnormal	http://purl.obolibrary.org/obo/GO_0040007	growth	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
