defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/ZP_0107121	ATP metabolic process increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0046034	ATP metabolic process
http://purl.obolibrary.org/obo/ZP_0012722	BMP signaling pathway increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0030509	BMP signaling pathway
http://purl.obolibrary.org/obo/ZP_0019581	DNA damage checkpoint signaling increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0000077	DNA damage checkpoint signaling
http://purl.obolibrary.org/obo/ZP_0144345	DNA replication increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006260	DNA replication
http://purl.obolibrary.org/obo/ZP_0015208	Notch signaling pathway increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0007219	Notch signaling pathway
http://purl.obolibrary.org/obo/ZP_0149181	Notch signaling pathway involved in arterial endothelial cell fate commitment increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0060853	Notch signaling pathway involved in arterial endothelial cell fate commitment
http://purl.obolibrary.org/obo/ZP_0144429	T cell differentiation in thymus increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0033077	T cell differentiation in thymus
http://purl.obolibrary.org/obo/ZP_0015574	Wnt signaling pathway increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0016055	Wnt signaling pathway
http://purl.obolibrary.org/obo/ZP_0145726	acetylcholine biosynthetic process increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0008292	acetylcholine biosynthetic process
http://purl.obolibrary.org/obo/ZP_0018314	activation of NF-kappaB-inducing kinase activity increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0007250	activation of NF-kappaB-inducing kinase activity
http://purl.obolibrary.org/obo/ZP_0100312	adult locomotory behavior increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0008344	adult locomotory behavior
http://purl.obolibrary.org/obo/ZP_0101048	aggressive behavior increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0002118	aggressive behavior
http://purl.obolibrary.org/obo/ZP_0141250	alternative mRNA splicing, via spliceosome increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0000380	alternative mRNA splicing, via spliceosome
http://purl.obolibrary.org/obo/ZP_0016755	angiogenesis increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0001525	angiogenesis
http://purl.obolibrary.org/obo/ZP_0010784	apoptotic process increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process
http://purl.obolibrary.org/obo/ZP_0144346	arachidonic acid metabolic process increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0019369	arachidonate metabolic process
http://purl.obolibrary.org/obo/ZP_0145888	behavioral response to pain increased process quality, abnormal	http://purl.obolibrary.org/obo/GO_0048266	behavioral response to pain
