defined_class	defined_class_label	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0019724	A band somite morphology, abnormal	http://purl.obolibrary.org/obo/GO_0031672	A band	http://purl.obolibrary.org/obo/ZFA_0000155	somite
http://purl.obolibrary.org/obo/ZP_0013006	Golgi apparatus eye photoreceptor cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0009154	eye photoreceptor cell
http://purl.obolibrary.org/obo/ZP_0101630	Golgi apparatus myoblast morphology, abnormal	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0009025	myoblast
http://purl.obolibrary.org/obo/ZP_0142096	Golgi apparatus neural tube morphology, abnormal	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0001135	neural tube
http://purl.obolibrary.org/obo/ZP_0008714	Golgi apparatus notochord morphology, abnormal	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0000135	notochord
http://purl.obolibrary.org/obo/ZP_0011638	Golgi apparatus retinal cone cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0009262	retinal cone cell
http://purl.obolibrary.org/obo/ZP_0142097	Golgi apparatus ventral wall of dorsal aorta morphology, abnormal	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0005028	ventral wall of dorsal aorta
http://purl.obolibrary.org/obo/ZP_0011899	Golgi apparatus whole organism morphology, abnormal	http://purl.obolibrary.org/obo/GO_0005794	Golgi apparatus	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0019722	I band somite morphology, abnormal	http://purl.obolibrary.org/obo/GO_0031674	I band	http://purl.obolibrary.org/obo/ZFA_0000155	somite
http://purl.obolibrary.org/obo/ZP_0140655	M band atrium morphology, abnormal	http://purl.obolibrary.org/obo/GO_0031430	M band	http://purl.obolibrary.org/obo/ZFA_0000471	atrium
http://purl.obolibrary.org/obo/ZP_0102630	M band extraocular musculature morphology, abnormal	http://purl.obolibrary.org/obo/GO_0031430	M band	http://purl.obolibrary.org/obo/ZFA_0000511	extraocular musculature
http://purl.obolibrary.org/obo/ZP_0012304	M band muscle cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0031430	M band	http://purl.obolibrary.org/obo/ZFA_0009114	muscle cell
http://purl.obolibrary.org/obo/ZP_0007622	M band skeletal muscle cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0031430	M band	http://purl.obolibrary.org/obo/ZFA_0009115	skeletal muscle cell
http://purl.obolibrary.org/obo/ZP_0016374	M band slow muscle cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0031430	M band	http://purl.obolibrary.org/obo/ZFA_0009116	slow muscle cell
http://purl.obolibrary.org/obo/ZP_0013644	Rohon-Beard neuron neural tube morphology, abnormal	http://purl.obolibrary.org/obo/ZFA_0009150	Rohon-Beard neuron	http://purl.obolibrary.org/obo/ZFA_0001135	neural tube
http://purl.obolibrary.org/obo/ZP_0022505	T-tubule myocardium morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030315	T-tubule	http://purl.obolibrary.org/obo/ZFA_0001319	myocardium
http://purl.obolibrary.org/obo/ZP_0007994	T-tubule skeletal muscle cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030315	T-tubule	http://purl.obolibrary.org/obo/ZFA_0009115	skeletal muscle cell
http://purl.obolibrary.org/obo/ZP_0140654	Z disc atrium morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/ZFA_0000471	atrium
http://purl.obolibrary.org/obo/ZP_0007876	Z disc cardiac ventricle morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/ZFA_0000009	cardiac ventricle
http://purl.obolibrary.org/obo/ZP_0018927	Z disc muscle morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/ZFA_0005145	muscle
http://purl.obolibrary.org/obo/ZP_0022504	Z disc myocardium morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/ZFA_0001319	myocardium
http://purl.obolibrary.org/obo/ZP_0012013	Z disc skeletal muscle cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/ZFA_0009115	skeletal muscle cell
http://purl.obolibrary.org/obo/ZP_0014214	Z disc skeletal muscle morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/ZFA_0005277	skeletal muscle
http://purl.obolibrary.org/obo/ZP_0016068	Z disc slow muscle cell morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030018	Z disc	http://purl.obolibrary.org/obo/ZFA_0009116	slow muscle cell
http://purl.obolibrary.org/obo/ZP_0022441	actin cap otic epithelium morphology, abnormal	http://purl.obolibrary.org/obo/GO_0030478	actin cap	http://purl.obolibrary.org/obo/ZFA_0007068	otic epithelium
