defined_class	defined_class_label	biological_process	biological_process_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0107036	B cell increased occurrence apoptotic process, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/ZFA_0009142	B cell
http://purl.obolibrary.org/obo/ZP_0020200	CaP motoneuron increased occurrence collateral sprouting, abnormal	http://purl.obolibrary.org/obo/GO_0048668	collateral sprouting	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0022486	CaP motoneuron increased occurrence inhibitory postsynaptic potential, abnormal	http://purl.obolibrary.org/obo/GO_0060080	inhibitory postsynaptic potential	http://purl.obolibrary.org/obo/ZFA_0009243	CaP motoneuron
http://purl.obolibrary.org/obo/ZP_0014796	Kolmer-Agduhr neuron increased occurrence ventral spinal cord interneuron specification, abnormal	http://purl.obolibrary.org/obo/GO_0021521	ventral spinal cord interneuron specification	http://purl.obolibrary.org/obo/ZFA_0005240	Kolmer-Agduhr neuron
http://purl.obolibrary.org/obo/ZP_0141211	Kupffer's vesicle increased occurrence cell death, abnormal	http://purl.obolibrary.org/obo/GO_0008219	cell death	http://purl.obolibrary.org/obo/ZFA_0000001	Kupffer's vesicle
http://purl.obolibrary.org/obo/ZP_0010813	Mauthner neuron increased occurrence action potential, abnormal	http://purl.obolibrary.org/obo/GO_0001508	action potential	http://purl.obolibrary.org/obo/ZFA_0009149	Mauthner neuron
http://purl.obolibrary.org/obo/ZP_0100475	Meckel's cartilage increased occurrence bone mineralization, abnormal	http://purl.obolibrary.org/obo/GO_0030282	bone mineralization	http://purl.obolibrary.org/obo/ZFA_0001205	Meckel's cartilage
http://purl.obolibrary.org/obo/ZP_0017664	Muller cell increased occurrence apoptotic process, abnormal	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell
http://purl.obolibrary.org/obo/ZP_0104449	Muller cell increased occurrence cell dedifferentiation, abnormal	http://purl.obolibrary.org/obo/GO_0043697	cell dedifferentiation	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell
http://purl.obolibrary.org/obo/ZP_0022050	Muller cell increased occurrence cell population proliferation, abnormal	http://purl.obolibrary.org/obo/GO_0008283	cell population proliferation	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell
http://purl.obolibrary.org/obo/ZP_0017600	Muller cell increased occurrence cell surface receptor signaling pathway via JAK-STAT, abnormal	http://purl.obolibrary.org/obo/GO_0007259	cell surface receptor signaling pathway via JAK-STAT	http://purl.obolibrary.org/obo/ZFA_0009280	Muller cell
