defined_class	defined_class_label	chemical_entity	chemical_entity_label	location	location_label
http://purl.obolibrary.org/obo/ZP_0144638	1-oleoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine brain absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_82839	1-oleoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0144639	1-oleoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine spinal cord absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_82839	1-oleoyl-2-palmitoyl-sn-glycero-3-phosphoethanolamine	http://purl.obolibrary.org/obo/ZFA_0000075	spinal cord
http://purl.obolibrary.org/obo/ZP_0143986	Fibronectin trunk absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_5058	Fibronectin	http://purl.obolibrary.org/obo/ZFA_0001115	trunk
http://purl.obolibrary.org/obo/ZP_0103721	copper-63 retina absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_52630	copper-63	http://purl.obolibrary.org/obo/ZFA_0000152	retina
http://purl.obolibrary.org/obo/ZP_0103078	estradiol blood absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_23965	estradiol	http://purl.obolibrary.org/obo/ZFA_0000007	blood
http://purl.obolibrary.org/obo/ZP_0106840	heme whole organism absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_30413	heme	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
http://purl.obolibrary.org/obo/ZP_0144628	lysophosphatidylethanolamine 20:4 brain absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_64569	lysophosphatidylethanolamine 20:4	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0144629	lysophosphatidylethanolamine 20:4 spinal cord absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_64569	lysophosphatidylethanolamine 20:4	http://purl.obolibrary.org/obo/ZFA_0000075	spinal cord
http://purl.obolibrary.org/obo/ZP_0144618	phosphatidylethanolamine 33:1 brain absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_136469	phosphatidylethanolamine 33:1	http://purl.obolibrary.org/obo/ZFA_0000008	brain
http://purl.obolibrary.org/obo/ZP_0144619	phosphatidylethanolamine 33:1 spinal cord absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_136469	phosphatidylethanolamine 33:1	http://purl.obolibrary.org/obo/ZFA_0000075	spinal cord
http://purl.obolibrary.org/obo/ZP_0137670	reactive oxygen species macrophage absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_26523	reactive oxygen species	http://purl.obolibrary.org/obo/ZFA_0009141	macrophage
http://purl.obolibrary.org/obo/ZP_0101529	sphingoid 1-phosphate oocyte absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_77068	sphingoid 1-phosphate	http://purl.obolibrary.org/obo/ZFA_0001109	oocyte
http://purl.obolibrary.org/obo/ZP_0105838	thyroxine thyroid follicle absent, abnormal	http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine	http://purl.obolibrary.org/obo/ZFA_0001072	thyroid follicle
