defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/ZP_0130830	blastodisc decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001175	blastodisc
http://purl.obolibrary.org/obo/ZP_0106802	cranium decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0000737	cranium
http://purl.obolibrary.org/obo/ZP_0010462	enterocyte decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0009269	enterocyte
http://purl.obolibrary.org/obo/ZP_0017516	epidermal basal stratum decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001180	epidermal basal stratum
http://purl.obolibrary.org/obo/ZP_0103978	hindbrain decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0000029	hindbrain
http://purl.obolibrary.org/obo/ZP_0143125	intersegmental vessel decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001285	intersegmental vessel
http://purl.obolibrary.org/obo/ZP_0017460	intestinal epithelial cell decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0009399	intestinal epithelial cell
http://purl.obolibrary.org/obo/ZP_0014678	intestinal villus decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0005125	intestinal villus
http://purl.obolibrary.org/obo/ZP_0146756	lysosome-rich enterocyte decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0005942	lysosome-rich enterocyte
http://purl.obolibrary.org/obo/ZP_0010388	median fin fold decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0000040	median fin fold
http://purl.obolibrary.org/obo/ZP_0131240	myotome decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001056	myotome
http://purl.obolibrary.org/obo/ZP_0147418	neurocranium decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001580	neurocranium
http://purl.obolibrary.org/obo/ZP_0101361	photoreceptor outer segment layer decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001466	photoreceptor outer segment layer
http://purl.obolibrary.org/obo/ZP_0015075	posterior lateral line primordium decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001157	posterior lateral line primordium
http://purl.obolibrary.org/obo/ZP_0001405	somite decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0000155	somite
http://purl.obolibrary.org/obo/ZP_0021790	whole organism decreased height, abnormal	http://purl.obolibrary.org/obo/ZFA_0001094	whole organism
