defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/MP_0002318	hypercapnia	http://purl.obolibrary.org/obo/CHEBI_16526	carbon dioxide
http://purl.obolibrary.org/obo/MP_0002319	hyperoxia	http://purl.obolibrary.org/obo/CHEBI_25805	oxygen atom
http://purl.obolibrary.org/obo/MP_0030676	increased acetylcholine level	http://purl.obolibrary.org/obo/CHEBI_15355	acetylcholine
http://purl.obolibrary.org/obo/MP_0004892	increased adiponectin level	http://purl.obolibrary.org/obo/PR_000003777	adiponectin
http://purl.obolibrary.org/obo/MP_0030761	increased adrenaline level	http://purl.obolibrary.org/obo/CHEBI_33568	adrenaline
http://purl.obolibrary.org/obo/MP_0005129	increased adrenocorticotropin level	http://purl.obolibrary.org/obo/CHEBI_3892	corticotropin
http://purl.obolibrary.org/obo/MP_0030664	increased arginine level	http://purl.obolibrary.org/obo/CHEBI_29016	arginine
http://purl.obolibrary.org/obo/MP_0030730	increased beta-alanine level	http://purl.obolibrary.org/obo/CHEBI_16958	beta-alanine
http://purl.obolibrary.org/obo/MP_0004789	increased bile salt level	http://purl.obolibrary.org/obo/CHEBI_22868	bile salt
http://purl.obolibrary.org/obo/MP_0020582	increased ceramide level	http://purl.obolibrary.org/obo/CHEBI_17761	ceramide
http://purl.obolibrary.org/obo/MP_0003982	increased cholesterol level	http://purl.obolibrary.org/obo/CHEBI_16113	cholesterol
http://purl.obolibrary.org/obo/MP_0010061	increased creatine level	http://purl.obolibrary.org/obo/CHEBI_16919	creatine
http://purl.obolibrary.org/obo/MP_0030684	increased cystathionine level	http://purl.obolibrary.org/obo/CHEBI_17755	cystathionine
http://purl.obolibrary.org/obo/MP_0001906	increased dopamine level	http://purl.obolibrary.org/obo/CHEBI_18243	dopamine
http://purl.obolibrary.org/obo/MP_0011287	increased erythropoietin level	http://purl.obolibrary.org/obo/PR_000007141	erythropoietin
http://purl.obolibrary.org/obo/MP_0005281	increased fatty acid level	http://purl.obolibrary.org/obo/CHEBI_35366	fatty acid
http://purl.obolibrary.org/obo/MP_0005131	increased follicle stimulating hormone level	http://purl.obolibrary.org/obo/CHEBI_81569	Follicle stimulating hormone
http://purl.obolibrary.org/obo/MP_0030732	increased gamma-aminobutyric acid level	http://purl.obolibrary.org/obo/CHEBI_16865	gamma-aminobutyric acid
http://purl.obolibrary.org/obo/MP_0002867	increased glutamic acid decarboxylase level	http://purl.obolibrary.org/obo/PR_000007785	glutamate decarboxylase 1
http://purl.obolibrary.org/obo/MP_0030736	increased glutamic acid level	http://purl.obolibrary.org/obo/CHEBI_18237	glutamic acid
http://purl.obolibrary.org/obo/MP_0030706	increased glutamine level	http://purl.obolibrary.org/obo/CHEBI_28300	glutamine
http://purl.obolibrary.org/obo/MP_0012606	increased glutathione level	http://purl.obolibrary.org/obo/CHEBI_16856	glutathione
http://purl.obolibrary.org/obo/MP_0003441	increased glycerol level	http://purl.obolibrary.org/obo/CHEBI_17754	glycerol
http://purl.obolibrary.org/obo/MP_0030658	increased glycine level	http://purl.obolibrary.org/obo/CHEBI_15428	glycine
http://purl.obolibrary.org/obo/MP_0005440	increased glycogen level	http://purl.obolibrary.org/obo/CHEBI_28087	glycogen
http://purl.obolibrary.org/obo/MP_0030755	increased histamine level	http://purl.obolibrary.org/obo/CHEBI_18295	histamine
http://purl.obolibrary.org/obo/MP_0030678	increased hydroxyproline level	http://purl.obolibrary.org/obo/CHEBI_24741	hydroxyproline
