defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/MP_0013852	abnormal Mullerian duct topology	http://purl.obolibrary.org/obo/UBERON_0003890	Mullerian duct
http://purl.obolibrary.org/obo/MP_0013851	abnormal Wolffian duct topology	http://purl.obolibrary.org/obo/UBERON_0003074	mesonephric duct
http://purl.obolibrary.org/obo/MP_0013858	abnormal azygos vein topology	http://purl.obolibrary.org/obo/UBERON_0001594	azygos vein
http://purl.obolibrary.org/obo/MP_0020484	abnormal brain internal capsule topology	http://purl.obolibrary.org/obo/UBERON_0001887	internal capsule of telencephalon
http://purl.obolibrary.org/obo/MP_0020482	abnormal brain vascular topology	http://purl.obolibrary.org/obo/UBERON_0003499	brain blood vessel
http://purl.obolibrary.org/obo/MP_0013951	abnormal descending aorta topology	http://purl.obolibrary.org/obo/UBERON_0001514	descending aorta
http://purl.obolibrary.org/obo/MP_0003283	abnormal digestive organ placement	http://purl.obolibrary.org/obo/UBERON_0013765	digestive system element
http://purl.obolibrary.org/obo/MP_0013950	abnormal dorsal root ganglion topology	http://purl.obolibrary.org/obo/UBERON_0000044	dorsal root ganglion
http://purl.obolibrary.org/obo/MP_0013874	abnormal ductus venosus topology	http://purl.obolibrary.org/obo/UBERON_0002083	ductus venosus
http://purl.obolibrary.org/obo/MP_0014022	abnormal duodenum topology	http://purl.obolibrary.org/obo/UBERON_0002114	duodenum
http://purl.obolibrary.org/obo/MP_0000023	abnormal ear position	http://purl.obolibrary.org/obo/UBERON_0001691	external ear
http://purl.obolibrary.org/obo/MP_0013918	abnormal endolymphatic sac topology	http://purl.obolibrary.org/obo/UBERON_0002223	endolymphatic sac
http://purl.obolibrary.org/obo/MP_0013938	abnormal esophagus topology	http://purl.obolibrary.org/obo/UBERON_0001043	esophagus
http://purl.obolibrary.org/obo/MP_0001299	abnormal eye distance/ position	http://purl.obolibrary.org/obo/UBERON_0000019	camera-type eye
http://purl.obolibrary.org/obo/MP_0013845	abnormal eye muscle topology	http://purl.obolibrary.org/obo/UBERON_0004277	eye muscle
http://purl.obolibrary.org/obo/MP_0013927	abnormal facial nerve topology	http://purl.obolibrary.org/obo/UBERON_0001647	facial nerve
http://purl.obolibrary.org/obo/MP_0006065	abnormal heart position or orientation	http://purl.obolibrary.org/obo/UBERON_0000948	heart
http://purl.obolibrary.org/obo/MP_0013836	abnormal hypoglossal nerve topology	http://purl.obolibrary.org/obo/UBERON_0001650	hypoglossal nerve
http://purl.obolibrary.org/obo/MP_0020485	abnormal inferior vena cava topology	http://purl.obolibrary.org/obo/UBERON_0001072	posterior vena cava
http://purl.obolibrary.org/obo/MP_0013997	abnormal internal carotid artery topology	http://purl.obolibrary.org/obo/UBERON_0001532	internal carotid artery
http://purl.obolibrary.org/obo/MP_0014023	abnormal intestine placement	http://purl.obolibrary.org/obo/UBERON_0000160	intestine
http://purl.obolibrary.org/obo/MP_0003284	abnormal large intestine placement	http://purl.obolibrary.org/obo/UBERON_0000059	large intestine
http://purl.obolibrary.org/obo/MP_0020486	abnormal lens topology	http://purl.obolibrary.org/obo/UBERON_0000965	lens of camera-type eye
http://purl.obolibrary.org/obo/MP_0012000	abnormal limb position	http://purl.obolibrary.org/obo/UBERON_0002101	limb
http://purl.obolibrary.org/obo/MP_0013841	abnormal lymphatic vessel topology	http://purl.obolibrary.org/obo/UBERON_0001473	lymphatic vessel
http://purl.obolibrary.org/obo/MP_0020491	abnormal ovary topology	http://purl.obolibrary.org/obo/UBERON_0000992	female gonad
http://purl.obolibrary.org/obo/MP_0020491	abnormal ovary topology	http://purl.obolibrary.org/obo/UBERON_0000992	ovary
http://purl.obolibrary.org/obo/MP_0013861	abnormal pancreas topology	http://purl.obolibrary.org/obo/UBERON_0001264	pancreas
http://purl.obolibrary.org/obo/MP_0006241	abnormal placement of pupils	http://purl.obolibrary.org/obo/UBERON_0001771	pupil
http://purl.obolibrary.org/obo/MP_0000497	abnormal small intestine placement	http://purl.obolibrary.org/obo/UBERON_0002108	small intestine
http://purl.obolibrary.org/obo/MP_0013871	abnormal stapedial artery topology	http://purl.obolibrary.org/obo/UBERON_0006345	stapedial artery
http://purl.obolibrary.org/obo/MP_0010807	abnormal stomach position or orientation	http://purl.obolibrary.org/obo/UBERON_0000945	stomach
http://purl.obolibrary.org/obo/MP_0020492	abnormal superior mesenteric vein topology	http://purl.obolibrary.org/obo/UBERON_0001138	superior mesenteric vein
http://purl.obolibrary.org/obo/MP_0013176	abnormal tail position or orientation	http://purl.obolibrary.org/obo/UBERON_0002415	tail
http://purl.obolibrary.org/obo/MP_0013936	abnormal thymus topology	http://purl.obolibrary.org/obo/UBERON_0002370	thymus
http://purl.obolibrary.org/obo/MP_0013985	abnormal umbilical vein topology	http://purl.obolibrary.org/obo/UBERON_0002066	umbilical vein
http://purl.obolibrary.org/obo/MP_0013943	abnormal ureter topology	http://purl.obolibrary.org/obo/UBERON_0000056	ureter
http://purl.obolibrary.org/obo/MP_0013837	abnormal vagus nerve topology	http://purl.obolibrary.org/obo/UBERON_0001759	vagus nerve
http://purl.obolibrary.org/obo/MP_0014001	abnormal vertebral artery topology	http://purl.obolibrary.org/obo/UBERON_0001535	vertebral artery
http://purl.obolibrary.org/obo/MP_0013986	abnormal vitelline vein topology	http://purl.obolibrary.org/obo/UBERON_0005487	vitelline vein
http://purl.obolibrary.org/obo/MP_0000901	altered position of colliculi	http://purl.obolibrary.org/obo/UBERON_0002259	corpora quadrigemina
