defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0002776	Sertoli cell hyperplasia	http://purl.obolibrary.org/obo/CL_0000216	Sertoli cell
http://purl.obolibrary.org/obo/MP_0008298	adrenergic chromaffin cell hyperplasia	http://purl.obolibrary.org/obo/CL_0002082	type II cell of adrenal medulla
http://purl.obolibrary.org/obo/MP_0011115	airway basal cell hyperplasia	http://purl.obolibrary.org/obo/CL_0002633	respiratory basal cell
http://purl.obolibrary.org/obo/MP_0013410	decreased dendritic epidermal T cell number	http://purl.obolibrary.org/obo/CL_0000916	dendritic epidermal T cell
http://purl.obolibrary.org/obo/MP_0005014	increased B cell number	http://purl.obolibrary.org/obo/CL_0000236	B cell
http://purl.obolibrary.org/obo/MP_0004977	increased B-1 B cell number	http://purl.obolibrary.org/obo/CL_0000819	B-1 B cell
http://purl.obolibrary.org/obo/MP_0008206	increased B-2 B cell number	http://purl.obolibrary.org/obo/CL_0000822	B-2 B cell
http://purl.obolibrary.org/obo/MP_0008074	increased CD4-positive, alpha beta T cell number	http://purl.obolibrary.org/obo/CL_0000624	CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010835	increased CD4-positive, alpha-beta memory T cell number	http://purl.obolibrary.org/obo/CL_0000897	CD4-positive, alpha-beta memory T cell
http://purl.obolibrary.org/obo/MP_0008358	increased CD4-positive, gamma-delta intraepithelial T cell number	http://purl.obolibrary.org/obo/CL_0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0008078	increased CD8-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000625	CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010838	increased CD8-positive, alpha-beta memory T cell number	http://purl.obolibrary.org/obo/CL_0000909	CD8-positive, alpha-beta memory T cell
http://purl.obolibrary.org/obo/MP_0008362	increased CD8-positive, gamma-delta intraepithelial T cell number	http://purl.obolibrary.org/obo/CL_0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0013436	increased CD8-positive, naive alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000900	naive thymus-derived CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0004840	increased Deiters cell number	http://purl.obolibrary.org/obo/CL_0000635	Deiter's cell
http://purl.obolibrary.org/obo/MP_0013412	increased Langerhans cell number	http://purl.obolibrary.org/obo/CL_0000453	Langerhans cell
http://purl.obolibrary.org/obo/MP_0000986	increased Merkel's receptor number	http://purl.obolibrary.org/obo/CL_0000242	Merkel cell
http://purl.obolibrary.org/obo/MP_0008039	increased NK T cell number	http://purl.obolibrary.org/obo/CL_0000814	mature NK T cell
http://purl.obolibrary.org/obo/MP_0008044	increased NK cell number	http://purl.obolibrary.org/obo/CL_0000623	natural killer cell
http://purl.obolibrary.org/obo/MP_0009185	increased PP cell number	http://purl.obolibrary.org/obo/CL_0000696	PP cell
http://purl.obolibrary.org/obo/MP_0013485	increased Paneth cell number	http://purl.obolibrary.org/obo/CL_0000510	paneth cell
http://purl.obolibrary.org/obo/MP_0000879	increased Purkinje cell number	http://purl.obolibrary.org/obo/CL_0000121	Purkinje cell
http://purl.obolibrary.org/obo/MP_0010742	increased Schwann cell number	http://purl.obolibrary.org/obo/CL_0002573	Schwann cell
http://purl.obolibrary.org/obo/MP_0005015	increased T cell number	http://purl.obolibrary.org/obo/CL_0000084	T cell
http://purl.obolibrary.org/obo/MP_0013763	increased T-helper cell number	http://purl.obolibrary.org/obo/CL_0000912	helper T cell
http://purl.obolibrary.org/obo/MP_0012764	increased alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000789	alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010891	increased alveolar lamellar body number	http://purl.obolibrary.org/obo/GO_0097208	alveolar lamellar body
http://purl.obolibrary.org/obo/MP_0008105	increased amacrine cell number	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell
http://purl.obolibrary.org/obo/MP_0002606	increased basophil cell number	http://purl.obolibrary.org/obo/CL_0000767	basophil
http://purl.obolibrary.org/obo/MP_0010829	increased bronchioalveolar stem cell number	http://purl.obolibrary.org/obo/CL_0002638	bronchioalveolar stem cell
http://purl.obolibrary.org/obo/MP_0003707	increased cell nucleus count	http://purl.obolibrary.org/obo/GO_0005634	nucleus
http://purl.obolibrary.org/obo/MP_0030553	increased cementoblast number	http://purl.obolibrary.org/obo/CL_0000061	cementoblast
http://purl.obolibrary.org/obo/MP_0010841	increased central memory CD4-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000904	central memory CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010847	increased central memory CD8 positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000907	central memory CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0011692	increased chondrocyte number	http://purl.obolibrary.org/obo/CL_0000138	chondrocyte
http://purl.obolibrary.org/obo/MP_0004407	increased cochlear hair cell number	http://purl.obolibrary.org/obo/CL_0000202	auditory hair cell
http://purl.obolibrary.org/obo/MP_0004395	increased cochlear inner hair cell number	http://purl.obolibrary.org/obo/CL_0000589	cochlear inner hair cell
http://purl.obolibrary.org/obo/MP_0004401	increased cochlear outer hair cell number	http://purl.obolibrary.org/obo/CL_0000601	outer hair cell
http://purl.obolibrary.org/obo/MP_0013892	increased common lymphocyte progenitor cell number	http://purl.obolibrary.org/obo/CL_0000051	common lymphoid progenitor
http://purl.obolibrary.org/obo/MP_0013891	increased common myeloid progenitor cell number	http://purl.obolibrary.org/obo/CL_0000049	common myeloid progenitor
http://purl.obolibrary.org/obo/MP_0008340	increased corticotroph cell number	http://purl.obolibrary.org/obo/CL_0000467	adrenocorticotropic hormone secreting cell
http://purl.obolibrary.org/obo/MP_0020280	increased creatine kinase level	http://purl.obolibrary.org/obo/GO_0002185	creatine kinase complex
http://purl.obolibrary.org/obo/MP_0008126	increased dendritic cell number	http://purl.obolibrary.org/obo/CL_0000451	dendritic cell
http://purl.obolibrary.org/obo/MP_0011449	increased dopaminergic neuron number	http://purl.obolibrary.org/obo/CL_0000700	dopaminergic neuron
http://purl.obolibrary.org/obo/MP_0005090	increased double-negative T cell number	http://purl.obolibrary.org/obo/CL_0002489	double negative thymocyte
http://purl.obolibrary.org/obo/MP_0005091	increased double-positive T cell number	http://purl.obolibrary.org/obo/CL_0000809	double-positive, alpha-beta thymocyte
http://purl.obolibrary.org/obo/MP_0003133	increased early pro-B cell number	http://purl.obolibrary.org/obo/CL_0002046	early pro-B cell
http://purl.obolibrary.org/obo/MP_0010844	increased effector memory CD4-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000905	effector memory CD4-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0010850	increased effector memory CD8-positive, alpha-beta T cell number	http://purl.obolibrary.org/obo/CL_0000913	effector memory CD8-positive, alpha-beta T cell
http://purl.obolibrary.org/obo/MP_0000328	increased enterocyte cell number	http://purl.obolibrary.org/obo/CL_0000584	enterocyte
http://purl.obolibrary.org/obo/MP_0005011	increased eosinophil cell number	http://purl.obolibrary.org/obo/CL_0000771	eosinophil
http://purl.obolibrary.org/obo/MP_0011686	increased epidermal stem cell number	http://purl.obolibrary.org/obo/CL_1000428	stem cell of epidermis
http://purl.obolibrary.org/obo/MP_0011178	increased erythroblast number	http://purl.obolibrary.org/obo/CL_0000765	erythroblast
http://purl.obolibrary.org/obo/MP_0003131	increased erythrocyte cell number	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte
http://purl.obolibrary.org/obo/MP_0003135	increased erythroid progenitor cell number	http://purl.obolibrary.org/obo/CL_0000038	erythroid progenitor cell
http://purl.obolibrary.org/obo/MP_0011242	increased fetal derived definitive erythrocyte cell number	http://purl.obolibrary.org/obo/CL_0002357	fetal derived definitive erythrocyte
http://purl.obolibrary.org/obo/MP_0008173	increased follicular B cell number	http://purl.obolibrary.org/obo/CL_0000843	follicular B cell
http://purl.obolibrary.org/obo/MP_0008346	increased gamma-delta T cell number	http://purl.obolibrary.org/obo/CL_0000798	gamma-delta T cell
http://purl.obolibrary.org/obo/MP_0008350	increased gamma-delta intraepithelial T cell number	http://purl.obolibrary.org/obo/CL_0000801	gamma-delta intraepithelial T cell
http://purl.obolibrary.org/obo/MP_0008177	increased germinal center B cell number	http://purl.obolibrary.org/obo/CL_0000844	germinal center B cell
http://purl.obolibrary.org/obo/MP_0008334	increased gonadotroph cell number	http://purl.obolibrary.org/obo/CL_0000437	gonadtroph
http://purl.obolibrary.org/obo/MP_0013696	increased granulocyte monocyte progenitor cell number	http://purl.obolibrary.org/obo/CL_0000557	granulocyte monocyte progenitor cell
http://purl.obolibrary.org/obo/MP_0000322	increased granulocyte number	http://purl.obolibrary.org/obo/CL_0000094	granulocyte
http://purl.obolibrary.org/obo/MP_0012717	increased hemangioblast number	http://purl.obolibrary.org/obo/CL_0002418	hemangioblast
http://purl.obolibrary.org/obo/MP_0011181	increased hematopoietic cell number	http://purl.obolibrary.org/obo/CL_0000988	hematopoietic cell
http://purl.obolibrary.org/obo/MP_0004809	increased hematopoietic stem cell number	http://purl.obolibrary.org/obo/CL_0000037	hematopoietic stem cell
http://purl.obolibrary.org/obo/MP_0014038	increased hepatocyte number	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte
http://purl.obolibrary.org/obo/MP_0008214	increased immature B cell number	http://purl.obolibrary.org/obo/CL_0000816	immature B cell
http://purl.obolibrary.org/obo/MP_0013667	increased immature NK cell number	http://purl.obolibrary.org/obo/CL_0000823	immature natural killer cell
http://purl.obolibrary.org/obo/MP_0008331	increased lactotroph cell number	http://purl.obolibrary.org/obo/CL_0000439	prolactin secreting cell
http://purl.obolibrary.org/obo/MP_0003134	increased late pro-B cell number	http://purl.obolibrary.org/obo/CL_0002048	late pro-B cell
http://purl.obolibrary.org/obo/MP_0000218	increased leukocyte cell number	http://purl.obolibrary.org/obo/CL_0000738	leukocyte
http://purl.obolibrary.org/obo/MP_0001840	increased level of surface class I molecules	http://purl.obolibrary.org/obo/GO_0042612	MHC class I protein complex
http://purl.obolibrary.org/obo/MP_0010538	increased level of surface class II molecules	http://purl.obolibrary.org/obo/GO_0042613	MHC class II protein complex
http://purl.obolibrary.org/obo/MP_0005013	increased lymphocyte cell number	http://purl.obolibrary.org/obo/CL_0000542	lymphocyte
http://purl.obolibrary.org/obo/MP_0005425	increased macrophage cell number	http://purl.obolibrary.org/obo/CL_0000235	macrophage
http://purl.obolibrary.org/obo/MP_0004778	increased macrophage derived foam cell number	http://purl.obolibrary.org/obo/CL_0000517	macrophage derived foam cell
http://purl.obolibrary.org/obo/MP_0008181	increased marginal zone B cell number	http://purl.obolibrary.org/obo/CL_0000845	marginal zone B cell
http://purl.obolibrary.org/obo/MP_0000324	increased mast cell number	http://purl.obolibrary.org/obo/CL_0000097	mast cell
http://purl.obolibrary.org/obo/MP_0013673	increased mature NK cell number	http://purl.obolibrary.org/obo/CL_0000824	mature natural killer cell
http://purl.obolibrary.org/obo/MP_0008353	increased mature gamma-delta T cell number	http://purl.obolibrary.org/obo/CL_0000800	mature gamma-delta T cell
http://purl.obolibrary.org/obo/MP_0008254	increased megakaryocyte cell number	http://purl.obolibrary.org/obo/CL_0000556	megakaryocyte
http://purl.obolibrary.org/obo/MP_0020463	increased megakaryocyte progenitor cell number	http://purl.obolibrary.org/obo/CL_0000553	megakaryocyte progenitor cell
http://purl.obolibrary.org/obo/MP_0013704	increased megakaryocyte-erythroid progenitor cell number	http://purl.obolibrary.org/obo/CL_0000050	megakaryocyte-erythroid progenitor cell
http://purl.obolibrary.org/obo/MP_0008728	increased memory B cell number	http://purl.obolibrary.org/obo/CL_0000787	memory B cell
http://purl.obolibrary.org/obo/MP_0008049	increased memory T cell number	http://purl.obolibrary.org/obo/CL_0000813	memory T cell
http://purl.obolibrary.org/obo/MP_0011628	increased mitochondria number	http://purl.obolibrary.org/obo/GO_0005739	mitochondrion
http://purl.obolibrary.org/obo/MP_0000220	increased monocyte cell number	http://purl.obolibrary.org/obo/CL_0000576	monocyte
http://purl.obolibrary.org/obo/MP_0005192	increased motor neuron number	http://purl.obolibrary.org/obo/CL_0000100	motor neuron
http://purl.obolibrary.org/obo/MP_0013663	increased myeloid cell number	http://purl.obolibrary.org/obo/CL_0000763	myeloid cell
http://purl.obolibrary.org/obo/MP_0008121	increased myeloid dendritic cell number	http://purl.obolibrary.org/obo/CL_0000782	myeloid dendritic cell
http://purl.obolibrary.org/obo/MP_0006321	increased myocardial fiber number	http://purl.obolibrary.org/obo/CL_0000746	cardiac muscle cell
http://purl.obolibrary.org/obo/MP_0000219	increased neutrophil cell number	http://purl.obolibrary.org/obo/CL_0000775	neutrophil
http://purl.obolibrary.org/obo/MP_0030509	increased number of epithelial cell rests of Malassez	http://purl.obolibrary.org/obo/CL_0002166	epithelial cell of Malassez
