defined_class	defined_class_label	cellular_component	cellular_component_label
http://purl.obolibrary.org/obo/MP_0004628	Deiters cell degeneration	http://purl.obolibrary.org/obo/CL_0000635	Deiter's cell
http://purl.obolibrary.org/obo/MP_0000876	Purkinje cell degeneration	http://purl.obolibrary.org/obo/CL_0000121	Purkinje cell
http://purl.obolibrary.org/obo/MP_0008103	amacrine cell degeneration	http://purl.obolibrary.org/obo/CL_0000561	amacrine cell
http://purl.obolibrary.org/obo/MP_0000129	ameloblast degeneration	http://purl.obolibrary.org/obo/CL_0000059	ameloblast
http://purl.obolibrary.org/obo/MP_0005405	axon degeneration	http://purl.obolibrary.org/obo/GO_0030424	axon
http://purl.obolibrary.org/obo/MP_0004362	cochlear hair cell degeneration	http://purl.obolibrary.org/obo/CL_0000202	auditory hair cell
http://purl.obolibrary.org/obo/MP_0004398	cochlear inner hair cell degeneration	http://purl.obolibrary.org/obo/CL_0000589	cochlear inner hair cell
http://purl.obolibrary.org/obo/MP_0004404	cochlear outer hair cell degeneration	http://purl.obolibrary.org/obo/CL_0000601	outer hair cell
http://purl.obolibrary.org/obo/MP_0004465	degeneration of organ of Corti supporting cells	http://purl.obolibrary.org/obo/CL_0002490	organ of Corti supporting cell
http://purl.obolibrary.org/obo/MP_0000811	hippocampal neuron degeneration	http://purl.obolibrary.org/obo/CL_0002608	hippocampal neuron
http://purl.obolibrary.org/obo/MP_0011430	mesangiolysis	http://purl.obolibrary.org/obo/CL_0000650	mesangial cell
http://purl.obolibrary.org/obo/MP_0000938	motor neuron degeneration	http://purl.obolibrary.org/obo/CL_0000100	motor neuron
http://purl.obolibrary.org/obo/MP_0004566	myocardial fiber degeneration	http://purl.obolibrary.org/obo/CL_0000746	cardiac muscle cell
http://purl.obolibrary.org/obo/MP_0003224	neuron degeneration	http://purl.obolibrary.org/obo/CL_0000540	neuron
http://purl.obolibrary.org/obo/MP_0009093	oocyte degeneration	http://purl.obolibrary.org/obo/CL_0000023	oocyte
http://purl.obolibrary.org/obo/MP_0008580	photoreceptor inner segment degeneration	http://purl.obolibrary.org/obo/GO_0001917	photoreceptor inner segment
http://purl.obolibrary.org/obo/MP_0008584	photoreceptor outer segment degeneration	http://purl.obolibrary.org/obo/GO_0001750	photoreceptor outer segment
http://purl.obolibrary.org/obo/MP_0004586	pillar cell degeneration	http://purl.obolibrary.org/obo/CL_1000191	pillar cell
http://purl.obolibrary.org/obo/MP_0008444	retinal cone cell degeneration	http://purl.obolibrary.org/obo/CL_0000573	retinal cone cell
http://purl.obolibrary.org/obo/MP_0008067	retinal ganglion cell degeneration	http://purl.obolibrary.org/obo/CL_0000740	retinal ganglion cell
http://purl.obolibrary.org/obo/MP_0008450	retinal photoreceptor degeneration	http://purl.obolibrary.org/obo/CL_0000287	eye photoreceptor cell
http://purl.obolibrary.org/obo/MP_0008451	retinal rod cell degeneration	http://purl.obolibrary.org/obo/CL_0000604	retinal rod cell
http://purl.obolibrary.org/obo/MP_0009412	skeletal muscle fiber degeneration	http://purl.obolibrary.org/obo/CL_0000188	cell of skeletal muscle
http://purl.obolibrary.org/obo/MP_0004487	type I spiral ligament fibrocyte degeneration	http://purl.obolibrary.org/obo/CL_0002670	type 1 otic fibrocyte
http://purl.obolibrary.org/obo/MP_0004488	type II spiral ligament fibrocyte degeneration	http://purl.obolibrary.org/obo/CL_0002666	type 2 otic fibrocyte
http://purl.obolibrary.org/obo/MP_0004489	type III spiral ligament fibrocyte degeneration	http://purl.obolibrary.org/obo/CL_0002669	type 3 otic fibrocyte
http://purl.obolibrary.org/obo/MP_0004490	type IV spiral ligament fibrocyte degeneration	http://purl.obolibrary.org/obo/CL_0002668	type 4 otic fibrocyte
http://purl.obolibrary.org/obo/MP_0004776	vestibular dark cell degeneration	http://purl.obolibrary.org/obo/CL_0000846	vestibular dark cell
http://purl.obolibrary.org/obo/MP_0004324	vestibular hair cell degeneration	http://purl.obolibrary.org/obo/CL_0000609	vestibular hair cell
