HP:0006943	Diffuse spongiform leukoencephalopathy	MP:0008128	abnormal brain internal capsule morphology	0.7	0.875
HP:0006944	Abolished vibration sense	MP:0002752	abnormal somatic nervous system morphology	0.6428571429	0.9
HP:0031900	Abnormal serum mast cell beta-tryptase concentration	MP:0005584	abnormal enzyme/coenzyme activity	0.875	1
HP:0006946	Recurrent meningitis	MP:0001847	brain inflammation	0.6363636364	0.6666666667
HP:0006949	Episodic peripheral neuropathy	MP:0002752	abnormal somatic nervous system morphology	0.75	0.9
HP:0006951	Retrocerebellar cyst	MP:0000849	abnormal cerebellum morphology	0.7368421053	1
HP:0006955	Olivopontocerebellar hypoplasia	MP:0000851	cerebellum hypoplasia	0.72	1
HP:0006956	Dilation of lateral ventricles	MP:0000825	dilated lateral ventricles	1	1
HP:0006957	Loss of ability to walk	MP:0001406	abnormal gait	0.8695652174	1
HP:0006958	Abnormal auditory evoked potentials	MP:0004738	abnormal auditory brainstem response	1	1
HP:0006959	Proximal spinal muscular atrophy	MP:0009417	skeletal muscle atrophy	0.5555555556	1
HP:0006960	Choroid plexus calcification	MP:0005098	abnormal optic choroid morphology	0.58	0.935483871
HP:0006961	Jerky head movements	MP:0000436	abnormal head movements	0.9411764706	1
HP:0006962	Gait instability, worse in the dark	MP:0001406	abnormal gait	0.9090909091	1
HP:0006964	Cerebral cortical neurodegeneration	MP:0012506	brain atrophy	0.7222222222	1
HP:0031920	Malignant ovarian granulosa cell tumor	MP:0008000	increased ovary tumor incidence	0.9696969697	1
HP:0006965	Acute necrotizing encephalopathy	MP:0013806	encephalopathy	0.8	1
HP:0031922	Renal artery duplication	MP:0011317	abnormal renal artery morphology	0.7692307692	0.8
HP:0031912	Trigeminal anesthesia	MP:0001056	abnormal cranial nerve morphology	0.6842105263	0.8666666667
HP:0031913	Rhombencephalosynapsis	MP:0000849	abnormal cerebellum morphology	0.8	0.8571428571
HP:0031917	Digital ulcer	MP:0001209	spontaneous skin ulceration	0.9230769231	1
HP:0031918	Ovarian sex cord-stromal tumor	MP:0008000	increased ovary tumor incidence	0.9696969697	1
HP:0031919	Juvenile type ovarian granulosa cell tumor	MP:0008000	increased ovary tumor incidence	0.9411764706	1
HP:0006970	Periventricular leukomalacia	MP:0008128	abnormal brain internal capsule morphology	0.6666666667	0.875
HP:0031910	Abnormal cranial nerve physiology	MP:0001056	abnormal cranial nerve morphology	0.7647058824	0.8666666667
HP:0006976	Necrotizing encephalopathy	MP:0013806	encephalopathy	0.8888888889	1
HP:0006977	Grammar-specific speech disorder	MP:0003633	abnormal nervous system physiology	0.7	1
HP:0031911	Abnormal fifth cranial nerve physiology	MP:0001056	abnormal cranial nerve morphology	0.7222222222	0.8666666667
HP:0006978	Dysmyelinating leukodystrophy	MP:0013438	dysmyelination	0.875	0.9545454545
HP:0006979	Sleep-wake cycle disturbance	MP:0011396	abnormal sleep behavior	0.8333333333	0.9090909091
HP:0031909	Unicornuate uterus	MP:0001120	abnormal uterus morphology	0.8823529412	0.9375
HP:0031901	Increased serum mast cell beta-tryptase concentration	MP:0005584	abnormal enzyme/coenzyme activity	0.7777777778	1
HP:0031902	Decreased serum mast cell beta-tryptase concentration	MP:0005584	abnormal enzyme/coenzyme activity	0.7777777778	1
HP:0031903	Abnormal circulating selenium concentration	MP:0013245	abnormal lipid metabolism	0.7777777778	0.875
HP:0031904	Abnormal total hemolytic complement activity	MP:0001790	abnormal immune system physiology	0.7	1
HP:0031905	Increased total hemolytic complement activity	MP:0001790	abnormal immune system physiology	0.6363636364	1
HP:0031906	Decreased total hemolytic complement activity	MP:0001790	abnormal immune system physiology	0.6363636364	1
HP:0031907	Anti-mitochondrial M2 antibody positivity	MP:0002425	altered susceptibility to autoimmune disorder	0.8461538462	1
HP:0031908	Micrographia	MP:0003633	abnormal nervous system physiology	0.7777777778	1
HP:0006901	Impaired thermal sensitivity	MP:0001777	abnormal body temperature homeostasis	0.8888888889	1
HP:0006903	Congenital peripheral neuropathy	MP:0002752	abnormal somatic nervous system morphology	0.75	0.9
HP:0006904	Late-onset spinocerebellar degeneration	MP:0000955	abnormal spinal cord morphology	0.75	1
HP:0006906	Congenital intracerebral calcification	MP:0000787	abnormal telencephalon morphology	0.75	1
HP:0006913	Frontal cortical atrophy	MP:0006254	thin cerebral cortex	0.6153846154	0.9411764706
HP:0006915	Inability to walk by childhood/adolescence	MP:0001406	abnormal gait	0.8695652174	1
HP:0006916	Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	MP:0005621	abnormal cell physiology	0.75	1
HP:0006918	Diffuse cerebral sclerosis	MP:0000787	abnormal telencephalon morphology	0.8461538462	0.9166666667
HP:0006919	Abnormal aggressive, impulsive or violent behavior	MP:0002572	abnormal emotion/affect behavior	0.9090909091	1
HP:0006921	Axial muscle stiffness	MP:0000751	myopathy	0.6666666667	0.8888888889
HP:0006926	Metachromatic leukodystrophy variant	MP:0013438	dysmyelination	0.875	0.9545454545
HP:0006927	Unilateral polymicrogyria	MP:0011724	ectopic cortical neuron	0.8378378378	0.9117647059
HP:0006929	Hypoglycemic encephalopathy	MP:0013806	encephalopathy	0.8888888889	1
HP:0006930	Frontoparietal cortical dysplasia	MP:0000798	abnormal frontal lobe morphology	0.8333333333	1
HP:0006932	Transient psychotic episodes	MP:0004924	abnormal behavior	0.75	1
HP:0006934	Congenital nystagmus	MP:0001389	abnormal eye movement	0.6875	1
HP:0006937	Impaired distal tactile sensation	MP:0002752	abnormal somatic nervous system morphology	0.6	0.9
HP:0006938	Impaired vibration sensation at ankles	MP:0002752	abnormal somatic nervous system morphology	0.5625	0.9
HP:0031981	Elevated urine glycolate	MP:0009643	abnormal urine homeostasis	0.8571428571	1
HP:0031982	Abnormal putamen morphology	MP:0004077	abnormal striatum morphology	0.9411764706	1
HP:0031983	Abnormal pulmonary thoracic imaging finding	MP:0001175	abnormal lung morphology	0.8888888889	1
HP:0031984	Esophageal food impaction	MP:0000467	abnormal esophagus morphology	0.9166666667	1
HP:0031985	Esophageal exudate	MP:0000467	abnormal esophagus morphology	0.9166666667	1
HP:0031986	Polyminimyoclonus	MP:0000243	myoclonus	0.9666666667	1
HP:0031987	Diminished ability to concentrate	MP:0004924	abnormal behavior	0.9	1
HP:0031980	Abnormal urine carboxylic acid level	MP:0009643	abnormal urine homeostasis	0.9230769231	1
HP:0031978	Increased vertical cup-to-disc ratio - 1.0	MP:0008259	abnormal optic disk morphology	0.9189189189	1
HP:0031979	Abnormal urine carbohydrate level	MP:0009643	abnormal urine homeostasis	0.9230769231	1
HP:0031970	Abnormal blood urea nitrogen concentration	MP:0009644	uremia	0.7142857143	0.7692307692
HP:0031971	Subaortic ventricular septal bulge	MP:0010429	abnormal heart left ventricle outflow tract morphology	0.9230769231	1
HP:0031972	Presyncope	MP:0001544	abnormal cardiovascular system physiology	0.875	1
HP:0031973	Increased vertical cup-to-disc ratio	MP:0008259	abnormal optic disk morphology	0.9444444444	1
HP:0031974	Increased vertical cup-to-disc ratio - 0.6	MP:0008259	abnormal optic disk morphology	0.9189189189	1
HP:0031975	Increased vertical cup-to-disc ratio - 0.7	MP:0008259	abnormal optic disk morphology	0.9189189189	1
HP:0031976	Increased vertical cup-to-disc ratio - 0.8	MP:0008259	abnormal optic disk morphology	0.9189189189	1
HP:0031977	Increased vertical cup-to-disc ratio - 0.9	MP:0008259	abnormal optic disk morphology	0.9189189189	1
HP:0031967	Cloudy urine	MP:0009643	abnormal urine homeostasis	0.9230769231	1
HP:0031969	Reduced blood urea nitrogen	MP:0009644	uremia	0.6666666667	0.7692307692
HP:0031992	Apical hypertrophic cardiomyopathy	MP:0005330	cardiomyopathy	0.875	1
HP:0031993	Hoffmann sign	MP:0012052	hypertonicity	0.6666666667	0.8387096774
