defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/PHIPO_0000022	increased resistance to chemical	http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity
http://purl.obolibrary.org/obo/PHIPO_0000605	resistance to 4-aminosalicylic acid	http://purl.obolibrary.org/obo/CHEBI_27565	4-aminosalicylic acid
http://purl.obolibrary.org/obo/PHIPO_0000615	resistance to D-cycloserine	http://purl.obolibrary.org/obo/CHEBI_40009	D-cycloserine
http://purl.obolibrary.org/obo/PHIPO_0000647	resistance to abamectin	http://purl.obolibrary.org/obo/CHEBI_39214	abamectin
http://purl.obolibrary.org/obo/PHIPO_0000534	resistance to actinomycin D	http://purl.obolibrary.org/obo/CHEBI_27666	actinomycin D
http://purl.obolibrary.org/obo/PHIPO_0000591	resistance to alexidine	http://purl.obolibrary.org/obo/CHEBI_53661	alexidine
http://purl.obolibrary.org/obo/PHIPO_0000601	resistance to amikacin	http://purl.obolibrary.org/obo/CHEBI_2637	amikacin
http://purl.obolibrary.org/obo/PHIPO_0000658	resistance to amoxicillin	http://purl.obolibrary.org/obo/CHEBI_2676	amoxicillin
http://purl.obolibrary.org/obo/PHIPO_0000688	resistance to amphotericin B	http://purl.obolibrary.org/obo/CHEBI_2682	amphotericin B
http://purl.obolibrary.org/obo/PHIPO_0000550	resistance to ampicillin	http://purl.obolibrary.org/obo/CHEBI_28971	ampicillin
http://purl.obolibrary.org/obo/PHIPO_0000586	resistance to anidulafungin	http://purl.obolibrary.org/obo/CHEBI_55346	anidulafungin
http://purl.obolibrary.org/obo/PHIPO_0000583	resistance to antimycin A	http://purl.obolibrary.org/obo/CHEBI_2762	antimycin A
http://purl.obolibrary.org/obo/PHIPO_0000703	resistance to aureobasidin A	http://purl.obolibrary.org/obo/CHEBI_61739	aureobasidin A
http://purl.obolibrary.org/obo/PHIPO_0000624	resistance to azithromycin	http://purl.obolibrary.org/obo/CHEBI_2955	azithromycin
http://purl.obolibrary.org/obo/PHIPO_0000388	resistance to azoxystrobin	http://purl.obolibrary.org/obo/CHEBI_40909	azoxystrobin
http://purl.obolibrary.org/obo/PHIPO_0000553	resistance to aztreonam	http://purl.obolibrary.org/obo/CHEBI_161680	aztreonam
http://purl.obolibrary.org/obo/PHIPO_0000662	resistance to bacitracin	http://purl.obolibrary.org/obo/CHEBI_28669	bacitracin
http://purl.obolibrary.org/obo/PHIPO_0000381	resistance to benomyl	http://purl.obolibrary.org/obo/CHEBI_3015	benomyl
http://purl.obolibrary.org/obo/PHIPO_0000541	resistance to benznidazole	http://purl.obolibrary.org/obo/CHEBI_133833	benznidazole
http://purl.obolibrary.org/obo/PHIPO_0000558	resistance to benzylpenicillin	http://purl.obolibrary.org/obo/CHEBI_18208	benzylpenicillin
http://purl.obolibrary.org/obo/PHIPO_0000623	resistance to bifonazole	http://purl.obolibrary.org/obo/CHEBI_31286	bifonazole
http://purl.obolibrary.org/obo/PHIPO_0000572	resistance to bleomycin	http://purl.obolibrary.org/obo/CHEBI_22907	bleomycin
http://purl.obolibrary.org/obo/PHIPO_0000521	resistance to boscalid	http://purl.obolibrary.org/obo/CHEBI_81822	boscalid
http://purl.obolibrary.org/obo/PHIPO_0000551	resistance to brassinin	http://purl.obolibrary.org/obo/CHEBI_38119	brassinin
http://purl.obolibrary.org/obo/PHIPO_0000584	resistance to brefeldin A	http://purl.obolibrary.org/obo/CHEBI_48080	brefeldin A
http://purl.obolibrary.org/obo/PHIPO_0000711	resistance to camptothecin	http://purl.obolibrary.org/obo/CHEBI_27656	camptothecin
http://purl.obolibrary.org/obo/PHIPO_0000600	resistance to capreomycin	http://purl.obolibrary.org/obo/CHEBI_3371	capreomycin
http://purl.obolibrary.org/obo/PHIPO_0000537	resistance to captan	http://purl.obolibrary.org/obo/CHEBI_34608	captan
http://purl.obolibrary.org/obo/PHIPO_0000693	resistance to carbapenems	http://purl.obolibrary.org/obo/CHEBI_46633	carbapenems
http://purl.obolibrary.org/obo/PHIPO_0000383	resistance to carbendazim	http://purl.obolibrary.org/obo/CHEBI_3392	carbendazim
http://purl.obolibrary.org/obo/PHIPO_0000526	resistance to carbenicillin	http://purl.obolibrary.org/obo/CHEBI_3393	carbenicillin
http://purl.obolibrary.org/obo/PHIPO_0000377	resistance to carboxin	http://purl.obolibrary.org/obo/CHEBI_3405	carboxin
http://purl.obolibrary.org/obo/PHIPO_0000686	resistance to caspofungin	http://purl.obolibrary.org/obo/CHEBI_474180	caspofungin
http://purl.obolibrary.org/obo/PHIPO_0000641	resistance to cefaclor	http://purl.obolibrary.org/obo/CHEBI_3478	cefaclor
http://purl.obolibrary.org/obo/PHIPO_0000712	resistance to cefazolin	http://purl.obolibrary.org/obo/CHEBI_474053	cefazolin
http://purl.obolibrary.org/obo/PHIPO_0000631	resistance to cefepime	http://purl.obolibrary.org/obo/CHEBI_478164	cefepime
http://purl.obolibrary.org/obo/PHIPO_0000565	resistance to cefixime	http://purl.obolibrary.org/obo/CHEBI_472657	cefixime
http://purl.obolibrary.org/obo/PHIPO_0000667	resistance to cefotaxime	http://purl.obolibrary.org/obo/CHEBI_204928	cefotaxime
http://purl.obolibrary.org/obo/PHIPO_0000546	resistance to cefotetan	http://purl.obolibrary.org/obo/CHEBI_3499	cefotetan
http://purl.obolibrary.org/obo/PHIPO_0000668	resistance to cefoxitin	http://purl.obolibrary.org/obo/CHEBI_209807	cefoxitin
http://purl.obolibrary.org/obo/PHIPO_0000594	resistance to cefpodoxime proxetil	http://purl.obolibrary.org/obo/CHEBI_3505	cefpodoxime proxetil
http://purl.obolibrary.org/obo/PHIPO_0000660	resistance to ceftazidime	http://purl.obolibrary.org/obo/CHEBI_3508	ceftazidime
http://purl.obolibrary.org/obo/PHIPO_0000677	resistance to ceftriaxone	http://purl.obolibrary.org/obo/CHEBI_29007	ceftriaxone
http://purl.obolibrary.org/obo/PHIPO_0000582	resistance to cefuroxime	http://purl.obolibrary.org/obo/CHEBI_3515	cefuroxime
http://purl.obolibrary.org/obo/PHIPO_0000708	resistance to cephalexin	http://purl.obolibrary.org/obo/CHEBI_3534	cephalexin
http://purl.obolibrary.org/obo/PHIPO_0000531	resistance to cercosporamide	http://purl.obolibrary.org/obo/CHEBI_78696	cercosporamide
http://purl.obolibrary.org/obo/PHIPO_0000689	resistance to chloramphenicol	http://purl.obolibrary.org/obo/CHEBI_17698	chloramphenicol
http://purl.obolibrary.org/obo/PHIPO_0000545	resistance to chlorothalonil	http://purl.obolibrary.org/obo/CHEBI_3639	chlorothalonil
http://purl.obolibrary.org/obo/PHIPO_0000674	resistance to chlortetracycline	http://purl.obolibrary.org/obo/CHEBI_27644	chlortetracycline
http://purl.obolibrary.org/obo/PHIPO_0000539	resistance to ciprofloxacin	http://purl.obolibrary.org/obo/CHEBI_100241	ciprofloxacin
http://purl.obolibrary.org/obo/PHIPO_0000695	resistance to clarithromycin	http://purl.obolibrary.org/obo/CHEBI_3732	clarithromycin
http://purl.obolibrary.org/obo/PHIPO_0000560	resistance to clindamycin	http://purl.obolibrary.org/obo/CHEBI_3745	clindamycin
http://purl.obolibrary.org/obo/PHIPO_0000709	resistance to clofazimine	http://purl.obolibrary.org/obo/CHEBI_3749	clofazimine
http://purl.obolibrary.org/obo/PHIPO_0000635	resistance to closantel	http://purl.obolibrary.org/obo/CHEBI_77053	closantel
http://purl.obolibrary.org/obo/PHIPO_0000629	resistance to colistin	http://purl.obolibrary.org/obo/CHEBI_37943	colistin
http://purl.obolibrary.org/obo/PHIPO_0000627	resistance to copper	http://purl.obolibrary.org/obo/CHEBI_28694	copper atom
http://purl.obolibrary.org/obo/PHIPO_0000696	resistance to copper sulphate	http://purl.obolibrary.org/obo/CHEBI_23414	copper(II) sulfate
http://purl.obolibrary.org/obo/PHIPO_0000544	resistance to cycloheximide	http://purl.obolibrary.org/obo/CHEBI_27641	cycloheximide
http://purl.obolibrary.org/obo/PHIPO_0000666	resistance to cyclosporine A	http://purl.obolibrary.org/obo/CHEBI_4031	cyclosporin A
http://purl.obolibrary.org/obo/PHIPO_0000327	resistance to cyproconazole	http://purl.obolibrary.org/obo/CHEBI_81758	cyproconazole
http://purl.obolibrary.org/obo/PHIPO_0000694	resistance to daptomycin	http://purl.obolibrary.org/obo/CHEBI_600103	daptomycin
http://purl.obolibrary.org/obo/PHIPO_0000710	resistance to dicloxacillin	http://purl.obolibrary.org/obo/CHEBI_4511	dicloxacillin
http://purl.obolibrary.org/obo/PHIPO_0000382	resistance to diethofencarb	http://purl.obolibrary.org/obo/CHEBI_4520	diethofencarb
http://purl.obolibrary.org/obo/PHIPO_0000663	resistance to difenoconazole	http://purl.obolibrary.org/obo/CHEBI_81760	difenoconazole
http://purl.obolibrary.org/obo/PHIPO_0000636	resistance to diniconazole	http://purl.obolibrary.org/obo/CHEBI_81913	diniconazole
http://purl.obolibrary.org/obo/PHIPO_0000699	resistance to doripenem	http://purl.obolibrary.org/obo/CHEBI_135928	doripenem
http://purl.obolibrary.org/obo/PHIPO_0000603	resistance to doxycycline	http://purl.obolibrary.org/obo/CHEBI_50845	doxycycline
http://purl.obolibrary.org/obo/PHIPO_0000596	resistance to eflornithine	http://purl.obolibrary.org/obo/CHEBI_41948	eflornithine
http://purl.obolibrary.org/obo/PHIPO_0000691	resistance to emamectin	http://purl.obolibrary.org/obo/CHEBI_39230	emamectin
http://purl.obolibrary.org/obo/PHIPO_0000527	resistance to enrofloxacin	http://purl.obolibrary.org/obo/CHEBI_35720	enrofloxacin
http://purl.obolibrary.org/obo/PHIPO_0000613	resistance to epoxyconazole	http://purl.obolibrary.org/obo/CHEBI_4811	epoxiconazole
http://purl.obolibrary.org/obo/PHIPO_0000650	resistance to ertapenem	http://purl.obolibrary.org/obo/CHEBI_404903	ertapenem
http://purl.obolibrary.org/obo/PHIPO_0000622	resistance to erythromycin A	http://purl.obolibrary.org/obo/CHEBI_42355	erythromycin A
http://purl.obolibrary.org/obo/PHIPO_0000542	resistance to ethambutol	http://purl.obolibrary.org/obo/CHEBI_4877	ethambutol
http://purl.obolibrary.org/obo/PHIPO_0000602	resistance to ethionamide	http://purl.obolibrary.org/obo/CHEBI_4885	ethionamide
http://purl.obolibrary.org/obo/PHIPO_0000619	resistance to farnesol	http://purl.obolibrary.org/obo/CHEBI_28600	farnesol
http://purl.obolibrary.org/obo/PHIPO_0000669	resistance to fenarimol	http://purl.obolibrary.org/obo/CHEBI_4998	fenarimol
http://purl.obolibrary.org/obo/PHIPO_0000646	resistance to fenhexamid	http://purl.obolibrary.org/obo/CHEBI_81853	fenhexamid
http://purl.obolibrary.org/obo/PHIPO_0000620	resistance to fenpropidin	http://purl.obolibrary.org/obo/CHEBI_81917	fenpropidin
http://purl.obolibrary.org/obo/PHIPO_0000520	resistance to florfenicol	http://purl.obolibrary.org/obo/CHEBI_87185	florfenicol
http://purl.obolibrary.org/obo/PHIPO_0000653	resistance to fluconazole	http://purl.obolibrary.org/obo/CHEBI_46081	fluconazole
http://purl.obolibrary.org/obo/PHIPO_0000581	resistance to flucytosine	http://purl.obolibrary.org/obo/CHEBI_5100	flucytosine
http://purl.obolibrary.org/obo/PHIPO_0000592	resistance to fludioxonil	http://purl.obolibrary.org/obo/CHEBI_81763	fludioxonil
http://purl.obolibrary.org/obo/PHIPO_0000607	resistance to flutriafol	http://purl.obolibrary.org/obo/CHEBI_81923	flutriafol
http://purl.obolibrary.org/obo/PHIPO_0000697	resistance to fosfomycin	http://purl.obolibrary.org/obo/CHEBI_28915	fosfomycin
http://purl.obolibrary.org/obo/PHIPO_0000563	resistance to furazolidone	http://purl.obolibrary.org/obo/CHEBI_5195	furazolidone
http://purl.obolibrary.org/obo/PHIPO_0000611	resistance to fusidic acid	http://purl.obolibrary.org/obo/CHEBI_29013	fusidic acid
http://purl.obolibrary.org/obo/PHIPO_0000621	resistance to gatifloxacin	http://purl.obolibrary.org/obo/CHEBI_5280	gatifloxacin
http://purl.obolibrary.org/obo/PHIPO_0000659	resistance to gentamicin	http://purl.obolibrary.org/obo/CHEBI_17833	gentamycin
http://purl.obolibrary.org/obo/PHIPO_0000573	resistance to gentamycin C1	http://purl.obolibrary.org/obo/CHEBI_27412	gentamycin C1
http://purl.obolibrary.org/obo/PHIPO_0000533	resistance to gramicidin D	http://purl.obolibrary.org/obo/CHEBI_5530	gramicidin S
http://purl.obolibrary.org/obo/PHIPO_0000632	resistance to hydrogen peroxide	http://purl.obolibrary.org/obo/CHEBI_16240	hydrogen peroxide
http://purl.obolibrary.org/obo/PHIPO_0000548	resistance to hygromycin B	http://purl.obolibrary.org/obo/CHEBI_16976	hygromycin B
http://purl.obolibrary.org/obo/PHIPO_0000707	resistance to hymexazol	http://purl.obolibrary.org/obo/CHEBI_5827	hymexazol
http://purl.obolibrary.org/obo/PHIPO_0000643	resistance to imipenem	http://purl.obolibrary.org/obo/CHEBI_471744	imipenem
http://purl.obolibrary.org/obo/PHIPO_0000389	resistance to iprodione	http://purl.obolibrary.org/obo/CHEBI_28909	iprodione
http://purl.obolibrary.org/obo/PHIPO_0000538	resistance to isoniazid	http://purl.obolibrary.org/obo/CHEBI_6030	isoniazide
http://purl.obolibrary.org/obo/PHIPO_0000675	resistance to itraconazole	http://purl.obolibrary.org/obo/CHEBI_6076	itraconazole
http://purl.obolibrary.org/obo/PHIPO_0000616	resistance to kanamycin A	http://purl.obolibrary.org/obo/CHEBI_17630	kanamycin A
http://purl.obolibrary.org/obo/PHIPO_0000524	resistance to ketoconazole	http://purl.obolibrary.org/obo/CHEBI_47519	ketoconazole
http://purl.obolibrary.org/obo/PHIPO_0000559	resistance to latrunculin A	http://purl.obolibrary.org/obo/CHEBI_69136	latrunculin A
http://purl.obolibrary.org/obo/PHIPO_0000571	resistance to leptomycin B	http://purl.obolibrary.org/obo/CHEBI_52646	leptomycin B
http://purl.obolibrary.org/obo/PHIPO_0000670	resistance to levofloxacin	http://purl.obolibrary.org/obo/CHEBI_63598	levofloxacin
http://purl.obolibrary.org/obo/PHIPO_0000704	resistance to lincomycin	http://purl.obolibrary.org/obo/CHEBI_6472	lincomycin
http://purl.obolibrary.org/obo/PHIPO_0000610	resistance to linezolid	http://purl.obolibrary.org/obo/CHEBI_63607	linezolid
