defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/PHIPO_0000251	abnormal RNA localization	http://purl.obolibrary.org/obo/GO_0006403	RNA localization
http://purl.obolibrary.org/obo/PHIPO_0000047	abnormal asexual reproduction	http://purl.obolibrary.org/obo/GO_0019954	asexual reproduction
http://purl.obolibrary.org/obo/PHIPO_0000078	abnormal asexual sporulation	http://purl.obolibrary.org/obo/GO_0030436	asexual sporulation
http://purl.obolibrary.org/obo/PHIPO_0000379	abnormal cell wall organization	http://purl.obolibrary.org/obo/GO_0071555	cell wall organization
http://purl.obolibrary.org/obo/PHIPO_0001086	abnormal cellular component assembly	http://purl.obolibrary.org/obo/GO_0022607	cellular component assembly
http://purl.obolibrary.org/obo/PHIPO_0000400	abnormal cellular component organization	http://purl.obolibrary.org/obo/GO_0016043	cellular component organization
http://purl.obolibrary.org/obo/PHIPO_0000285	abnormal cellular pigment accumulation	http://purl.obolibrary.org/obo/GO_0043476	pigment accumulation
http://purl.obolibrary.org/obo/PHIPO_0000929	abnormal cellular process	http://purl.obolibrary.org/obo/GO_0009987	cellular process
http://purl.obolibrary.org/obo/PHIPO_0000261	abnormal endocytosis	http://purl.obolibrary.org/obo/GO_0006897	endocytosis
http://purl.obolibrary.org/obo/PHIPO_0000122	abnormal endospore formation	http://purl.obolibrary.org/obo/GO_0034301	endospore formation
http://purl.obolibrary.org/obo/PHIPO_0001094	abnormal localization	http://purl.obolibrary.org/obo/GO_0051179	localization
http://purl.obolibrary.org/obo/PHIPO_0000981	abnormal meiosis	http://purl.obolibrary.org/obo/GO_0140013	meiotic nuclear division
http://purl.obolibrary.org/obo/PHIPO_0000097	abnormal meiosis I	http://purl.obolibrary.org/obo/GO_0007127	meiosis I
http://purl.obolibrary.org/obo/PHIPO_0000096	abnormal meiosis II	http://purl.obolibrary.org/obo/GO_0007135	meiosis II
http://purl.obolibrary.org/obo/PHIPO_0000983	abnormal meiotic cell cycle	http://purl.obolibrary.org/obo/GO_1903046	meiotic cell cycle process
http://purl.obolibrary.org/obo/PHIPO_0000040	abnormal mutualism	http://purl.obolibrary.org/obo/GO_0085030	mutualism
http://purl.obolibrary.org/obo/PHIPO_0000040	abnormal mutualism	http://purl.obolibrary.org/obo/GO_0085030	symbiotic process benefiting host
http://purl.obolibrary.org/obo/PHIPO_0000263	abnormal nuclear transport	http://purl.obolibrary.org/obo/GO_0051169	nuclear transport
http://purl.obolibrary.org/obo/PHIPO_0000241	abnormal protein complex localization	http://purl.obolibrary.org/obo/GO_0031503	protein-containing complex localization
http://purl.obolibrary.org/obo/PHIPO_0000239	abnormal protein localization	http://purl.obolibrary.org/obo/GO_0008104	protein localization
http://purl.obolibrary.org/obo/PHIPO_0000244	abnormal protein localization to nucleus	http://purl.obolibrary.org/obo/GO_0034504	protein localization to nucleus
http://purl.obolibrary.org/obo/PHIPO_0001118	abnormal protein modification	http://purl.obolibrary.org/obo/GO_0036211	protein modification process
http://purl.obolibrary.org/obo/PHIPO_0001119	abnormal protein phosphorylation	http://purl.obolibrary.org/obo/GO_0006468	protein phosphorylation
http://purl.obolibrary.org/obo/PHIPO_0000265	abnormal protein transport	http://purl.obolibrary.org/obo/GO_0015031	protein transport
http://purl.obolibrary.org/obo/PHIPO_0000043	abnormal reproduction phenotype	http://purl.obolibrary.org/obo/GO_0000003	obsolete reproduction
http://purl.obolibrary.org/obo/PHIPO_0000043	abnormal reproduction phenotype	http://purl.obolibrary.org/obo/GO_0000003	reproduction
http://purl.obolibrary.org/obo/PHIPO_0000048	abnormal sexual reproduction	http://purl.obolibrary.org/obo/GO_0019953	sexual reproduction
http://purl.obolibrary.org/obo/PHIPO_0000077	abnormal sexual sporulation	http://purl.obolibrary.org/obo/GO_0034293	sexual sporulation
http://purl.obolibrary.org/obo/PHIPO_0000498	abnormal toxin biosynthetic process	http://purl.obolibrary.org/obo/GO_0009403	toxin biosynthetic process
http://purl.obolibrary.org/obo/PHIPO_0000257	abnormal transport	http://purl.obolibrary.org/obo/GO_0006810	transport
http://purl.obolibrary.org/obo/PHIPO_0000267	abnormal vacuolar transport	http://purl.obolibrary.org/obo/GO_0007034	vacuolar transport
http://purl.obolibrary.org/obo/PHIPO_0001147	cellular metabolic process phenotype	http://purl.obolibrary.org/obo/GO_0044237	cellular metabolic process
http://purl.obolibrary.org/obo/PHIPO_0001147	cellular metabolic process phenotype	http://purl.obolibrary.org/obo/GO_0044237	obsolete cellular metabolic process
http://purl.obolibrary.org/obo/PHIPO_0000467	presence of effector-independent host hypersensitive response	http://purl.obolibrary.org/obo/GO_0009626	plant-type hypersensitive response
