defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/WBPhenotype_0000741	DNA damage checkpoint variant	http://purl.obolibrary.org/obo/GO_0000077	DNA damage checkpoint signaling
http://purl.obolibrary.org/obo/WBPhenotype_0000732	DNA metabolism variant	http://purl.obolibrary.org/obo/GO_0006259	DNA metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000742	DNA recombination variant	http://purl.obolibrary.org/obo/GO_0006310	DNA recombination
http://purl.obolibrary.org/obo/WBPhenotype_0000433	DNA synthesis variant	http://purl.obolibrary.org/obo/GO_0006260	DNA replication
http://purl.obolibrary.org/obo/WBPhenotype_0001485	ER stress response variant	http://purl.obolibrary.org/obo/GO_0034976	response to endoplasmic reticulum stress
http://purl.obolibrary.org/obo/WBPhenotype_0000873	G1 checkpoint variant	http://purl.obolibrary.org/obo/GO_0044819	mitotic G1/S transition checkpoint signaling
http://purl.obolibrary.org/obo/WBPhenotype_0000874	G2 checkpoint variant	http://purl.obolibrary.org/obo/GO_0044818	mitotic G2/M transition checkpoint
http://purl.obolibrary.org/obo/WBPhenotype_0000655	GABA synaptic transmission variant	http://purl.obolibrary.org/obo/GO_0051932	synaptic transmission, GABAergic
http://purl.obolibrary.org/obo/WBPhenotype_0001826	RNA degradation variant	http://purl.obolibrary.org/obo/GO_0006401	RNA catabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0001827	RNA metabolism variant	http://purl.obolibrary.org/obo/GO_0016070	RNA metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000028	RNA processing variant	http://purl.obolibrary.org/obo/GO_0006396	RNA processing
http://purl.obolibrary.org/obo/WBPhenotype_0000875	S phase checkpoint variant	http://purl.obolibrary.org/obo/GO_0031573	mitotic intra-S DNA damage checkpoint signaling
http://purl.obolibrary.org/obo/WBPhenotype_0000223	acetylcholine metabolism variant	http://purl.obolibrary.org/obo/GO_0008291	acetylcholine metabolic process
http://purl.obolibrary.org/obo/WBPhenotype_0000656	acetylcholine synaptic transmission variant	http://purl.obolibrary.org/obo/GO_0007271	synaptic transmission, cholinergic
http://purl.obolibrary.org/obo/WBPhenotype_0001587	actin organization biogenesis phenotype	http://purl.obolibrary.org/obo/GO_0030036	actin cytoskeleton organization
http://purl.obolibrary.org/obo/WBPhenotype_0000818	adult behavior variant	http://purl.obolibrary.org/obo/GO_0030534	adult behavior
http://purl.obolibrary.org/obo/WBPhenotype_0002228	aluminum response variant	http://purl.obolibrary.org/obo/GO_0010044	response to aluminum ion
http://purl.obolibrary.org/obo/WBPhenotype_0000627	anesthetic response variant	http://purl.obolibrary.org/obo/GO_0072347	response to anesthetic
http://purl.obolibrary.org/obo/WBPhenotype_0002424	anoxia response variant	http://purl.obolibrary.org/obo/GO_0034059	response to anoxia
http://purl.obolibrary.org/obo/WBPhenotype_0000730	apoptosis variant	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process
