defined_class	defined_class_label	biological_process	biological_process_label
http://purl.obolibrary.org/obo/WBPhenotype_0000184	apoptosis fails to occur	http://purl.obolibrary.org/obo/GO_0006915	apoptotic process
http://purl.obolibrary.org/obo/WBPhenotype_0002514	backing absent	http://purl.obolibrary.org/obo/GO_0043057	backward locomotion
http://purl.obolibrary.org/obo/WBPhenotype_0000417	cell division failure	http://purl.obolibrary.org/obo/GO_0051301	cell division
http://purl.obolibrary.org/obo/WBPhenotype_0000393	cell migration failure	http://purl.obolibrary.org/obo/GO_0016477	cell migration
http://purl.obolibrary.org/obo/WBPhenotype_0001362	chromosome condensation failure	http://purl.obolibrary.org/obo/GO_0030261	chromosome condensation
http://purl.obolibrary.org/obo/WBPhenotype_0000351	failure to hatch	http://purl.obolibrary.org/obo/GO_0035188	hatching
http://purl.obolibrary.org/obo/WBPhenotype_0001244	intraflagellar transport absent	http://purl.obolibrary.org/obo/GO_0042073	intraciliary transport
http://purl.obolibrary.org/obo/WBPhenotype_0000190	no dauer recovery	http://purl.obolibrary.org/obo/GO_0043054	dauer exit
http://purl.obolibrary.org/obo/WBPhenotype_0000410	no defecation cycle	http://purl.obolibrary.org/obo/GO_0035882	defecation rhythm
http://purl.obolibrary.org/obo/WBPhenotype_0001373	protein RNA interaction abolished	http://purl.obolibrary.org/obo/GO_0022618	protein-RNA complex assembly
http://purl.obolibrary.org/obo/WBPhenotype_0001373	protein RNA interaction abolished	http://purl.obolibrary.org/obo/GO_0022618	ribonucleoprotein complex assembly
http://purl.obolibrary.org/obo/WBPhenotype_0001168	pseudocleavage absent early emb	http://purl.obolibrary.org/obo/GO_0030590	first cell cycle pseudocleavage
http://purl.obolibrary.org/obo/WBPhenotype_0001396	pumping absent	http://purl.obolibrary.org/obo/GO_0043050	nematode pharyngeal pumping
