defined_class	defined_class_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/WBPhenotype_0002050	abamectin sensitive	http://purl.obolibrary.org/obo/CHEBI_39214	abamectin
http://purl.obolibrary.org/obo/WBPhenotype_0000016	aldicarb hypersensitive	http://purl.obolibrary.org/obo/CHEBI_2555	aldicarb
http://purl.obolibrary.org/obo/WBPhenotype_0000214	alpha amanitin hypersensitive	http://purl.obolibrary.org/obo/CHEBI_37415	alpha-amanitin
http://purl.obolibrary.org/obo/WBPhenotype_0002220	antimonite hypersensitivity	http://purl.obolibrary.org/obo/CHEBI_30297	antimonite
http://purl.obolibrary.org/obo/WBPhenotype_0002217	antimony hypersensitive	http://purl.obolibrary.org/obo/CHEBI_30513	antimony atom
http://purl.obolibrary.org/obo/WBPhenotype_0000325	arecoline hypersensitive	http://purl.obolibrary.org/obo/CHEBI_2814	arecoline
http://purl.obolibrary.org/obo/WBPhenotype_0002244	arsenic hypersensitive	http://purl.obolibrary.org/obo/CHEBI_27563	arsenic atom
http://purl.obolibrary.org/obo/WBPhenotype_0002218	arsenite hypersensitive	http://purl.obolibrary.org/obo/CHEBI_22633	arsenite ion
http://purl.obolibrary.org/obo/WBPhenotype_0000932	bisphenol A hypersensitive	http://purl.obolibrary.org/obo/CHEBI_33216	bisphenol A
http://purl.obolibrary.org/obo/WBPhenotype_0000586	bleach hypersensitive	http://purl.obolibrary.org/obo/CHEBI_29222	hypochlorite
http://purl.obolibrary.org/obo/WBPhenotype_0001655	cadmium hypersensitive	http://purl.obolibrary.org/obo/CHEBI_22977	cadmium atom
http://purl.obolibrary.org/obo/WBPhenotype_0001918	chemical hypersensitive	http://purl.obolibrary.org/obo/CHEBI_24431	chemical entity
http://purl.obolibrary.org/obo/WBPhenotype_0000488	chloroquine hypersensitive	http://purl.obolibrary.org/obo/CHEBI_3638	chloroquine
http://purl.obolibrary.org/obo/WBPhenotype_0002226	cobalt hypersensitive	http://purl.obolibrary.org/obo/CHEBI_27638	cobalt atom
http://purl.obolibrary.org/obo/WBPhenotype_0000486	colchicine hypersensitive	http://purl.obolibrary.org/obo/CHEBI_23359	colchicine
http://purl.obolibrary.org/obo/WBPhenotype_0000593	copper hypersensitive	http://purl.obolibrary.org/obo/CHEBI_28694	copper atom
http://purl.obolibrary.org/obo/WBPhenotype_0001610	diethyl ether hypersensitive	http://purl.obolibrary.org/obo/CHEBI_35702	diethyl ether
http://purl.obolibrary.org/obo/WBPhenotype_0001419	emetine hypersensitive	http://purl.obolibrary.org/obo/CHEBI_4781	emetine
http://purl.obolibrary.org/obo/WBPhenotype_0001608	enflurane hypersensitive	http://purl.obolibrary.org/obo/CHEBI_4792	enflurane
http://purl.obolibrary.org/obo/WBPhenotype_0001606	ethanol hypersensitive	http://purl.obolibrary.org/obo/CHEBI_16236	ethanol
http://purl.obolibrary.org/obo/WBPhenotype_0002219	fluoranthene hypersensitive	http://purl.obolibrary.org/obo/CHEBI_33083	fluoranthene
