<http://purl.obolibrary.org/obo/HP_0000587>	"Abnormality of the optic nerve"	<http://purl.obolibrary.org/obo/HP_0001093>	"Optic nerve dysplasia"
<http://purl.obolibrary.org/obo/HP_0001747>	"Accessory spleen"	<http://purl.obolibrary.org/obo/HP_0001748>	"Polysplenia"
<http://purl.obolibrary.org/obo/HP_0001002>	"Decreased subcutaneous fat"	<http://purl.obolibrary.org/obo/HP_0003758>	"Reduced subcutaneous adipose tissue"
<http://purl.obolibrary.org/obo/HP_0011942>	"Increased urinary sulfite"	<http://purl.obolibrary.org/obo/HP_0012613>	"Increased urinary sulfate"
<http://purl.obolibrary.org/obo/HP_0002307>	"Drooling"	<http://purl.obolibrary.org/obo/HP_0003781>	"Excessive salivation"
<http://purl.obolibrary.org/obo/HP_0000826>	"Precocious puberty"	<http://purl.obolibrary.org/obo/HP_0100000>	"Early onset of sexual maturation"
<http://purl.obolibrary.org/obo/HP_0000764>	"Peripheral axonal degeneration"	<http://purl.obolibrary.org/obo/HP_0040078>	"Axonal degeneration"
<http://purl.obolibrary.org/obo/HP_0009118>	"Aplasia/Hypoplasia of the mandible"	<http://purl.obolibrary.org/obo/HP_0009939>	"Mandibular aplasia"
<http://purl.obolibrary.org/obo/HP_0000347>	"Micrognathia"	<http://purl.obolibrary.org/obo/HP_0009939>	"Mandibular aplasia"
<http://purl.obolibrary.org/obo/HP_0002435>	"Meningocele"	<http://purl.obolibrary.org/obo/HP_0002475>	"Myelomeningocele"
<http://purl.obolibrary.org/obo/HP_0001539>	"Omphalocele"	<http://purl.obolibrary.org/obo/HP_0001543>	"Gastroschisis"
<http://purl.obolibrary.org/obo/HP_0000538>	"Pseudopapilledema"	<http://purl.obolibrary.org/obo/HP_0001085>	"Papilledema"
<http://purl.obolibrary.org/obo/HP_0001156>	"Brachydactyly syndrome"	<http://purl.obolibrary.org/obo/HP_0011927>	"Short digit"
<http://purl.obolibrary.org/obo/HP_0000872>	"Hashimoto thyroiditis"	<http://purl.obolibrary.org/obo/HP_0100646>	"Thyroiditis"
<http://purl.obolibrary.org/obo/HP_0002185>	"Neurofibrillary tangles"	<http://purl.obolibrary.org/obo/HP_0100256>	"Senile plaques"
<http://purl.obolibrary.org/obo/HP_0005266>	"Intestinal polyp"	<http://purl.obolibrary.org/obo/HP_0200008>	"Intestinal polyposis"
<http://purl.obolibrary.org/obo/HP_0002644>	"Abnormality of pelvic girdle bone morphology"	<http://purl.obolibrary.org/obo/HP_0040163>	"Abnormal pelvis bone morphology"
<http://purl.obolibrary.org/obo/HP_0005921>	"Abnormal ossification of hand bones"	<http://purl.obolibrary.org/obo/HP_0010660>	"Abnormal hand bone ossification"
<http://purl.obolibrary.org/obo/HP_0003220>	"Abnormality of chromosome stability"	<http://purl.obolibrary.org/obo/HP_0040012>	"Chromosome breakage"
<http://purl.obolibrary.org/obo/HP_0000057>	"obsolete Clitoromegaly"	<http://purl.obolibrary.org/obo/HP_0040253>	"Increased size of the clitoris"
<http://purl.obolibrary.org/obo/HP_0001650>	"Aortic valve stenosis"	<http://purl.obolibrary.org/obo/HP_0001680>	"Coarctation of aorta"
<http://purl.obolibrary.org/obo/HP_0002813>	"Abnormality of limb bone morphology"	<http://purl.obolibrary.org/obo/HP_0040064>	"Abnormality of limbs"
<http://purl.obolibrary.org/obo/HP_0007016>	"Corticospinal tract hypoplasia"	<http://purl.obolibrary.org/obo/HP_0007348>	"Hypoplasia of the pyramidal tract"
<http://purl.obolibrary.org/obo/HP_0001762>	"Talipes equinovarus"	<http://purl.obolibrary.org/obo/HP_0001883>	"Talipes"
<http://purl.obolibrary.org/obo/HP_0002843>	"Abnormality of T cells"	<http://purl.obolibrary.org/obo/HP_0030332>	"Abnormal T cell morphology"
<http://purl.obolibrary.org/obo/HP_0000479>	"Abnormality of the retina"	<http://purl.obolibrary.org/obo/HP_0007973>	"Retinal dysplasia"
<http://purl.obolibrary.org/obo/HP_0001578>	"Hypercortisolism"	<http://purl.obolibrary.org/obo/HP_0003118>	"Increased circulating cortisol level"
<http://purl.obolibrary.org/obo/HP_0001677>	"Coronary artery disease"	<http://purl.obolibrary.org/obo/HP_0005145>	"Coronary artery stenosis"
<http://purl.obolibrary.org/obo/HP_0007363>	"Aplasia/Hypoplasia of the pyramidal tract"	<http://purl.obolibrary.org/obo/HP_0007365>	"Aplasia/Hypoplasia involving the corticospinal tracts"
<http://purl.obolibrary.org/obo/HP_0008163>	"Decreased circulating cortisol level"	<http://purl.obolibrary.org/obo/HP_0008220>	"Hypocortisolemia"
<http://purl.obolibrary.org/obo/HP_0008216>	"Adrenal gland dysgenesis"	<http://purl.obolibrary.org/obo/HP_0011732>	"Abnormality of adrenal morphology"
<http://purl.obolibrary.org/obo/HP_0005232>	"Pancreatic dysplasia"	<http://purl.obolibrary.org/obo/HP_0012090>	"Abnormality of pancreas morphology"
<http://purl.obolibrary.org/obo/HP_0001913>	"Granulocytopenia"	<http://purl.obolibrary.org/obo/HP_0012234>	"Agranulocytosis"
<http://purl.obolibrary.org/obo/HP_0001006>	"Hypotrichosis"	<http://purl.obolibrary.org/obo/HP_0002298>	"Absent hair"
<http://purl.obolibrary.org/obo/HP_0000078>	"Abnormality of the genital system"	<http://purl.obolibrary.org/obo/HP_0012243>	"Abnormal genital system morphology"
<http://purl.obolibrary.org/obo/HP_0003134>	"Abnormality of peripheral nerve conduction"	<http://purl.obolibrary.org/obo/HP_0040129>	"Abnormal nerve conduction velocity"
<http://purl.obolibrary.org/obo/HP_0001022>	"Albinism"	<http://purl.obolibrary.org/obo/HP_0007513>	"Generalized hypopigmentation"
<http://purl.obolibrary.org/obo/HP_0008188>	"Thyroid dysgenesis"	<http://purl.obolibrary.org/obo/HP_0011772>	"Abnormality of thyroid morphology"
<http://purl.obolibrary.org/obo/HP_0004935>	"Pulmonary artery atresia"	<http://purl.obolibrary.org/obo/HP_0010882>	"Pulmonary valve atresia"
<http://purl.obolibrary.org/obo/HP_0004960>	"Absent pulmonary artery"	<http://purl.obolibrary.org/obo/HP_0010882>	"Pulmonary valve atresia"
<http://purl.obolibrary.org/obo/HP_0000003>	"Multicystic kidney dysplasia"	<http://purl.obolibrary.org/obo/HP_0000113>	"Polycystic kidney dysplasia"
<http://purl.obolibrary.org/obo/HP_0003540>	"Impaired platelet aggregation"	<http://purl.obolibrary.org/obo/HP_0030402>	"Abnormal platelet aggregation"
<http://purl.obolibrary.org/obo/HP_0040064>	"Abnormality of limbs"	<http://purl.obolibrary.org/obo/HP_0040068>	"Abnormality of limb bone"
<http://purl.obolibrary.org/obo/HP_0002813>	"Abnormality of limb bone morphology"	<http://purl.obolibrary.org/obo/HP_0040068>	"Abnormality of limb bone"
<http://purl.obolibrary.org/obo/HP_0000347>	"Micrognathia"	<http://purl.obolibrary.org/obo/HP_0009118>	"Aplasia/Hypoplasia of the mandible"
<http://purl.obolibrary.org/obo/HP_0008066>	"Abnormal blistering of the skin"	<http://purl.obolibrary.org/obo/HP_0200037>	"Skin vesicle"
<http://purl.obolibrary.org/obo/HP_0011037>	"Decreased urine output"	<http://purl.obolibrary.org/obo/HP_0100520>	"Oliguria"
<http://purl.obolibrary.org/obo/HP_0002164>	"Nail dysplasia"	<http://purl.obolibrary.org/obo/HP_0008404>	"Nail dystrophy"
<http://purl.obolibrary.org/obo/HP_0000256>	"Macrocephaly"	<http://purl.obolibrary.org/obo/HP_0040194>	"Increased head circumference"
<http://purl.obolibrary.org/obo/HP_0005736>	"Short tibia"	<http://purl.obolibrary.org/obo/HP_0006436>	"Shortening of the tibia"
<http://purl.obolibrary.org/obo/HP_0009815>	"Aplasia/hypoplasia of the extremities"	<http://purl.obolibrary.org/obo/HP_0045060>	"Aplasia/hypoplasia involving bones of the extremities"
<http://purl.obolibrary.org/obo/HP_0000235>	"Abnormality of the fontanelles or cranial sutures"	<http://purl.obolibrary.org/obo/HP_0011329>	"Abnormality of cranial sutures"
<http://purl.obolibrary.org/obo/HP_0004935>	"Pulmonary artery atresia"	<http://purl.obolibrary.org/obo/HP_0004960>	"Absent pulmonary artery"
<http://purl.obolibrary.org/obo/HP_0001166>	"Arachnodactyly"	<http://purl.obolibrary.org/obo/HP_0100807>	"Long fingers"
<http://purl.obolibrary.org/obo/HP_0100763>	"Abnormality of the lymphatic system"	<http://purl.obolibrary.org/obo/HP_0100766>	"Abnormality of the lymphatic vessels"
<http://purl.obolibrary.org/obo/HP_0000495>	"Recurrent corneal erosions"	<http://purl.obolibrary.org/obo/HP_0012804>	"Corneal ulceration"
<http://purl.obolibrary.org/obo/HP_0005453>	"Absent/hypoplastic paranasal sinuses"	<http://purl.obolibrary.org/obo/HP_0009120>	"Aplasia/Hypoplasia involving the sinuses"
<http://purl.obolibrary.org/obo/HP_0002062>	"Morphological abnormality of the pyramidal tract"	<http://purl.obolibrary.org/obo/HP_0002492>	"Abnormality of the corticospinal tract"
