DOID:0001816	angiosarcoma	HP:0200058	Angiosarcoma	false	
DOID:0001816	angiosarcoma	HP:0200058	Angiosarcoma	true	
DOID:0001816	angiosarcoma	MP:0003667	increased hemangiosarcoma incidence	false	
DOID:0001816	angiosarcoma	MP:0003667	increased hemangiosarcoma incidence	true	
DOID:0002116	pterygium	HP:0001059	Pterygium	false	
DOID:0002116	pterygium	HP:0001059	Pterygium	true	
DOID:0002116	pterygium	MP:0003664	ocular pterygium	false	
DOID:0002116	pterygium	MP:0003664	ocular pterygium	true	
DOID:0050127	sinusitis	HP:0000246	Sinusitis	false	
DOID:0050127	sinusitis	HP:0000246	Sinusitis	true	
DOID:0050127	sinusitis	MP:0001872	sinus inflammation	false	
DOID:0050127	sinusitis	MP:0001872	sinus inflammation	true	
DOID:0050127	sinusitis	SYMP:0000134	sinusitis	false	
DOID:0050127	sinusitis	SYMP:0000134	sinusitis	true	
DOID:0050129	secretory diarrhea	HP:0005208	Secretory diarrhea	false	
DOID:0050129	secretory diarrhea	HP:0005208	Secretory diarrhea	true	
DOID:0050140	acute diarrhea	SYMP:0000675	acute diarrhea	false	
DOID:0050140	acute diarrhea	SYMP:0000675	acute diarrhea	true	
DOID:0050148	laryngotracheitis	SYMP:0000069	laryngotracheitis	false	
DOID:0050148	laryngotracheitis	SYMP:0000069	laryngotracheitis	true	
DOID:0050152	aspiration pneumonia	HP:0011951	Aspiration pneumonia	false	
DOID:0050152	aspiration pneumonia	HP:0011951	Aspiration pneumonia	true	
DOID:0050157	cryptogenic organizing pneumonia	HP:0011945	Bronchiolitis obliterans organizing pneumonia	false	
DOID:0050157	cryptogenic organizing pneumonia	HP:0011945	Bronchiolitis obliterans organizing pneumonia	true	
DOID:0050159	lymphoid interstitial pneumonia	HP:0006527	Lymphoid interstitial pneumonia	false	
DOID:0050159	lymphoid interstitial pneumonia	HP:0006527	Lymphoid interstitial pneumonia	true	
DOID:0050328	congenital hypothyroidism	HP:0000851	Congenital hypothyroidism	false	
DOID:0050328	congenital hypothyroidism	HP:0000851	Congenital hypothyroidism	true	
DOID:0050332	enlarged vestibular aqueduct	HP:0011387	Enlarged vestibular aqueduct	false	
DOID:0050332	enlarged vestibular aqueduct	HP:0011387	Enlarged vestibular aqueduct	true	
DOID:0050335	bradyopsia	HP:0030511	Bradyopsia	false	
DOID:0050335	bradyopsia	HP:0030511	Bradyopsia	true	
DOID:0050336	hypophosphatemia	HP:0002148	Hypophosphatemia	false	
DOID:0050336	hypophosphatemia	HP:0002148	Hypophosphatemia	true	
DOID:0050336	hypophosphatemia	MP:0000198	decreased circulating phosphate level	false	
DOID:0050336	hypophosphatemia	MP:0000198	decreased circulating phosphate level	true	
DOID:0050387	nonpapillary renal cell carcinoma	HP:0006770	Clear cell renal cell carcinoma	false	
DOID:0050387	nonpapillary renal cell carcinoma	HP:0006770	Clear cell renal cell carcinoma	true	
DOID:0050424	familial adenomatous polyposis	HP:0005227	Adenomatous colonic polyposis	true	
DOID:0050425	restless legs syndrome	HP:0012452	Restless legs	false	
DOID:0050425	restless legs syndrome	HP:0012452	Restless legs	true	
DOID:0050428	nonepidermolytic palmoplantar keratoderma	HP:0007404	Nonepidermolytic palmoplantar keratoderma	false	
DOID:0050428	nonepidermolytic palmoplantar keratoderma	HP:0007404	Nonepidermolytic palmoplantar keratoderma	true	
DOID:0050453	lissencephaly	HP:0001339	Lissencephaly	false	
DOID:0050453	lissencephaly	HP:0001339	Lissencephaly	true	
DOID:0050458	juvenile myelomonocytic leukemia	HP:0012209	Juvenile myelomonocytic leukemia	false	
DOID:0050458	juvenile myelomonocytic leukemia	HP:0012209	Juvenile myelomonocytic leukemia	true	
DOID:0050459	hyperphosphatemia	HP:0002905	Hyperphosphatemia	false	
DOID:0050459	hyperphosphatemia	HP:0002905	Hyperphosphatemia	true	
DOID:0050459	hyperphosphatemia	MP:0001566	increased circulating phosphate level	false	
DOID:0050459	hyperphosphatemia	MP:0001566	increased circulating phosphate level	true	
DOID:0050461	aspartylglucosaminuria	HP:0012068	Aspartylglucosaminuria	false	
DOID:0050461	aspartylglucosaminuria	HP:0012068	Aspartylglucosaminuria	true	
DOID:0050461	aspartylglucosaminuria	MP:0011516	aspartylglucosaminuria	false	
DOID:0050461	aspartylglucosaminuria	MP:0011516	aspartylglucosaminuria	true	
DOID:0050486	exanthem	HP:0000988	Skin rash	false	
DOID:0050486	exanthem	HP:0000988	Skin rash	true	
DOID:0050486	exanthem	SYMP:0000487	rash	false	
DOID:0050486	exanthem	SYMP:0000629	exanthema	false	
DOID:0050486	exanthem	SYMP:0000629	exanthema	true	
DOID:0050489	multinodular goiter	HP:0005987	Multinodular goiter	false	
DOID:0050489	multinodular goiter	HP:0005987	Multinodular goiter	true	
DOID:0050524	maturity-onset diabetes of the young	HP:0004904	Maturity-onset diabetes of the young	false	
DOID:0050524	maturity-onset diabetes of the young	HP:0004904	Maturity-onset diabetes of the young	true	
DOID:0050534	congenital stationary night blindness	HP:0007642	Congenital stationary night blindness	false	
DOID:0050534	congenital stationary night blindness	HP:0007642	Congenital stationary night blindness	true	
DOID:0050535	exudative vitreoretinopathy	HP:0030490	Exudative vitreoretinopathy	false	
DOID:0050535	exudative vitreoretinopathy	HP:0030490	Exudative vitreoretinopathy	true	
DOID:0050537	posterior polar cataract	HP:0001115	Posterior polar cataract	false	
DOID:0050537	posterior polar cataract	HP:0001115	Posterior polar cataract	true	
DOID:0050537	posterior polar cataract	MP:0010260	posterior polar cataracts	true	
DOID:0050544	hypermethioninemia	HP:0003235	Hypermethioninemia	false	
DOID:0050544	hypermethioninemia	HP:0003235	Hypermethioninemia	true	
DOID:0050545	visceral heterotaxy	MP:0002767	situs ambiguus	false	
DOID:0050545	visceral heterotaxy	MP:0002767	situs ambiguus	true	
DOID:0050545	visceral heterotaxy	MP:0004133	heterotaxia	false	
DOID:0050545	visceral heterotaxy	MP:0004133	heterotaxia	true	
DOID:0050557	congenital muscular dystrophy	HP:0003741	Congenital muscular dystrophy	false	
DOID:0050557	congenital muscular dystrophy	HP:0003741	Congenital muscular dystrophy	true	
DOID:0050562	West syndrome	HP:0011097	Epileptic spasms	false	
DOID:0050562	West syndrome	HP:0011097	Epileptic spasms	true	
DOID:0050563	nonsyndromic deafness	MP:0004749	nonsyndromic hearing loss	false	
DOID:0050563	nonsyndromic deafness	MP:0004749	nonsyndromic hearing loss	true	
DOID:0050572	cone-rod dystrophy	HP:0000510	Rod-cone dystrophy	false	
DOID:0050572	cone-rod dystrophy	HP:0000510	Rod-cone dystrophy	true	
DOID:0050572	cone-rod dystrophy	HP:0000548	Cone/cone-rod dystrophy	false	
DOID:0050572	cone-rod dystrophy	HP:0000548	Cone/cone-rod dystrophy	true	
DOID:0050574	L-2-hydroxyglutaric aciduria	HP:0040144	L-2-hydroxyglutaric aciduria	false	
DOID:0050574	L-2-hydroxyglutaric aciduria	HP:0040144	L-2-hydroxyglutaric aciduria	true	
DOID:0050574	L-2-hydroxyglutaric aciduria	HP:0040147	L-2-hydroxyglutaric acidemia	false	
DOID:0050574	L-2-hydroxyglutaric aciduria	HP:0040147	L-2-hydroxyglutaric acidemia	true	
DOID:0050575	D-2-hydroxyglutaric aciduria	HP:0012321	D-2-hydroxyglutaric aciduria	false	
DOID:0050575	D-2-hydroxyglutaric aciduria	HP:0012321	D-2-hydroxyglutaric aciduria	true	
DOID:0050578	occult macular dystrophy	HP:0030636	Occult macular dystrophy	false	
DOID:0050578	occult macular dystrophy	HP:0030636	Occult macular dystrophy	true	
DOID:0050581	brachydactyly	HP:0001156	Brachydactyly syndrome	false	
DOID:0050581	brachydactyly	HP:0001156	Brachydactyly syndrome	true	
DOID:0050581	brachydactyly	MP:0002544	brachydactyly	false	
DOID:0050581	brachydactyly	MP:0002544	brachydactyly	true	
DOID:0050585	congenital generalized lipodystrophy	HP:0009059	Congenital generalized lipodystrophy	false	
DOID:0050585	congenital generalized lipodystrophy	HP:0009059	Congenital generalized lipodystrophy	true	
DOID:0050587	trichotillomania	HP:0012167	Hair-pulling	false	
DOID:0050587	trichotillomania	HP:0012167	Hair-pulling	true	
DOID:0050589	inflammatory bowel disease	HP:0002037	Inflammation of the large intestine	false	
DOID:0050589	inflammatory bowel disease	HP:0002037	Inflammation of the large intestine	true	
DOID:0050591	tooth agenesis	HP:0000668	Hypodontia	false	
DOID:0050591	tooth agenesis	HP:0000668	Hypodontia	true	
DOID:0050591	tooth agenesis	HP:0000677	Oligodontia	false	
DOID:0050591	tooth agenesis	HP:0000677	Oligodontia	true	
DOID:0050591	tooth agenesis	HP:0001592	Selective tooth agenesis	false	
DOID:0050591	tooth agenesis	HP:0001592	Selective tooth agenesis	true	
DOID:0050591	tooth agenesis	HP:0009804	Reduced number of teeth	false	
DOID:0050591	tooth agenesis	HP:0009804	Reduced number of teeth	true	
DOID:0050593	primary congenital glaucoma	HP:0008007	Primary congenital glaucoma	false	
DOID:0050593	primary congenital glaucoma	HP:0008007	Primary congenital glaucoma	true	
DOID:0050625	biliary tract neoplasm	HP:0100574	Biliary tract neoplasm	false	
DOID:0050625	biliary tract neoplasm	HP:0100574	Biliary tract neoplasm	true	
DOID:0050633	ocular albinism	HP:0001107	Ocular albinism	false	
DOID:0050633	ocular albinism	HP:0001107	Ocular albinism	true	
DOID:0050633	ocular albinism	MP:0006159	ocular albinism	false	
DOID:0050633	ocular albinism	MP:0006159	ocular albinism	true	
DOID:0050634	alopecia universalis	HP:0002289	Alopecia universalis	false	
DOID:0050634	alopecia universalis	HP:0002289	Alopecia universalis	true	
DOID:0050642	hypochromic microcytic anemia	HP:0004840	Hypochromic microcytic anemia	false	
DOID:0050642	hypochromic microcytic anemia	HP:0004840	Hypochromic microcytic anemia	true	
DOID:0050642	hypochromic microcytic anemia	MP:0008388	hypochromic microcytic anemia	false	
DOID:0050642	hypochromic microcytic anemia	MP:0008388	hypochromic microcytic anemia	true	
DOID:0050646	distal arthrogryposis	HP:0002804	Arthrogryposis multiplex congenita	false	
DOID:0050646	distal arthrogryposis	HP:0002804	Arthrogryposis multiplex congenita	true	
DOID:0050646	distal arthrogryposis	HP:0005684	Distal arthrogryposis	false	
DOID:0050646	distal arthrogryposis	HP:0005684	Distal arthrogryposis	true	
DOID:0050649	atransferrinemia	HP:0012239	Atransferrinemia	false	
DOID:0050649	atransferrinemia	HP:0012239	Atransferrinemia	true	
DOID:0050651	atrioventricular septal defect	HP:0006695	Atrioventricular canal defect	false	
DOID:0050651	atrioventricular septal defect	HP:0006695	Atrioventricular canal defect	true	
DOID:0050651	atrioventricular septal defect	MP:0010412	atrioventricular septal defect	false	
DOID:0050651	atrioventricular septal defect	MP:0010412	atrioventricular septal defect	true	
DOID:0050661	vitelliform macular dystrophy	HP:0007677	Vitelliform-like macular lesions	false	
DOID:0050661	vitelliform macular dystrophy	HP:0007677	Vitelliform-like macular lesions	true	
DOID:0050672	dyskinetic cerebral palsy	HP:0011445	Athetoid cerebral palsy	false	
DOID:0050672	dyskinetic cerebral palsy	HP:0011445	Athetoid cerebral palsy	true	
DOID:0050679	blue cone monochromacy	HP:0007939	Blue cone monochromacy	false	
DOID:0050679	blue cone monochromacy	HP:0007939	Blue cone monochromacy	true	
DOID:0050700	cardiomyopathy	HP:0001638	Cardiomyopathy	false	
DOID:0050700	cardiomyopathy	HP:0001638	Cardiomyopathy	true	
DOID:0050700	cardiomyopathy	MP:0005330	cardiomyopathy	false	
DOID:0050700	cardiomyopathy	MP:0005330	cardiomyopathy	true	
DOID:0050731	vitamin B12 deficiency	HP:0100502	Vitamin B12 deficiency	false	
DOID:0050731	vitamin B12 deficiency	HP:0100502	Vitamin B12 deficiency	true	
DOID:0050744	anaplastic large cell lymphoma	HP:0012193	Anaplastic large-cell lymphoma	false	
DOID:0050744	anaplastic large cell lymphoma	HP:0012193	Anaplastic large-cell lymphoma	true	
DOID:0050750	splenic marginal zone lymphoma	MP:0009318	increased splenic marginal zone lymphoma incidence	false	
DOID:0050750	splenic marginal zone lymphoma	MP:0009318	increased splenic marginal zone lymphoma incidence	true	
DOID:0050753	cerebellar ataxia	HP:0001251	Ataxia	false	
